,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,2.86,3.95,1.02,1.84,2.63,1.05,1.39,1.0,1.71,0.81,1.32,2.14,2.25,0.97,0.98,1.56
PRES_0_1,0.99,0.98,,,1.01,1.8,2.71,1.04,1.39,0.98,1.67,0.79,1.3,2.1,2.28,0.96,0.97,1.53
PRES_0_0,0.05,,0.02,,0.04,,,0.05,0.04,0.07,,0.04,,,0.05,0.04,0.07,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.94,0.94,2.52,3.54,0.91,10.02,,1.01,1.25,0.95,1.53,0.76,1.35,1.91,2.0,0.91,0.91,1.46
DEWP_1_0,0.15,0.15,,,,0.08,0.12,0.13,0.72,0.14,,0.12,0.12,,,0.15,0.16,0.4
DEWP_0_0,0.02,0.02,,,,0.02,0.01,0.02,,0.01,,0.01,0.01,,,0.02,0.02,
WSPM_0_1,0.53,0.53,1.68,,0.55,0.79,1.2,0.43,1.85,0.57,,0.42,0.68,,1.5,0.51,0.51,0.88
WSPM_0_2,0.28,0.29,0.45,0.51,0.27,1.06,,0.71,0.18,0.46,1.02,0.32,0.47,,,0.27,0.26,0.46
WSPM_0_0,0.19,0.19,,,0.2,0.35,0.5,0.22,0.36,0.12,0.58,0.11,0.25,,0.39,0.18,0.21,0.25
WSPM_0_3,0.17,0.17,,,0.16,,,,0.9,0.36,0.09,0.23,,,,0.18,0.15,0.2
WSPM_1_0,0.16,0.16,,,0.16,0.28,,0.16,0.29,0.12,0.39,0.1,0.29,,,0.15,0.16,0.22
WSPM_1_1,0.1,0.1,,,0.11,0.12,0.13,0.1,,0.07,,0.06,0.05,,,0.1,0.11,
WSPM_0_4,0.09,0.09,,,0.09,,,,,,,0.23,,0.04,,0.09,0.1,
WSPM_1_2,0.04,0.04,,,0.04,,,0.07,,0.04,,0.05,,,0.02,0.04,0.13,
PM10_0,0.74,0.75,1.78,2.41,0.76,1.32,1.85,0.77,1.04,0.77,1.41,0.61,1.04,1.59,1.53,0.68,0.85,1.95
PM10_1,0.39,0.39,,,0.4,0.87,,0.43,0.54,0.36,0.55,0.3,0.44,0.97,,0.44,0.3,0.42
PM10_2,0.03,0.03,,,0.03,,,0.03,,0.03,0.03,0.02,,,,0.04,0.02,0.01
