,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.39,0.26,0.98,0.57,0.36,0.9,0.71,0.87,0.6,1.04,0.66,0.5,0.43,0.99,0.93,0.56
PRES_0_1,1.0,1.0,,,0.98,0.58,0.35,0.9,0.7,0.88,0.61,1.04,0.67,0.5,0.42,0.99,0.94,0.56
PRES_0_0,1.38,,4.38,,1.41,,,1.15,1.6,,,1.25,,,1.33,1.54,0.65,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.01,1.0,0.39,0.27,1.03,,,0.89,0.75,0.88,0.63,1.04,0.62,0.52,0.44,1.0,0.95,0.58
DEWP_1_0,1.2,1.2,,,,2.39,0.57,1.34,0.36,1.09,,1.25,1.21,,,1.21,0.98,
DEWP_0_0,1.55,1.34,,,,,6.34,1.16,,1.43,,,2.36,,,1.7,,
WSPM_0_1,1.06,1.06,0.37,,1.02,0.75,0.24,1.32,0.18,0.71,,1.07,0.45,,,1.08,0.98,0.64
WSPM_0_2,1.14,1.12,0.66,0.68,1.16,0.22,,0.24,1.79,0.48,,0.77,,,,1.13,1.03,0.49
WSPM_0_0,1.18,1.18,,,1.15,0.69,,0.79,0.39,1.94,0.33,1.98,1.21,,0.5,1.18,1.13,0.65
WSPM_0_3,1.2,1.2,,,1.23,,,,,0.45,2.29,0.6,,,,1.09,1.26,1.06
WSPM_1_0,1.2,1.2,,,1.18,0.71,,1.0,0.57,1.72,0.39,1.78,0.97,,,1.16,1.18,0.67
WSPM_1_1,1.26,1.26,,,1.13,1.21,1.38,1.19,,1.28,,1.0,2.63,,,1.26,1.24,
WSPM_0_4,1.27,1.28,,,1.3,,,,,,,,,3.03,,1.23,1.12,
WSPM_1_2,1.39,1.32,,,1.42,,,,,1.14,,,,,4.34,1.52,0.81,
PM10_0,1.03,1.02,0.47,0.32,1.01,0.62,0.45,0.93,0.73,0.93,0.57,1.12,0.75,0.51,0.54,1.13,0.72,0.41
PM10_1,1.1,1.1,,,1.09,0.51,,0.98,0.81,0.88,0.77,1.0,0.58,0.47,,0.84,1.47,0.74
PM10_2,1.43,1.43,,,1.44,,,1.17,,1.38,1.32,1.53,,,,0.69,1.92,4.19
