,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.99,1.45,1.0,1.03,1.54,1.19,1.12,1.83,1.07,2.45,1.72,1.04,1.35,1.15,1.43,2.25
PRES_0_1,1.0,1.01,,,1.0,1.03,1.5,1.19,1.1,1.84,1.08,2.45,1.73,1.05,1.3,1.14,1.44,2.27
PRES_0_0,1.02,,8.36,,1.07,,,1.18,1.92,1.07,,2.3,,,2.54,1.25,0.9,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,1.0,0.99,1.52,1.05,0.2,,1.16,1.16,1.83,1.12,2.45,1.61,1.09,1.37,1.15,1.44,2.3
DEWP_1_0,0.99,1.0,,,,3.48,2.34,1.44,0.54,1.88,,2.43,2.6,,,1.12,1.29,1.88
DEWP_0_0,1.0,0.83,,,,3.01,14.01,1.0,,1.88,,2.05,3.39,,,1.22,1.52,
WSPM_0_1,1.0,1.0,0.91,,0.98,1.24,1.43,1.51,0.54,1.87,0.55,2.7,1.67,0.22,0.78,1.16,1.39,2.29
WSPM_0_2,1.0,0.99,1.47,3.57,1.04,0.32,,0.5,2.31,1.17,0.34,1.83,0.36,,,1.15,1.34,1.59
WSPM_0_0,1.0,1.0,,,0.99,1.1,2.13,1.21,0.6,2.72,0.52,3.22,2.44,,1.53,1.14,1.55,2.54
WSPM_0_3,1.0,1.01,,,1.05,,,0.17,0.56,1.02,3.27,1.37,,,,1.08,1.55,3.35
WSPM_1_0,1.0,1.0,,,1.0,1.08,,1.24,0.79,2.36,0.62,2.83,1.94,,,1.13,1.49,2.51
WSPM_1_1,1.0,1.01,,,0.91,1.75,3.56,1.29,,1.82,,1.9,4.16,,,1.13,1.61,1.6
WSPM_0_4,1.0,1.01,,,1.05,,,0.48,,,,1.2,,4.89,,1.11,1.38,
WSPM_1_2,1.02,0.96,,,1.07,,,1.09,,1.98,,1.93,,,8.41,1.24,1.56,
PM10_0,1.0,1.0,1.19,1.77,1.0,1.08,1.85,1.19,1.12,1.9,1.0,2.52,1.89,1.04,1.67,1.21,1.24,1.82
PM10_1,1.0,1.0,,,1.01,0.8,,1.16,1.15,1.65,1.21,2.26,1.36,0.92,,1.03,1.8,2.8
PM10_2,1.0,1.01,,,1.03,,,1.23,,1.78,1.55,2.32,,,,0.83,1.88,8.68
