,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.74,1.59,,,,,0.92,1.31,0.89,1.43,,,,0.98,1.09,1.55,3.61,3.51,,1.06,1.18,1.26,0.92,0.72,0.53,0.79,0.87,1.14,,1.24,0.98,0.85
TEMP_0_0,1.6,0.74,,,,,1.51,0.85,1.12,1.13,,,,1.31,0.85,5.91,0.97,0.8,,1.08,1.1,1.03,1.73,0.78,0.65,0.73,0.75,0.75,,1.21,1.05,0.86
TEMP_1_1,,,0.6,,,,1.08,,1.31,,0.54,,,2.07,6.14,0.67,,,,1.46,1.0,1.83,1.78,0.81,0.57,1.09,1.98,,,1.28,1.35,4.29
TEMP_0_2,,,,0.45,,,4.87,,,1.04,,0.49,,2.3,1.54,,,0.78,,3.3,2.16,2.42,0.92,1.07,0.97,1.42,1.24,,,1.95,1.88,1.17
TEMP_0_1,,,,,0.43,,4.7,2.57,4.51,0.91,,0.89,,10.06,,,0.61,,,3.39,3.84,1.11,,1.19,1.14,1.3,1.61,0.55,,2.26,1.77,1.0
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.05,1.59,0.95,3.74,2.81,,0.69,3.94,1.4,,,,,1.13,1.75,0.99,2.51,2.64,,1.25,1.09,1.28,1.06,0.85,0.63,0.96,0.93,1.07,,1.35,1.02,0.83
PRES_1_1,1.34,0.88,,,1.31,,3.84,0.69,6.48,,,,,1.42,0.99,,0.89,0.78,,1.16,1.15,1.06,1.85,0.81,0.61,0.79,0.86,0.83,,1.28,1.11,0.92
PRES_1_0,1.08,1.36,1.46,,,,1.54,9.11,0.63,,,,,1.24,1.21,1.39,2.28,,,1.39,1.36,1.33,1.07,0.83,0.62,1.03,1.06,1.38,,1.32,1.29,1.53
PRES_1_2,1.9,1.58,,0.82,0.66,,,,,0.53,,,,1.84,1.05,,0.96,,,1.6,2.03,1.62,1.38,0.8,0.76,0.88,1.06,0.82,,1.65,1.43,1.27
PRES_0_1,,,0.82,,,,,,,,0.44,,,,,0.79,,,,1.56,1.36,,,1.05,0.77,1.32,,,,1.77,1.8,
PRES_1_3,,,,0.55,0.93,,,,,,,0.42,,4.48,2.15,,1.32,0.75,,3.23,1.98,1.62,1.37,1.44,1.17,1.31,1.47,0.86,,2.02,2.39,1.01
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.85,1.1,1.48,1.11,4.09,,0.89,1.2,0.86,1.16,,1.85,,0.79,1.71,,,,,0.97,1.19,0.97,0.8,0.87,0.59,0.94,1.2,,,1.23,0.88,0.69
DEWP_0_0,1.36,1.03,6.09,1.13,,,2.03,1.23,1.29,0.9,,1.46,,2.29,0.62,,,,,1.65,1.11,1.74,2.18,0.65,0.57,0.71,0.74,0.8,,1.27,1.51,2.59
DEWP_1_1,1.99,7.01,0.68,,,,1.14,,1.28,,0.54,,,,,0.59,,,,1.45,0.96,2.82,1.76,0.85,0.57,1.13,1.96,,,1.36,1.24,3.19
DEWP_0_2,4.54,1.58,,,0.48,,2.82,1.33,2.3,1.05,,1.0,,,,,0.5,,,1.73,2.88,1.07,,0.99,0.9,0.99,1.16,0.62,,1.76,1.62,0.92
DEWP_0_1,4.3,1.34,,0.73,,,3.43,1.22,,,,0.62,,,,,,0.49,,1.81,2.07,1.71,1.59,0.97,1.01,0.94,0.75,0.66,,1.67,1.89,1.2
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,1.19,1.19,1.37,1.89,1.98,,1.18,1.3,1.25,1.22,0.95,1.66,,1.22,1.63,1.32,1.22,1.23,,0.66,5.72,,,1.66,0.96,1.17,,,,1.35,1.05,1.11
WSPM_0_1,1.43,1.27,0.98,1.45,2.72,,1.27,1.34,1.2,1.65,0.88,1.24,,1.59,1.03,0.91,2.4,1.59,,2.69,0.66,,,1.14,0.52,1.27,1.76,,,1.22,1.26,2.35
WSPM_0_3,1.51,1.29,1.89,1.72,0.7,,1.36,1.28,1.31,1.4,,1.03,,1.37,1.73,2.67,0.86,1.35,,,8.5,0.61,,2.11,1.36,1.79,,,,1.88,1.09,0.67
WSPM_0_4,1.33,2.11,2.02,0.75,,,1.33,2.44,1.21,1.41,,0.98,,1.31,2.38,2.02,,1.45,,,,,0.54,3.17,1.95,,,,,2.12,1.16,0.8
WSPM_0_0,1.97,1.94,1.7,1.63,1.38,,2.14,2.19,1.81,1.39,1.39,2.15,,2.5,1.38,1.86,1.59,1.74,,4.03,2.01,3.76,,0.5,0.45,0.99,1.3,,,1.65,2.58,4.43
WSPM_1_0,1.97,2.21,1.73,1.98,1.94,,1.91,2.29,2.06,1.79,1.64,2.36,,2.46,1.57,1.74,2.11,2.54,,2.47,1.64,3.47,3.91,0.67,0.57,1.49,2.32,,,1.77,2.22,4.0
