,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,0.66,,,,,0.82,0.93,1.72,1.0,0.59,,0.9,1.38,0.34,0.11,,0.75,0.6,0.81,0.27,0.51,0.35,0.15,0.57,0.54,,0.7,0.46,0.43
TEMP_0_1,,0.21,,,,1.82,0.7,0.44,0.55,0.41,,0.75,,,,,0.87,0.59,0.46,0.22,0.37,0.26,0.13,,2.25,,0.71,0.38,0.33
TEMP_0_0,,,0.13,0.03,0.03,1.16,,0.54,0.26,0.22,0.03,,0.25,,,0.03,1.23,0.43,0.9,0.22,0.63,0.23,0.12,,0.66,0.03,0.72,0.4,0.4
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,0.84,2.02,1.16,,,0.45,,,9.09,1.84,,0.95,1.2,,,,0.71,0.59,0.87,0.24,0.47,0.27,0.13,1.31,1.0,,0.65,0.46,0.57
PRES_1_3,0.95,0.67,,,,,0.27,,,3.39,,0.86,1.6,0.39,0.11,,1.23,0.7,0.55,0.29,0.5,0.37,0.15,0.34,0.4,,0.8,0.42,0.28
PRES_1_1,1.6,0.52,0.53,0.02,,,11.08,0.11,2.08,0.71,,1.47,0.46,,0.09,,0.7,0.65,0.93,0.2,0.31,0.43,0.14,,0.85,,0.67,0.51,0.48
PRES_1_0,1.55,0.95,0.37,,0.03,10.0,,2.41,0.11,0.13,0.03,1.16,0.69,,,0.03,0.99,0.37,0.51,0.26,1.91,0.26,0.13,,0.76,0.03,0.7,0.35,0.41
PRES_0_0,1.23,1.11,0.47,,,4.63,6.78,1.19,0.16,0.07,,1.14,0.8,0.09,0.05,,0.64,0.43,0.74,0.39,0.46,0.28,0.18,,,,0.78,0.33,0.25
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.92,0.75,,,,0.91,0.87,1.35,0.74,0.49,,0.75,37.22,1.68,0.39,,0.72,0.61,0.62,0.26,0.54,0.3,0.14,1.01,0.99,,0.7,0.42,0.38
DEWP_0_1,1.38,18.95,0.25,0.05,0.09,1.16,1.59,0.47,0.49,0.39,0.09,29.77,0.25,,0.13,0.09,1.58,0.46,1.16,0.24,0.36,0.31,0.14,0.58,0.36,0.09,0.71,0.48,0.46
DEWP_0_0,0.65,,,,,,,,0.2,0.09,,,,0.01,,,0.27,,,,,,,,,,0.68,0.29,
DEWP_1_0,0.65,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,0.37,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.93,1.09,1.34,,,0.87,1.47,0.69,0.7,0.35,,0.88,1.6,0.17,0.05,,0.21,2.43,,1.33,1.71,2.14,0.36,,,,0.87,0.34,0.22
WSPM_0_1,1.05,1.06,0.71,,0.12,1.02,1.17,1.11,0.39,0.32,0.12,1.06,0.82,,,0.12,2.0,0.22,1.46,0.26,0.54,0.28,0.1,3.46,2.89,0.12,0.63,0.38,0.58
WSPM_0_2,1.1,0.66,1.37,0.06,,1.1,0.78,1.09,0.54,0.29,,0.87,1.71,,,,,1.79,0.16,0.48,1.59,0.46,0.21,,,,0.78,0.35,0.32
WSPM_0_0,1.1,0.97,0.63,,,0.86,1.21,0.75,0.77,0.86,,1.04,0.85,,,,2.48,0.6,0.98,0.12,0.5,0.2,0.08,,1.45,,0.62,0.54,0.84
WSPM_1_2,1.06,0.76,1.27,,,0.96,0.99,0.57,1.81,1.11,,1.17,0.67,,,,6.95,0.62,2.07,0.15,0.1,0.26,0.14,,2.02,,0.59,1.09,
WSPM_1_1,1.11,0.91,0.67,,,0.79,1.17,1.07,0.78,0.53,,0.98,0.95,,,,2.5,0.56,1.51,0.14,0.47,0.07,0.11,,,,0.6,0.67,1.31
WSPM_1_0,1.02,1.04,0.82,,,0.87,1.25,0.99,0.64,0.68,,0.99,0.99,,,,1.61,0.5,0.93,0.15,0.63,0.31,0.08,,,,0.63,0.5,0.73
WSPM_0_4,0.65,,,,,1.52,0.38,,,,,1.07,0.77,0.08,0.04,,,3.04,,,,0.78,0.37,0.06,,,1.45,0.32,0.15
WSPM_1_3,0.84,2.15,1.04,,,1.51,0.6,0.88,0.84,,,1.38,0.53,,,,,,,0.26,0.65,,0.29,,0.04,,0.6,1.21,1.08
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.97,1.05,1.0,0.25,0.12,0.86,1.13,0.84,0.85,0.76,0.12,1.01,0.92,,,0.12,1.2,0.51,0.82,0.2,0.38,0.24,0.12,2.63,0.61,0.12,0.6,0.55,1.25
PM10_1,1.05,0.87,0.91,0.1,,1.08,1.01,0.93,0.48,0.27,,0.97,1.09,0.22,0.11,,0.6,0.7,0.53,0.42,0.86,0.4,0.2,0.48,1.04,,0.87,0.3,0.28
PM10_2,0.96,1.13,0.98,,,1.53,0.58,1.39,0.52,0.35,,0.93,1.06,0.27,0.04,,0.48,0.72,0.71,0.55,,0.91,0.19,0.31,0.45,,1.3,0.39,0.12
