,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,0.71,1.0,0.98,0.64,0.84,0.91,0.49,0.94,0.3,0.58,0.97,0.76,0.84,0.66,0.38
PRES_0_1,0.98,0.97,,,0.98,0.95,0.71,0.82,0.92,0.47,0.91,0.3,0.56,0.94,0.81,0.83,0.64,0.37
PRES_0_0,0.02,,,,0.01,,,0.01,0.01,,,0.01,,,,0.01,0.04,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.91,0.92,0.86,0.6,0.84,,,0.8,0.77,0.45,0.79,0.28,0.63,0.81,0.65,0.77,0.59,0.34
DEWP_1_0,0.08,0.08,,,,0.01,0.01,0.04,0.62,0.04,,0.03,0.02,,,0.07,0.07,
DEWP_0_0,0.01,0.01,,,,,,0.01,,,,,,,,,,
WSPM_0_1,0.43,0.43,0.52,,0.45,0.28,0.33,0.19,6.44,0.41,,0.16,0.36,,,0.36,0.28,0.19
WSPM_0_2,0.18,0.19,0.07,0.02,0.17,1.14,,2.63,0.03,0.42,,0.14,,,,0.16,0.11,0.09
WSPM_0_0,0.11,0.11,,,0.11,0.1,,0.14,0.33,0.02,0.49,0.01,0.05,,0.1,0.09,0.07,0.03
WSPM_0_3,0.09,0.09,,,0.08,,,,,0.31,0.01,0.1,,,,0.09,0.05,0.02
WSPM_1_0,0.08,0.08,,,0.08,0.08,,0.08,0.16,0.02,0.26,0.01,0.08,,,0.07,0.06,0.03
WSPM_1_1,0.05,0.05,,,0.06,0.02,0.01,0.06,,0.01,,0.01,,,,0.04,0.04,
WSPM_0_4,0.04,0.04,,,0.04,,,,,,,,,,,0.04,0.03,
WSPM_1_2,0.01,0.01,,,0.01,,,,,0.01,,,,,,0.01,0.04,
PM10_0,0.67,0.68,0.47,0.32,0.68,0.62,0.34,0.55,0.63,0.33,0.77,0.21,0.38,0.66,0.38,0.46,0.77,0.86
PM10_1,0.29,0.29,,,0.28,0.42,,0.25,0.25,0.14,0.19,0.08,0.17,0.36,,0.42,0.09,0.06
PM10_2,0.01,0.01,,,0.01,,,0.01,,,,,,,,0.01,,
