,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.24,,,,,0.79,0.55,0.19,0.21,0.21,,0.94,0.35,0.11,0.08,,0.5,0.44,0.35,0.29,0.29,0.23,0.25,0.36,0.22,,0.79,0.5,0.35
TEMP_0_1,,2.16,,,,0.33,0.75,0.65,0.34,0.24,,1.16,,,,,0.42,0.41,0.59,0.34,0.41,0.28,0.24,,0.09,,0.71,0.62,0.3
TEMP_0_0,,,2.76,,,0.57,,0.56,0.87,0.56,,,2.01,,,,0.33,0.65,0.29,0.48,0.24,0.35,0.31,,0.18,,0.73,0.59,0.34
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,0.97,0.23,0.31,,,1.5,,,,,,0.91,0.43,,,,0.52,0.45,0.32,0.36,0.32,0.31,0.29,0.15,0.13,,0.88,0.48,0.2
PRES_1_3,0.86,0.66,,,,,1.92,,,,,0.98,0.29,,,,0.31,0.39,0.49,0.26,0.31,0.2,0.19,0.62,0.32,,0.67,0.52,0.57
PRES_1_1,0.44,0.89,0.6,,,,,2.95,,,,0.56,1.02,,,,0.57,0.33,0.31,0.43,0.52,0.24,0.25,,0.22,,0.86,0.46,0.2
PRES_1_0,0.52,0.49,0.97,,,,,,2.83,0.32,,0.75,0.71,,,,0.3,0.76,0.5,0.34,0.1,0.21,0.33,,0.2,,0.71,0.67,0.27
PRES_0_0,0.66,0.42,0.76,,,,,,0.39,3.22,,0.76,0.56,0.77,,,0.73,0.56,0.45,0.15,0.21,0.24,0.17,,,,0.36,0.96,0.6
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.88,0.62,,,,0.7,0.59,0.22,0.28,0.23,,1.16,,,,,0.52,0.43,0.45,0.31,0.26,0.26,0.25,0.21,0.14,,0.75,0.55,0.34
DEWP_0_1,0.57,,1.47,,,0.57,0.3,0.69,0.46,0.3,,,2.01,,,,0.24,0.58,0.23,0.37,0.46,0.25,0.25,0.31,0.35,,0.83,0.48,0.29
DEWP_0_0,1.24,,,,,,,,,2.64,,,,12.69,,,1.69,,,,,,,,,,,1.13,
DEWP_1_0,1.24,,,,,,,,,,,,,,12.65,,1.6,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.87,0.42,0.26,,,0.75,0.35,0.41,0.22,0.41,,0.97,0.27,0.27,0.16,,2.14,,,,,,0.04,,,,0.41,0.83,0.66
WSPM_0_1,0.77,0.41,0.51,,,0.66,0.44,0.24,0.53,0.32,,0.8,0.62,,,,,2.03,,,,0.04,0.18,,,,0.84,0.5,0.19
WSPM_0_2,0.71,0.7,0.27,,,0.54,0.66,0.26,0.42,0.29,,0.99,0.29,,,,,,2.49,,,,0.08,,,,0.5,0.88,0.42
WSPM_0_0,0.72,0.48,0.53,,,0.74,0.41,0.44,0.31,0.16,,0.83,0.56,,,,,,,1.85,0.16,0.3,1.03,,,,1.14,0.17,0.08
WSPM_1_2,0.76,0.61,0.28,,,0.67,0.53,0.57,0.11,0.19,,0.74,0.73,,,,,,,0.15,2.99,,,,,,1.18,0.13,
WSPM_1_1,0.73,0.51,0.49,,,0.8,0.4,0.31,0.28,0.25,,0.88,0.48,,,,,0.09,,0.33,,3.25,,,,,1.12,0.21,
WSPM_1_0,0.79,0.44,0.44,,,0.75,0.4,0.35,0.44,0.14,,0.87,0.5,,,,0.07,0.29,0.09,1.41,,,1.32,,,,1.04,0.27,0.11
WSPM_0_4,1.23,,,,,0.44,1.36,,,,,0.75,0.65,,,,,,,,,,,4.21,,,0.16,1.0,1.0
WSPM_1_3,0.96,0.21,0.35,,,0.44,0.86,0.38,0.32,,,0.62,0.91,,,,,,,,,,,,5.13,,1.06,0.11,0.31
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.83,0.43,0.34,,,0.76,0.46,0.38,0.29,0.13,,0.85,0.54,,,,0.24,0.51,0.25,0.48,0.5,0.38,0.35,0.04,0.28,,1.23,0.1,
PM10_1,0.76,0.53,0.4,,,0.59,0.5,0.29,0.41,0.45,,0.89,0.44,0.14,,,0.71,0.43,0.65,0.11,0.05,0.08,0.14,0.44,0.04,,0.14,1.56,0.13
PM10_2,0.84,0.41,0.37,,,0.39,0.89,0.2,0.26,0.48,,0.88,0.44,,,,0.93,0.25,0.51,0.09,,,0.07,0.71,0.12,,,0.22,2.6
