,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.01,8.18,29.71,1.04,3.52,15.04,1.53,2.34,3.01,3.29,3.45,4.57,4.91,8.55,1.22,1.86,10.64
PRES_0_1,0.99,1.0,,,1.04,3.49,15.02,1.51,2.31,2.99,3.27,3.42,4.54,4.87,8.46,1.21,1.84,10.55
PRES_0_0,0.13,,1.04,,0.13,,,0.19,0.31,0.36,,0.42,,,1.0,0.15,0.23,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.96,0.96,7.57,28.41,1.0,3.36,,1.46,2.23,2.89,3.15,3.31,4.42,4.7,8.02,1.17,1.78,10.3
DEWP_1_0,0.28,0.28,,,,0.99,2.81,0.43,0.84,0.84,,0.98,1.24,,,0.34,0.52,3.71
DEWP_0_0,0.07,0.07,,,,0.3,1.13,0.09,,0.17,,0.17,0.34,,,0.09,0.14,
WSPM_0_1,0.65,0.66,5.37,,0.68,2.29,8.63,1.0,1.58,2.01,,2.33,2.8,,4.58,0.8,1.18,7.38
WSPM_0_2,0.43,0.43,3.21,13.43,0.45,1.22,,0.62,1.0,1.29,1.07,1.51,0.97,,,0.52,0.75,4.0
WSPM_0_0,0.33,0.33,,,0.35,1.2,5.83,0.52,0.67,1.0,1.02,1.12,1.84,,2.85,0.4,0.68,3.32
WSPM_0_3,0.3,0.31,,,0.32,,,,0.94,0.98,1.0,1.0,,,,0.37,0.57,3.49
WSPM_1_0,0.29,0.29,,,0.3,1.01,,0.44,0.66,0.89,0.88,1.0,1.69,,,0.35,0.56,2.98
WSPM_1_1,0.22,0.22,,,0.23,0.81,3.54,0.34,,0.54,,0.57,1.0,,,0.26,0.45,
WSPM_0_4,0.2,0.21,,,0.21,,,,,,,0.86,,1.0,,0.25,0.39,
WSPM_1_2,0.12,0.12,,,0.13,,,0.22,,0.35,,0.44,,,1.04,0.15,0.39,
PM10_0,0.82,0.83,6.7,24.36,0.86,2.91,13.13,1.24,1.92,2.56,2.75,2.9,4.06,4.03,7.45,1.0,1.52,10.03
PM10_1,0.54,0.54,,,0.56,1.83,,0.83,1.27,1.46,1.71,1.73,2.0,2.66,,0.66,1.0,5.31
PM10_2,0.09,0.09,,,0.1,,,0.16,,0.29,0.29,0.33,,,,0.1,0.19,1.0
