,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.07,20429082.95,1273155036631.08,1.43,24569.07,6249163840.59,41.9,1119.94,22725.46,16075.25,123154.97,565799.01,368323.53,53358041.73,6.42,290.75,829442109.22
PRES_0_1,1.0,1.08,,,1.43,24968.04,5872636394.59,41.96,1086.78,22974.39,16336.29,123511.42,574986.81,374304.6,50262895.54,6.41,293.72,842911110.42
PRES_0_0,1.0,,1376078075.71,,1.56,,,41.22,3029.49,7960.51,,108929.81,,,196938768.25,7.26,116.04,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,1.07,20960589.96,1391936568359.89,1.56,928.71,,40.14,1206.83,22542.76,17575.02,123213.71,489322.11,402687.01,56205184.13,6.44,295.34,851728238.06
DEWP_1_0,0.98,1.07,,,,283449.27,21591340094.61,62.25,199.0,24485.55,,123360.15,1354822.49,,,6.21,239.0,519022598.43
DEWP_0_0,0.92,0.78,,,,177412.03,471304459225.04,33.73,,28312.04,,107244.34,1947395.83,,,6.7,289.19,
WSPM_0_1,1.0,1.07,16870275.43,,1.36,36217.91,6115928389.67,67.56,253.98,23313.82,2324.71,146538.51,557146.21,23697.8,21607184.79,6.56,283.64,842900387.04
WSPM_0_2,1.0,1.05,49001740.62,6964860535172.14,1.54,3038.44,,7.77,4790.19,9317.41,2066.98,67723.39,49563.37,,,6.49,270.87,482468991.99
WSPM_0_0,1.0,1.07,,,1.41,27259.09,10359541705.61,41.91,392.77,50120.75,4205.31,218469.57,948996.0,,68496774.4,6.43,310.95,1047380135.68
WSPM_0_3,1.0,1.08,,,1.56,,,1.53,217.22,6647.98,149494.03,39995.21,,,,5.71,341.21,1711432274.99
WSPM_1_0,1.0,1.07,,,1.42,26599.77,,45.75,585.02,36789.01,5757.55,164910.96,564067.52,,,6.4,298.75,980509041.78
WSPM_1_1,1.0,1.08,,,1.21,68316.24,30911116497.1,49.38,,27182.69,,93864.96,3305812.51,,,6.33,327.69,526894031.2
WSPM_0_4,1.0,1.08,,,1.56,,,4.54,,,,24199.78,,8078814.01,,6.03,265.28,
WSPM_1_2,1.0,0.98,,,1.56,,,29.42,,27093.05,,69708.82,,,1970755312.88,7.2,175.72,
PM10_0,1.0,1.06,29200288.32,1892574131272.35,1.42,26906.2,8390538911.95,42.6,1111.81,23706.25,13658.63,127782.0,635013.62,369130.95,76782674.53,7.17,220.65,474464998.0
PM10_1,1.0,1.08,,,1.47,15339.62,,40.0,1171.21,20207.59,21403.94,111753.58,431631.84,283629.39,,5.23,461.78,1384608525.78
PM10_2,1.0,1.08,,,1.52,,,40.83,,22806.92,36915.3,119861.32,,,,3.63,471.51,12352737842.59
