,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,2.03,0.83,,,,3.76,1.34,0.58,1.36,0.31,,,3.76,1.41,0.7,0.36,0.05,0.05,3.76,0.94,0.86,0.59,0.83,1.33,2.49,0.93,0.44,0.27,3.76,1.04,1.43,1.15
TEMP_0_0,0.9,2.08,0.02,,,,0.6,1.46,0.69,0.51,,,,0.81,1.48,0.02,0.62,0.89,,0.88,0.94,0.77,0.23,1.66,2.47,1.26,1.14,0.39,,1.15,1.32,0.93
TEMP_1_1,,,3.29,,,,1.35,,0.83,,2.51,,,0.42,0.08,2.59,,,,0.75,1.54,0.35,0.33,1.76,3.73,0.8,0.18,,,1.42,1.19,0.09
TEMP_0_2,,,,6.29,,,0.1,,,1.67,,4.61,,0.7,0.95,,,2.3,,0.32,0.58,0.39,2.03,1.45,2.1,0.9,0.83,,,1.04,1.09,1.32
TEMP_0_1,,,,,7.46,,0.25,0.53,0.26,2.42,,1.55,,0.09,,,4.85,,,0.28,0.18,2.18,,1.65,2.11,1.03,0.56,2.18,,1.01,1.44,2.38
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.23,0.64,1.03,0.04,0.06,4.7,2.38,0.15,0.88,0.03,,,4.7,1.15,0.43,0.94,0.1,0.09,4.7,0.84,1.02,0.64,0.71,1.26,2.7,0.6,0.48,0.17,4.7,1.06,1.47,1.07
PRES_1_1,0.98,1.75,,,0.29,,0.2,2.42,0.07,,,,,0.78,1.02,,0.85,1.05,,0.85,0.97,0.86,0.26,1.56,2.57,1.2,0.92,0.42,,1.1,1.32,1.13
PRES_1_0,1.5,1.05,0.6,,,,0.97,0.04,3.01,,,,,1.23,1.03,0.62,0.15,,,0.67,0.92,0.65,0.81,1.66,2.61,0.98,0.66,0.31,,1.27,1.33,0.52
PRES_1_2,0.89,1.04,,1.36,1.92,,0.08,,,4.39,,,,0.82,1.63,,1.22,,,0.8,0.57,0.63,0.62,2.15,2.73,1.54,0.88,0.76,,1.14,1.31,1.03
PRES_0_1,,,3.23,,,,,,,,6.81,,,,,3.36,,,,1.24,1.49,,,1.72,3.68,1.1,,,,1.37,1.07,0.12
PRES_1_3,,,,4.99,1.56,,0.12,,,,,7.5,,0.27,0.57,,1.04,2.97,,0.39,0.75,1.02,1.14,0.98,1.71,1.2,0.65,0.57,,1.09,0.93,2.0
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,1.55,1.0,0.34,0.34,0.02,2.94,1.25,0.63,1.16,0.44,,0.09,2.94,1.74,0.54,,,,2.94,0.95,0.67,0.8,0.95,0.94,2.14,0.49,0.16,,2.94,0.96,1.52,1.3
DEWP_0_0,1.15,1.72,0.03,0.57,,,0.52,0.96,0.76,1.13,,0.3,,0.6,3.11,,,,,0.5,1.43,0.43,0.2,2.57,3.47,2.1,1.63,0.56,,1.38,0.95,0.34
DEWP_1_1,0.41,0.03,2.66,,,,1.26,,0.95,,2.65,,,,,3.42,,,,0.79,1.7,0.17,0.35,1.72,3.77,0.71,0.19,,,1.33,1.38,0.19
DEWP_0_2,0.21,0.99,,,4.07,,0.38,1.25,0.47,1.29,,0.87,,,,,4.98,,,0.77,0.26,1.56,,1.7,2.19,1.32,0.73,1.22,,1.1,1.31,1.89
DEWP_0_1,0.27,1.4,,2.16,,,0.23,1.55,,,,2.58,,,,,,5.37,,0.78,0.63,0.66,0.55,1.85,1.93,1.63,1.95,1.31,,1.25,1.04,1.09
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,1.23,1.13,0.54,0.15,0.14,,0.91,0.82,0.86,0.53,0.65,0.17,,1.03,0.63,0.55,0.48,0.44,,2.64,0.4,0.02,,0.44,2.03,0.3,0.06,,,1.15,1.47,0.67
WSPM_0_1,0.89,0.87,1.07,0.31,0.08,,0.91,0.7,0.74,0.29,0.83,0.36,,0.68,1.12,1.18,0.13,0.27,,0.19,2.66,0.09,0.07,2.09,4.35,1.29,0.54,,,1.37,1.08,0.28
WSPM_0_3,0.87,1.14,0.35,0.25,1.32,,0.86,0.96,0.86,0.51,,0.61,,0.99,0.57,0.14,1.18,0.46,,0.08,0.13,3.23,,0.48,1.09,0.43,,,,0.81,1.59,2.09
WSPM_0_4,1.28,0.68,0.34,1.66,,,1.17,0.3,1.23,0.67,,0.81,,1.35,0.38,0.35,,0.51,,,0.08,,4.24,0.27,0.7,0.17,,,,0.8,1.76,1.77
WSPM_0_0,0.92,0.94,0.76,0.51,0.52,,0.92,0.58,0.85,0.91,0.73,0.26,,0.7,1.23,0.67,0.59,0.5,,0.39,0.91,0.24,0.1,5.45,6.21,2.24,1.24,,,1.38,0.93,0.52
WSPM_1_0,1.07,0.92,0.89,0.41,0.35,,0.99,0.62,1.02,0.6,0.68,0.25,,0.77,1.11,0.9,0.39,0.28,,0.39,1.37,0.3,0.19,3.5,4.8,1.1,0.57,,,1.31,1.04,0.56
WSPM_1_1,0.95,1.28,0.43,0.32,0.5,,0.79,0.87,0.66,0.82,0.41,0.42,,0.77,1.36,0.44,0.71,0.84,,0.72,0.84,0.38,0.18,3.34,2.64,7.7,,,,1.46,1.05,
WSPM_1_2,0.89,1.33,0.18,0.59,0.39,,1.03,0.93,0.84,0.65,,0.48,,0.6,1.52,0.19,0.59,1.48,,,0.7,,,3.01,1.96,0.3,9.24,,,1.41,0.92,
WSPM_1_3,0.58,1.04,,,2.7,,0.74,0.82,0.68,1.05,,0.93,,,0.97,,1.8,1.81,,,,,,1.98,,,,19.22,,1.49,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.92,0.98,0.76,0.46,0.34,,0.81,0.71,0.92,0.54,0.56,0.45,,0.77,1.05,0.67,0.48,0.58,,0.8,1.19,0.4,0.3,2.22,3.39,1.5,1.14,0.59,,1.47,0.89,0.28
