,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.7,0.99,,,,0.93,0.82,1.17,0.74,1.35,,,0.93,0.88,0.85,1.51,2.81,3.35,0.93,0.94,0.9,1.21,0.87,0.51,0.35,0.55,0.65,0.98,0.93,1.02,0.79,0.69
TEMP_0_0,0.94,0.69,6.11,,,,1.08,0.79,1.03,1.04,,,,1.13,0.75,4.29,0.94,0.77,,0.92,0.94,0.88,1.54,0.49,0.36,0.51,0.6,0.69,,1.05,0.81,0.61
TEMP_1_1,,,0.55,,,,0.92,,0.96,,0.52,,,1.8,3.88,0.61,,,,1.14,0.83,1.47,1.56,0.51,0.34,0.69,1.42,,,1.06,0.99,2.32
TEMP_0_2,,,,0.4,,,2.74,,,0.91,,0.43,,1.79,1.16,,,0.66,,2.61,1.6,1.9,0.75,0.68,0.53,0.74,0.86,,,1.47,1.31,0.88
TEMP_0_1,,,,,0.38,,3.55,2.2,3.02,0.8,,0.71,,9.76,,,0.52,,,2.49,2.23,0.92,,0.79,0.68,0.83,1.11,0.39,,1.65,1.21,0.68
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,0.91,1.24,0.91,3.63,2.08,0.76,0.65,2.22,0.9,2.81,,,0.76,1.03,1.21,0.94,2.22,2.55,0.76,1.1,0.89,1.18,0.96,0.5,0.35,0.61,0.62,0.79,0.76,1.07,0.81,0.66
PRES_1_1,1.03,0.78,,,1.28,,1.9,0.64,2.76,,,,,1.24,0.87,,0.86,0.74,,0.97,0.93,0.91,1.72,0.51,0.37,0.53,0.71,0.74,,1.1,0.84,0.68
PRES_1_0,0.87,1.0,1.38,,,,0.94,3.39,0.57,,,,,1.03,0.97,1.3,1.96,,,1.1,1.06,1.12,0.96,0.61,0.41,0.75,0.83,1.54,,1.11,0.93,1.03
PRES_1_2,1.28,1.26,,0.72,0.62,,4.63,,,0.48,,,,1.41,0.87,,0.87,,,1.3,1.49,1.36,1.17,0.57,0.47,0.56,0.75,0.66,,1.33,1.06,0.81
PRES_0_1,,,0.69,,,,,,,,0.38,,,,,0.67,,,,1.15,1.02,,,0.6,0.4,0.74,,,,1.34,1.25,2.54
PRES_1_3,,,,0.48,0.81,,5.71,,,,,0.37,,3.07,1.48,,1.13,0.62,,2.5,1.37,1.24,1.11,0.8,0.58,0.7,1.04,0.52,,1.48,1.47,0.75
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
