,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.0,,,,,0.91,0.8,0.67,0.63,0.57,,1.03,0.79,0.3,0.26,,0.75,0.75,0.7,0.63,0.62,0.56,0.56,0.55,0.47,,0.97,0.82,0.64
TEMP_0_1,,1.0,,,,1.17,1.08,0.83,0.84,0.76,,1.37,,,,,1.0,0.98,0.92,0.83,0.82,0.73,0.73,,0.86,,1.28,1.09,0.87
TEMP_0_0,,,0.99,0.22,0.9299999999999999,1.39,,0.91,0.95,0.85,0.9299999999999999,,1.16,,,0.9299999999999999,1.13,1.13,0.99,0.96,0.93,0.86,0.84,,0.72,0.9299999999999999,1.45,1.19,0.92
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.11,0.86,0.74,,,1.0,,,0.92,0.63,,1.14,0.88,,,,0.83,0.83,0.78,0.71,0.69,0.63,0.62,0.59,0.53,,1.08,0.89,0.7
PRES_1_3,1.25,0.93,,,,,1.0,,,0.5,,1.28,0.98,0.38,0.32,,0.94,0.92,0.84,0.79,0.77,0.72,0.69,0.69,0.6,,1.21,1.02,0.79
PRES_1_1,1.45,1.17,0.99,0.32,,,1.13,0.99,1.21,0.99,,1.56,1.18,,0.54,,1.22,1.07,1.15,0.92,0.94,0.86,0.81,,0.92,,1.51,1.32,1.05
PRES_1_0,1.58,1.2,1.06,,0.6900000000000001,1.33,,0.9,1.0,0.9,0.6900000000000001,1.64,1.23,,,0.6900000000000001,1.1,1.27,1.05,1.05,1.4,0.88,0.93,,0.89,0.6900000000000001,1.55,1.26,1.01
PRES_0_0,1.75,1.32,1.17,,,2.03,1.19,0.94,1.05,1.0,,1.86,1.31,0.54,0.41,,1.35,1.22,1.28,1.04,0.79,0.84,0.92,,,,1.6,1.48,1.14
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.97,0.73,,,,0.87,0.78,0.63,0.6,0.54,,1.0,0.63,0.3,0.25,,0.73,0.73,0.67,0.61,0.6,0.54,0.54,0.54,0.49,,0.94,0.79,0.63
DEWP_0_1,1.26,0.94,0.85,0.27,0.81,1.17,0.99,0.82,0.81,0.75,0.81,1.18,1.0,,0.33,0.81,0.99,0.95,0.89,0.82,0.8,0.73,0.72,0.64,0.62,0.81,1.26,1.03,0.78
DEWP_0_0,3.3,,,,,,,,2.34,1.88,,,,1.0,0.85,,2.49,,,,,,,,,,2.51,2.69,
DEWP_1_0,3.87,,,,,,,,,,,,,,1.0,,3.47,,,,,,,,,,,3.36,
