,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.66,0.28,0.99,0.74,0.32,0.72,0.69,0.35,0.68,0.26,0.33,0.67,0.39,0.81,0.56,0.21
PRES_0_1,1.0,0.99,,,0.99,0.74,0.33,0.72,0.7,0.35,0.68,0.26,0.33,0.67,0.4,0.81,0.56,0.21
PRES_0_0,4.12,,0.33,,3.9,,,2.53,1.75,1.95,,0.95,,,0.92,3.24,2.88,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.03,1.03,0.63,0.27,0.97,3.03,,0.76,0.68,0.36,0.67,0.27,0.37,0.66,0.38,0.83,0.57,0.22
DEWP_1_0,2.12,2.1,,,,0.47,0.18,1.29,6.19,0.69,,0.53,0.43,,,1.72,1.26,0.5
DEWP_0_0,5.75,5.3,,,,1.59,0.24,3.23,,1.54,,1.3,1.04,,,4.53,3.37,0.38
WSPM_0_1,1.29,1.28,1.15,,1.3,0.8,0.34,0.78,1.47,0.42,2.35,0.31,0.42,1.38,0.63,1.05,0.7,0.26
WSPM_0_2,1.66,1.69,0.57,0.33,1.59,1.89,,1.62,0.61,0.77,1.59,0.51,0.67,,0.99,1.33,0.88,0.32
WSPM_0_0,1.94,1.92,,,1.92,1.51,0.6,1.38,1.43,0.55,2.29,0.44,0.55,,0.8,1.53,1.18,0.41
WSPM_0_3,2.05,2.03,,,1.94,,,2.54,3.03,1.19,0.49,0.76,,,,1.74,1.06,0.35
WSPM_1_0,2.1,2.1,,,2.07,1.59,0.47,1.48,1.74,0.65,2.11,0.51,0.71,,1.12,1.68,1.25,0.48
WSPM_1_1,2.49,2.47,,,2.64,1.18,0.5,1.66,3.09,0.74,,0.58,0.43,,0.51,2.01,1.53,0.7
WSPM_0_4,2.6,2.57,,,2.46,,,7.92,,,,1.79,,0.39,,2.18,1.48,
WSPM_1_2,3.93,3.79,,,3.72,,,3.38,3.93,1.14,,1.02,0.99,,0.31,3.1,4.99,
PM10_0,1.13,1.13,0.61,0.26,1.11,0.81,0.35,0.81,0.79,0.4,0.87,0.29,0.39,0.73,0.4,0.89,0.67,0.33
PM10_1,1.45,1.44,,,1.41,1.32,0.42,1.04,0.99,0.48,0.81,0.36,0.44,1.19,0.59,1.21,0.7,0.21
PM10_2,4.12,4.08,,,3.95,,,3.0,3.88,1.18,1.58,1.03,,,,3.53,2.02,0.29
