,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,0.99,0.28,0.19,0.97,0.48,0.3,0.92,0.67,0.95,0.52,1.16,0.69,0.4,0.37,1.02,0.99,0.54
PRES_0_1,1.0,1.0,,,0.97,0.49,0.3,0.92,0.66,0.95,0.53,1.16,0.7,0.41,0.36,1.02,0.99,0.55
PRES_0_0,1.56,,3.6,,1.59,,,1.39,1.76,0.84,,1.67,,,1.07,1.69,0.95,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.01,1.0,0.28,0.2,1.03,0.1,,0.91,0.7,0.95,0.55,1.17,0.65,0.42,0.38,1.03,1.0,0.56
DEWP_1_0,1.27,1.28,,,,2.1,0.59,1.44,0.42,1.25,,1.49,1.34,,,1.28,1.15,0.59
DEWP_0_0,1.72,1.43,,,,2.43,4.74,1.33,,1.67,,1.68,2.34,,,1.86,1.8,
WSPM_0_1,1.09,1.08,0.28,,1.03,0.64,0.31,1.27,0.35,1.05,0.29,1.4,0.73,0.09,0.23,1.12,1.05,0.6
WSPM_0_2,1.18,1.17,0.49,0.55,1.2,0.18,,0.46,1.65,0.72,0.2,1.03,0.17,,,1.21,1.09,0.46
WSPM_0_0,1.25,1.24,,,1.21,0.64,0.52,1.17,0.45,1.75,0.32,1.91,1.22,,0.53,1.26,1.33,0.77
WSPM_0_3,1.27,1.27,,,1.29,,,0.17,0.42,0.67,2.03,0.82,,,,1.22,1.36,1.03
WSPM_1_0,1.28,1.28,,,1.24,0.65,,1.23,0.61,1.56,0.39,1.72,1.0,,,1.29,1.31,0.78
WSPM_1_1,1.36,1.36,,,1.21,1.12,0.95,1.35,,1.27,,1.22,2.26,,,1.36,1.51,0.52
WSPM_0_4,1.37,1.38,,,1.4,,,0.51,,,,0.78,,2.59,,1.35,1.31,
WSPM_1_2,1.57,1.46,,,1.6,,,1.3,,1.57,,1.41,,,3.56,1.69,1.66,
PM10_0,1.04,1.03,0.35,0.24,1.01,0.53,0.38,0.96,0.7,1.02,0.51,1.24,0.79,0.42,0.48,1.12,0.89,0.46
PM10_1,1.13,1.13,,,1.12,0.43,,1.02,0.78,0.96,0.67,1.21,0.62,0.4,,1.04,1.41,0.77
PM10_2,1.6,1.61,,,1.61,,,1.53,,1.47,1.22,1.76,,,,1.18,2.08,3.37
