,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.29,,,,,0.86,0.63,0.23,0.26,0.28,,0.97,0.4,0.19,0.15,,0.58,0.51,0.42,0.36,0.37,0.3,0.33,0.48,0.31,,0.83,0.57,0.43
TEMP_0_1,,2.52,,,,0.36,0.85,0.8,0.43,0.31,,1.19,,,,,0.49,0.48,0.71,0.42,0.52,0.37,0.32,,0.12,,0.75,0.7,0.37
TEMP_0_0,,,3.38,,,0.62,,0.69,1.09,0.72,,,2.31,,,,0.39,0.76,0.35,0.6,0.31,0.45,0.4,,0.25,,0.77,0.67,0.42
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.01,0.27,0.38,,,1.63,,,,,,0.94,0.49,,,,0.61,0.53,0.38,0.45,0.4,0.4,0.38,0.21,0.17,,0.92,0.54,0.25
PRES_1_3,0.89,0.78,,,,,2.19,,,,,1.01,0.33,,,,0.36,0.45,0.59,0.32,0.4,0.27,0.26,0.82,0.44,,0.71,0.58,0.71
PRES_1_1,0.46,1.04,0.74,,,,,3.66,,,,0.58,1.17,,,,0.66,0.39,0.37,0.54,0.65,0.31,0.33,,0.3,,0.9,0.52,0.25
PRES_1_0,0.55,0.57,1.19,,,,,,3.55,0.42,,0.77,0.81,,,,0.35,0.88,0.6,0.42,0.13,0.27,0.43,,0.28,,0.75,0.75,0.34
PRES_0_0,0.69,0.49,0.93,,,,,,0.49,4.2,,0.78,0.64,1.3,,,0.86,0.66,0.55,0.19,0.26,0.32,0.23,,,,0.38,1.09,0.75
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.92,0.72,,,,0.76,0.67,0.27,0.35,0.3,,1.19,,,,,0.61,0.5,0.54,0.39,0.33,0.34,0.33,0.27,0.19,,0.79,0.63,0.43
DEWP_0_1,0.6,,1.8,,,0.62,0.35,0.86,0.58,0.39,,,2.31,,,,0.29,0.67,0.28,0.46,0.58,0.33,0.33,0.41,0.49,,0.88,0.54,0.37
DEWP_0_0,1.29,,,,,,,,,3.44,,,,21.33,,,1.97,,,,,,,,,,,1.28,
DEWP_1_0,1.29,,,,,,,,,,,,,,22.68,,1.87,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.91,0.5,0.32,,,0.82,0.4,0.51,0.27,0.54,,1.0,0.3,0.46,0.29,,2.5,,,,,,0.06,,,,0.44,0.94,0.82
WSPM_0_1,0.81,0.48,0.62,,,0.71,0.5,0.3,0.66,0.42,,0.82,0.72,,,,,2.38,,,,0.05,0.23,,,,0.89,0.57,0.24
WSPM_0_2,0.74,0.81,0.33,,,0.58,0.75,0.33,0.53,0.38,,1.02,0.33,,,,,,3.01,,,,0.11,,,,0.53,1.0,0.52
WSPM_0_0,0.75,0.56,0.65,,,0.8,0.47,0.55,0.39,0.21,,0.86,0.64,,,,,,,2.32,0.2,0.39,1.35,,,,1.2,0.19,0.1
WSPM_1_2,0.79,0.71,0.35,,,0.73,0.6,0.71,0.14,0.25,,0.76,0.85,,,,,,,0.18,3.77,,,,,,1.25,0.14,
WSPM_1_1,0.76,0.59,0.6,,,0.86,0.46,0.39,0.35,0.33,,0.91,0.56,,,,,0.11,,0.42,,4.27,,,,,1.18,0.24,
WSPM_1_0,0.82,0.51,0.53,,,0.81,0.45,0.43,0.55,0.18,,0.9,0.57,,,,0.08,0.34,0.11,1.76,,,1.73,,,,1.1,0.31,0.14
WSPM_0_4,1.29,,,,,0.47,1.55,,,,,0.77,0.75,,,,,,,,,,,5.62,,,0.17,1.13,1.25
WSPM_1_3,1.0,0.24,0.42,,,0.48,0.98,0.48,0.4,,,0.64,1.05,,,,,,,,,,,,7.16,,1.12,0.13,0.39
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.87,0.5,0.42,,,0.83,0.52,0.47,0.37,0.17,,0.87,0.62,,,,0.28,0.59,0.3,0.6,0.63,0.5,0.46,0.06,0.38,,1.3,0.11,
PM10_1,0.79,0.62,0.49,,,0.64,0.57,0.36,0.51,0.59,,0.91,0.51,0.24,,,0.83,0.51,0.78,0.14,0.07,0.11,0.18,0.59,0.05,,0.15,1.77,0.17
PM10_2,0.87,0.48,0.45,,,0.42,1.01,0.25,0.32,0.63,,0.91,0.51,,,,1.08,0.29,0.61,0.11,,,0.09,0.95,0.17,,,0.25,3.24
