,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,0.89,,,1.04,0.65,0.54,0.53,,,0.98,0.95,0.59,,0.95,0.58,0.52,0.5,0.43,0.4,0.17,0.14,1.0,0.95,0.42
TEMP_0_0,1.12,1.0,,,1.17,0.7,0.66,0.59,,,1.05,1.05,0.65,,1.06,0.68,0.6,0.56,0.49,0.44,0.2,0.13,1.15,1.09,0.51
TEMP_1_1,,,1.0,,1.99,1.15,1.06,,,,1.76,1.79,,0.19,1.73,1.07,0.92,0.91,0.8,0.71,,,1.85,1.73,0.78
TEMP_0_2,,,,1.0,,,,,0.94,0.35,,,2.13,,3.54,2.23,1.9,1.88,1.59,1.4,,,3.92,3.56,1.51
PRES_0_0,0.96,0.85,0.5,,1.0,0.61,,0.51,,,0.92,0.92,0.57,,0.93,0.57,0.5,0.48,0.43,0.39,0.14,0.13,0.97,0.91,0.4
PRES_1_0,1.54,1.42,,,1.66,1.0,,,,,1.59,1.44,0.9,,1.47,0.92,0.83,0.79,0.65,0.59,0.31,,1.61,1.56,0.77
PRES_0_1,1.84,1.44,0.94,,,,1.0,,,,1.67,1.65,,0.18,1.63,1.03,0.88,0.85,0.76,0.67,0.31,,1.75,1.64,0.72
PRES_1_1,1.92,1.72,,,1.89,,,1.0,,,1.5,1.82,1.09,,1.72,1.14,1.0,0.96,0.8,0.76,0.43,,1.98,1.83,0.85
PRES_1_3,,,,1.09,,,,,1.0,,,,2.32,,3.87,2.43,2.19,2.05,1.77,1.62,,,4.23,3.91,1.64
PRES_1_2,,,,2.87,,,,,,1.0,,,5.96,,9.96,,,,3.71,,,,,9.62,
DEWP_1_0,1.03,0.92,0.57,,1.09,0.64,0.6,0.62,,,1.0,0.98,0.57,,1.0,0.61,0.52,0.48,0.46,0.4,,,1.04,0.99,0.42
DEWP_0_0,1.06,0.95,0.56,,1.09,0.69,0.6,0.55,,,1.02,1.0,,,0.98,0.63,0.57,0.56,0.45,0.44,0.21,0.13,1.08,1.01,0.5
DEWP_0_1,1.68,1.55,,0.48,1.77,1.1,,0.93,0.44,0.19,,,1.0,,1.68,1.03,0.92,0.89,0.75,0.68,0.31,,1.81,1.69,0.74
DEWP_1_1,,,4.8,,,,5.07,,,,,,,1.0,8.25,4.45,3.64,,4.34,,,,8.76,7.68,
WSPM_0_1,1.04,0.94,0.56,0.28,1.08,0.67,0.61,0.57,0.26,0.1,0.99,1.01,0.61,0.11,1.0,0.64,0.51,0.54,0.47,0.22,,,1.08,0.99,0.42
WSPM_0_0,1.67,1.46,0.93,0.44,1.77,1.07,0.96,0.84,0.41,,1.61,1.53,0.95,,1.56,1.0,0.95,0.79,0.73,0.78,0.37,,1.71,1.63,0.75
WSPM_1_1,1.97,1.71,1.06,0.51,2.01,1.17,1.11,1.01,0.43,,1.88,1.77,1.05,,1.84,1.06,1.0,1.12,0.71,0.77,,,1.9,1.84,0.83
WSPM_1_2,2.04,1.81,1.1,0.45,2.1,1.27,1.16,1.08,0.49,,2.16,1.95,1.11,,1.83,1.24,0.79,1.0,1.03,1.01,,,2.05,1.97,1.22
WSPM_1_0,2.29,2.01,1.27,0.63,2.4,1.58,1.31,1.17,0.56,,2.2,2.21,1.31,,2.16,1.41,1.42,1.13,1.0,1.0,,,2.37,2.21,1.04
WSPM_0_2,2.59,2.26,1.55,0.72,2.6,1.63,1.63,1.31,0.62,,2.44,2.28,1.47,,4.5,1.3,1.35,0.99,1.13,1.01,,,2.45,2.46,1.05
WSPM_1_3,6.44,4.95,,,7.38,3.18,3.27,2.35,,,,5.17,3.18,,,2.71,,,,,1.0,,5.65,6.31,
WSPM_0_3,7.56,7.39,,,7.77,,,,,,,7.84,,,,,,,,,,1.0,,8.43,3.05
PM10_0,0.99,0.89,0.53,0.26,1.03,0.64,0.56,0.52,0.24,,0.96,0.92,0.56,0.11,0.91,0.59,0.55,0.5,0.42,0.42,0.2,,1.0,0.94,0.57
PM10_1,1.04,0.91,0.57,0.28,1.06,0.64,0.61,0.54,0.25,0.11,0.98,0.99,0.58,0.11,1.0,0.62,0.5,0.53,0.46,0.39,0.14,0.13,1.1,1.0,0.4
PM10_2,2.33,2.01,1.25,0.62,2.54,1.48,1.34,1.15,0.66,,2.38,2.2,1.43,,2.29,1.21,1.15,0.9,0.94,0.91,,0.32,1.6,2.23,1.0
