,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.0,,,,,0.53,0.29,0.06,0.08,0.08,,0.81,0.18,0.01,0.01,,0.24,0.25,0.15,0.21,0.12,0.1,0.19,0.09,0.05,,0.7,0.4,0.16
TEMP_0_1,,1.0,,,,0.22,0.39,0.22,0.15,0.11,,1.0,,,,,0.21,0.23,0.25,0.24,0.16,0.12,0.2,,0.02,,0.66,0.52,0.17
TEMP_0_0,,,0.99,,,0.39,,0.19,0.35,0.22,,,0.99,,,,0.16,0.36,0.12,0.29,0.1,0.14,0.23,,0.04,,0.66,0.47,0.16
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,0.78,0.11,0.11,,,1.0,,,,0.01,,0.79,0.21,,,,0.25,0.25,0.14,0.25,0.13,0.13,0.21,0.04,0.03,,0.77,0.39,0.11
PRES_1_3,0.69,0.31,,,,,1.0,,,,,0.85,0.15,0.01,0.01,,0.15,0.21,0.21,0.18,0.12,0.09,0.17,0.15,0.07,,0.61,0.43,0.25
PRES_1_1,0.36,0.41,0.22,0.02,,,,0.99,,0.03,,0.48,0.5,,,,0.28,0.18,0.13,0.27,0.2,0.09,0.2,,0.05,,0.75,0.39,0.11
PRES_1_0,0.42,0.23,0.35,,,,,,0.97,0.26,,0.65,0.35,,,,0.15,0.43,0.21,0.23,0.05,0.1,0.24,,0.04,,0.66,0.52,0.14
PRES_0_0,0.53,0.19,0.27,,,0.06,,,0.36,0.92,,0.66,0.28,0.07,,,0.34,0.33,0.2,0.1,0.08,0.09,0.13,,,,0.4,0.72,0.29
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.71,0.29,,,,0.47,0.31,0.08,0.11,0.09,,1.0,,,,,0.25,0.24,0.19,0.22,0.11,0.11,0.2,0.05,0.03,,0.68,0.45,0.17
DEWP_0_1,0.46,,0.53,0.01,,0.38,0.16,0.24,0.18,0.12,,,0.99,,,,0.12,0.32,0.1,0.24,0.18,0.1,0.19,0.07,0.07,,0.73,0.38,0.14
DEWP_0_0,1.0,,,,,,,,,0.75,,,,0.94,,,0.78,,,,,,,,,,0.33,0.83,
DEWP_1_0,1.0,,,,,,,,,,,,,,0.68,,0.89,,,,,,,,,,,0.63,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.71,0.2,0.09,,,0.5,0.18,0.14,0.11,0.14,,0.84,0.13,0.02,0.01,,0.98,0.02,,0.03,,,0.05,,,,0.45,0.62,0.3
WSPM_0_1,0.63,0.19,0.18,,,0.44,0.23,0.08,0.2,0.13,,0.69,0.31,,,,0.02,0.95,0.02,0.1,0.04,0.06,0.22,,,,0.75,0.41,0.1
WSPM_0_2,0.58,0.32,0.1,,,0.36,0.35,0.09,0.15,0.1,,0.86,0.14,,,,,0.02,0.97,0.05,,0.03,0.11,,,,0.55,0.65,0.18
WSPM_0_0,0.58,0.22,0.19,,,0.5,0.22,0.15,0.13,0.07,,0.72,0.28,,,,0.02,0.1,0.04,0.82,0.13,0.18,0.63,,0.02,,0.93,0.19,0.04
WSPM_1_2,0.62,0.28,0.1,,,0.45,0.27,0.2,0.05,0.1,,0.64,0.36,,,,,0.1,,0.24,0.94,0.05,0.06,,,,0.94,0.2,
WSPM_1_1,0.59,0.24,0.18,,,0.53,0.21,0.11,0.11,0.09,,0.76,0.24,,,,,0.2,0.08,0.5,0.06,0.85,0.15,,,,0.94,0.28,0.05
WSPM_1_0,0.64,0.2,0.16,,,0.5,0.21,0.12,0.16,0.07,,0.76,0.25,,,,0.05,0.26,0.06,0.7,0.05,0.12,0.6,,,,0.86,0.27,0.09
WSPM_0_4,1.0,,,,,0.29,0.71,,,,,0.65,0.33,0.03,,,,,,,,,,0.99,,,0.2,0.66,0.45
WSPM_1_3,0.78,0.09,0.12,,,0.29,0.45,0.13,0.11,,,0.53,0.45,,,,,,,0.06,,,,,0.97,,0.85,0.21,0.21
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.67,0.2,0.13,,,0.51,0.24,0.13,0.11,0.06,,0.73,0.27,,,,0.12,0.3,0.11,0.32,0.2,0.15,0.26,0.01,0.06,,0.97,0.21,0.03
PM10_1,0.61,0.24,0.14,,,0.4,0.26,0.1,0.17,0.16,,0.77,0.22,0.01,0.01,,0.34,0.23,0.27,0.09,0.02,0.04,0.13,0.11,0.01,,0.37,0.9,0.15
PM10_2,0.68,0.19,0.13,,,0.26,0.47,0.07,0.12,0.18,,0.76,0.23,,0.02,,0.44,0.12,0.21,0.06,,0.03,0.07,0.17,0.02,,0.06,0.42,0.89
