,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,4.6,3.14,,,3.26,7.44,1.98,4.19,,,3.61,3.36,1.82,,3.75,18.16,19.46,15.11,56.91,11.67,47.56,76.96,3.04,4.23,27.74
TEMP_0_0,2.05,7.14,,,2.08,10.75,0.53,18.2,,,1.35,3.57,12.44,,3.22,18.19,17.7,12.17,60.03,26.08,177.35,374.97,3.17,3.73,30.04
TEMP_1_1,,,50.16,,0.34,0.3,37.14,,,,4.88,1.45,,1117.58,3.9,17.47,20.17,18.69,57.79,9.78,,,3.5,4.51,20.48
TEMP_0_2,,,,926.01,,,,,1150.06,7069.77,,,44.66,,3.34,18.9,12.69,6.94,71.01,28.74,,,3.21,3.94,23.92
PRES_0_0,4.03,4.02,1.09,,3.97,4.31,,1.3,,,3.38,3.43,3.2,,3.72,17.33,18.18,14.3,57.51,15.67,37.71,294.98,2.9,4.29,32.2
PRES_1_0,2.65,5.93,,,1.55,27.54,,,,,1.83,3.82,8.22,,3.4,18.42,16.85,12.81,60.43,20.41,176.27,,3.31,3.71,28.64
PRES_0_1,0.85,0.45,41.37,,,,40.31,,,,4.96,1.26,,1001.63,4.14,16.75,19.13,15.41,58.37,8.77,119.52,,3.56,4.43,18.46
PRES_1_1,1.9,7.2,,,0.33,,,62.42,,,0.28,3.45,18.28,,2.54,21.96,24.33,16.7,57.05,26.05,128.47,,3.42,3.38,19.5
PRES_1_3,,,,928.63,,,,,1313.49,,,,44.78,,2.9,20.91,15.09,8.25,77.28,34.18,,,3.46,3.72,24.54
PRES_1_2,,,,906.57,,,,,,58423.82,,,43.72,,5.62,,,,48.44,,,,,4.93,
DEWP_1_0,3.2,2.36,13.65,,2.54,4.68,12.52,0.99,,,5.24,1.56,0.22,,4.26,16.48,16.86,11.32,60.43,10.66,,,2.97,4.51,27.26
DEWP_0_0,3.25,5.41,2.05,,2.49,10.12,1.61,11.17,,,1.38,5.77,,,3.1,19.96,21.73,17.39,55.65,14.37,153.61,419.11,3.43,3.72,25.8
DEWP_0_1,1.02,5.63,,217.53,1.28,8.22,,23.83,252.56,2054.85,,,44.87,,2.73,17.78,15.51,14.84,60.64,44.91,150.58,,2.94,3.81,33.58
DEWP_1_1,,,50.33,,,,40.43,,,,,,,25277.56,5.25,15.17,21.84,,82.92,,,,4.14,3.94,
WSPM_0_1,2.96,3.98,7.36,35.81,2.37,7.51,7.2,6.21,37.0,556.42,3.29,2.81,5.39,210.34,5.54,12.22,13.46,7.95,57.93,0.95,,,2.96,4.35,26.54
WSPM_0_0,2.87,3.95,6.81,28.63,2.28,7.25,5.53,9.93,39.58,,2.68,3.13,5.99,,1.89,32.24,23.55,10.06,93.97,7.82,54.67,,3.61,3.68,20.43
WSPM_1_1,3.13,4.06,7.62,28.56,2.23,6.29,6.34,11.18,32.08,,2.68,3.49,5.67,,3.11,23.95,53.76,5.82,49.3,5.39,,,3.33,4.09,22.96
WSPM_1_2,2.98,3.67,9.09,16.39,2.37,6.56,6.71,10.33,23.18,,2.74,3.68,6.81,,2.11,17.04,4.2,69.05,28.16,6.22,,,3.62,3.85,31.64
WSPM_1_0,2.85,3.93,6.67,37.94,2.2,8.59,5.73,8.27,46.73,,2.7,3.06,7.08,,3.01,27.08,18.08,4.87,88.71,7.6,,,3.38,3.83,22.95
WSPM_0_2,2.15,5.25,4.36,57.27,2.31,8.55,3.5,12.79,70.62,,1.87,2.08,18.63,,0.57,4.6,5.28,2.34,26.4,187.67,,,1.97,4.02,54.65
WSPM_1_3,1.63,5.94,,,1.8,9.5,8.4,9.69,,,,4.18,11.76,,,5.83,,,,,4466.53,,4.31,4.01,
WSPM_0_3,2.31,7.5,,,3.21,,,,,,,5.91,,,,,,,,,,21993.86,,4.42,66.62
PM10_0,2.69,4.29,7.32,31.85,2.04,8.27,6.64,10.26,42.23,,2.54,3.4,6.66,219.84,3.14,21.11,21.23,17.55,62.45,11.82,143.19,,4.24,2.97,12.7
PM10_1,3.03,3.75,7.46,36.84,2.45,6.36,6.6,7.36,35.91,657.72,3.07,2.83,6.13,116.84,4.0,16.23,17.28,11.92,57.25,16.65,40.6,244.87,2.47,5.31,25.04
PM10_2,3.16,4.54,4.25,18.45,3.16,7.88,3.73,4.9,26.1,,3.32,2.46,11.03,,3.76,10.71,12.34,6.66,44.41,48.92,,796.93,0.63,4.09,119.45
