,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.01,23.38,294.11,1.07,6.9,107.33,2.39,4.39,11.91,6.8,19.24,21.55,11.86,41.42,1.59,4.03,102.98
PRES_0_1,0.99,1.01,,,1.06,6.92,105.07,2.38,4.29,11.91,6.83,19.19,21.59,11.91,39.28,1.59,4.03,103.4
PRES_0_0,0.37,,70.45,,0.41,,,0.84,2.8,2.56,,6.51,,,30.22,0.6,0.94,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.98,0.99,22.79,300.74,1.09,1.91,,2.3,4.43,11.63,6.95,18.83,19.88,12.13,41.57,1.56,3.95,102.09
DEWP_1_0,0.53,0.54,,,,12.23,88.77,1.48,1.33,6.43,,10.24,16.98,,,0.82,2.05,35.13
DEWP_0_0,0.24,0.19,,,,4.85,193.46,0.52,,3.06,,4.91,8.27,,,0.39,1.14,68.24
WSPM_0_1,0.81,0.82,18.44,,0.84,6.7,75.06,2.31,2.53,10.13,3.17,17.21,18.96,2.54,23.13,1.3,3.23,79.89
WSPM_0_2,0.65,0.66,22.07,530.92,0.73,1.26,,1.0,5.41,6.22,2.23,10.85,6.37,,19.22,1.05,2.42,41.78
WSPM_0_0,0.57,0.58,,,0.61,4.7,110.31,1.51,1.27,8.53,1.99,12.27,14.41,,31.71,0.91,2.41,72.16
WSPM_0_3,0.55,0.56,,,0.62,,,0.45,1.63,4.18,10.79,6.84,,,,0.85,2.32,76.93
WSPM_1_0,0.54,0.54,,,0.57,3.98,60.24,1.35,1.64,7.4,2.2,10.99,12.3,,21.33,0.85,2.25,71.79
WSPM_1_1,0.47,0.48,,,0.46,5.46,113.33,1.23,1.57,6.31,,9.24,19.5,,15.79,0.74,2.11,67.42
WSPM_0_4,0.45,0.46,,,0.5,,,0.67,,,,4.93,,24.01,,0.69,1.81,
WSPM_1_2,0.35,0.33,,,0.39,,,0.76,1.21,3.88,,5.67,10.27,,72.28,0.58,1.69,
PM10_0,0.91,0.91,25.26,324.75,0.96,6.57,115.13,2.19,4.01,11.15,5.79,17.79,21.1,10.76,45.71,1.48,3.38,79.17
PM10_1,0.73,0.75,,,0.8,3.95,42.83,1.68,3.24,7.95,5.54,13.33,13.32,7.82,7.74,1.13,3.39,92.26
PM10_2,0.3,0.31,,,0.34,,,0.72,1.07,2.84,2.76,5.53,,,,0.46,1.44,94.13
