,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.53,,0.99,0.69,0.44,0.88,0.77,0.72,0.7,0.69,0.63,0.62,0.52,0.94,0.83,0.49
PRES_0_1,1.0,1.0,,,0.99,0.69,0.44,0.88,0.78,0.72,0.7,0.69,0.64,0.62,0.53,0.94,0.83,0.49
PRES_0_0,1.89,,1.0,,1.87,,,1.66,1.48,,,,,,0.99,1.78,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.01,1.01,0.53,,1.0,,,0.89,0.79,0.73,0.71,0.7,0.64,0.63,0.53,0.95,0.84,0.5
DEWP_1_0,1.46,1.45,,,,1.0,,1.28,1.16,1.05,,1.0,0.92,,,1.37,1.22,
DEWP_0_0,2.28,2.25,,,,,1.0,,,,,,1.37,,,2.13,,
WSPM_0_1,1.14,1.13,0.6,,1.12,0.78,,1.0,,,,0.82,0.58,,,1.07,0.93,0.62
WSPM_0_2,1.29,1.29,0.67,,1.27,0.86,,,1.0,,,0.91,,,,1.22,1.05,
WSPM_0_0,1.39,1.39,,,1.37,0.95,,,,1.0,,0.93,1.08,,,1.31,1.15,
WSPM_0_3,1.43,1.43,,,1.41,,,,,,1.0,0.94,,,,1.35,1.18,0.74
WSPM_1_0,1.45,1.45,,,1.43,1.0,,1.22,1.09,1.07,1.06,1.0,,,,1.33,1.32,
WSPM_1_1,1.58,1.57,,,1.55,1.08,0.73,1.71,,0.93,,,1.0,,,1.47,1.38,
WSPM_0_4,1.61,1.61,,,1.59,,,,,,,,,1.0,,1.51,1.35,
WSPM_1_2,1.91,1.9,1.01,,1.9,,,,,,,,,,1.0,1.78,,
PM10_0,1.06,1.06,0.56,,1.05,0.73,0.47,0.93,0.82,0.76,0.74,0.75,0.68,0.66,0.56,1.0,0.88,
PM10_1,1.2,1.2,,,1.19,0.82,,1.07,0.95,0.87,0.85,0.76,0.72,0.74,,1.14,1.0,0.58
PM10_2,2.03,2.03,,,2.01,,,1.62,,,1.35,,,,,,1.72,1.0
