,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.39,0.39,0.98,0.59,0.54,1.05,0.84,1.39,0.66,1.71,1.11,0.53,0.63,1.08,1.2,1.02
PRES_0_1,1.0,1.0,,,0.98,0.6,0.53,1.05,0.82,1.39,0.67,1.71,1.12,0.54,0.6,1.08,1.21,1.03
PRES_0_0,1.44,,4.56,,1.48,,,1.44,2.1,1.17,,2.27,,,1.8,1.61,1.1,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.01,1.0,0.39,0.42,1.03,0.17,,1.04,0.87,1.4,0.7,1.72,1.06,0.56,0.65,1.09,1.22,1.05
DEWP_1_0,1.19,1.2,,,,2.39,1.02,1.47,0.58,1.7,,2.06,1.98,,,1.26,1.39,0.79
DEWP_0_0,1.37,1.11,,,,2.43,5.7,1.32,,2.08,,2.54,2.49,,,1.53,1.98,3.95
WSPM_0_1,1.06,1.06,0.4,,1.02,0.76,0.5,1.33,0.63,1.55,0.41,2.01,1.29,0.15,0.46,1.17,1.27,1.05
WSPM_0_2,1.14,1.13,0.63,1.24,1.16,0.19,,0.76,1.79,1.26,0.38,1.68,0.57,,0.51,1.23,1.26,0.72
WSPM_0_0,1.18,1.18,,,1.15,0.83,1.14,1.35,0.5,2.03,0.4,2.23,1.52,,0.98,1.27,1.48,1.47
WSPM_0_3,1.2,1.2,,,1.23,,,0.42,0.67,1.06,2.29,1.32,,,,1.26,1.51,1.66
WSPM_1_0,1.2,1.2,,,1.17,0.77,0.68,1.33,0.7,1.93,0.48,2.19,1.42,,0.72,1.3,1.5,1.6
WSPM_1_1,1.26,1.26,,,1.13,1.26,1.54,1.44,0.81,1.98,,2.21,2.7,,0.64,1.35,1.69,1.8
WSPM_0_4,1.27,1.28,,,1.3,,,0.82,,,,1.23,,3.03,,1.31,1.52,
WSPM_1_2,1.42,1.32,,,1.45,,,1.35,0.93,1.83,,2.04,2.14,,4.42,1.58,2.04,
PM10_0,1.03,1.02,0.47,0.5,1.0,0.64,0.66,1.09,0.87,1.48,0.64,1.8,1.24,0.55,0.79,1.15,1.15,0.9
PM10_1,1.09,1.1,,,1.09,0.51,0.32,1.1,0.92,1.38,0.81,1.77,1.03,0.53,0.18,1.14,1.52,1.37
PM10_2,1.41,1.42,,,1.43,,,1.46,0.95,1.54,1.25,2.29,,,,1.45,2.0,4.35
