,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.59,0.26,0.99,0.7,0.3,0.73,0.69,0.36,0.67,0.26,0.34,0.63,0.39,0.81,0.56,0.21
PRES_0_1,1.01,1.0,,,0.99,0.7,0.31,0.73,0.7,0.36,0.66,0.26,0.34,0.63,0.39,0.82,0.56,0.21
PRES_0_0,5.42,,0.39,,5.12,,,3.51,2.36,2.83,,1.31,,,1.03,4.23,4.0,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.03,1.03,0.57,0.26,0.98,3.34,,0.77,0.68,0.38,0.66,0.27,0.39,0.62,0.38,0.84,0.58,0.22
DEWP_1_0,2.56,2.53,,,,0.53,0.21,1.54,6.89,0.86,,0.65,0.53,,,2.08,1.56,0.62
DEWP_0_0,8.64,7.96,,,,2.24,0.31,4.38,,2.25,,1.86,1.78,,,6.74,4.77,0.46
WSPM_0_1,1.37,1.37,0.98,,1.38,0.81,0.33,0.82,1.74,0.46,3.25,0.33,0.45,1.53,0.63,1.11,0.75,0.28
WSPM_0_2,1.89,1.92,0.58,0.3,1.8,2.28,,2.17,0.66,0.97,1.99,0.63,0.8,,1.4,1.51,1.01,0.39
WSPM_0_0,2.28,2.27,,,2.26,1.64,0.62,1.67,1.81,0.63,2.58,0.49,0.7,,0.86,1.83,1.41,0.48
WSPM_0_3,2.45,2.42,,,2.31,,,3.34,4.22,1.59,0.55,0.98,,,,2.1,1.27,0.41
WSPM_1_0,2.54,2.52,,,2.5,1.79,,1.78,2.17,0.81,2.47,0.62,1.03,,1.06,2.03,1.52,0.57
WSPM_1_1,3.13,3.1,,,3.31,1.39,0.52,2.07,5.03,0.91,,0.74,0.51,,1.0,2.52,1.94,0.71
WSPM_0_4,3.3,3.27,,,3.12,,,11.3,,,,2.47,,0.45,,2.77,1.94,
WSPM_1_2,5.42,5.23,,,5.13,,,5.55,,1.64,,1.83,1.28,,0.39,4.23,9.97,
PM10_0,1.16,1.16,0.57,0.25,1.15,0.79,0.33,0.83,0.81,0.43,0.87,0.31,0.41,0.72,0.41,0.91,0.71,0.37
PM10_1,1.59,1.57,,,1.55,1.37,0.46,1.17,1.09,0.53,0.87,0.4,0.49,1.21,,1.36,0.75,0.23
PM10_2,5.89,5.83,,,5.64,,,4.59,,1.7,2.12,1.52,,,,5.55,2.89,0.37
