,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,7.86,1.79,,,,,6.04,2.89,9.27,4.85,,,,3.73,5.61,3.41,0.9,1.04,,5.22,4.33,4.72,11.57,30.08,68.14,44.06,28.87,58.67,,1.96,4.55,18.09
TEMP_0_0,1.71,8.28,,,,,2.39,7.34,5.05,7.91,,,,2.14,10.34,0.15,12.3,20.25,,5.02,5.07,6.68,3.36,29.8,50.72,36.4,51.51,87.77,,2.07,4.16,17.36
TEMP_1_1,,,30.63,,,,6.51,,5.49,,90.5,,,1.19,0.4,25.8,,,,4.04,8.83,3.03,4.66,37.08,91.6,28.62,9.78,,,2.7,3.59,1.06
TEMP_0_2,,,,192.24,,,0.4,,,25.53,,195.79,,1.81,7.32,,,52.47,,1.62,3.33,3.2,29.33,34.31,53.83,29.82,43.37,,,2.0,3.32,24.99
TEMP_0_1,,,,,313.42,,0.85,2.59,1.22,37.99,,65.67,,0.16,,,95.79,,,1.52,0.92,18.05,,39.2,54.29,39.22,29.86,488.93,,1.8,4.32,38.71
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,4.51,1.81,9.44,1.26,2.31,,12.26,0.34,4.17,,,,,3.2,2.67,9.21,1.89,2.1,,4.74,5.54,5.29,10.16,26.9,69.25,22.75,24.27,43.87,,1.85,4.85,19.25
PRES_1_1,2.88,6.48,,,12.09,,0.44,12.64,0.15,,,,,2.04,7.95,,16.88,23.81,,4.69,5.21,7.25,3.51,29.65,60.42,44.24,47.45,94.12,,2.09,4.01,18.7
PRES_1_0,4.95,3.56,5.24,,,,2.88,0.09,24.04,,,,,3.22,6.91,5.99,3.0,,,3.76,4.86,5.52,11.56,32.65,59.53,35.96,34.49,58.69,,2.39,3.96,8.21
PRES_1_2,2.34,3.48,,41.48,80.7,,,,,69.03,,,,1.99,12.59,,24.06,,,4.49,2.91,5.28,9.22,49.9,68.85,56.2,43.35,161.01,,2.14,4.18,15.47
PRES_0_1,,,30.39,,,,,,,,255.03,,,,,33.92,,,,6.74,8.81,,,40.59,91.45,37.51,,,,2.64,3.68,
PRES_1_3,,,,152.3,65.78,,,,,,,318.57,,0.63,4.18,,20.61,67.63,,1.98,4.29,8.37,15.93,20.23,41.63,40.64,35.84,146.83,,2.11,2.34,39.29
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,5.2,3.17,3.03,10.26,0.97,,5.7,3.07,8.02,6.63,,4.02,,4.93,2.29,,,,,5.47,3.62,6.73,13.62,18.41,48.67,14.69,6.63,,,1.69,5.03,23.28
DEWP_0_0,3.42,5.9,0.26,17.38,,,1.9,4.97,5.77,17.7,,12.7,,0.89,26.65,,,,,2.52,7.31,3.35,2.51,57.33,93.03,82.56,85.02,123.18,,2.75,2.58,3.15
DEWP_1_1,1.6,0.09,24.52,,,,6.08,,6.09,,95.61,,,,,34.2,,,,4.27,9.95,1.41,4.92,33.77,91.46,24.84,10.34,,,2.47,4.49,1.97
DEWP_0_2,0.45,3.84,,,171.13,,1.5,6.24,2.96,20.24,,36.76,,,,,98.37,,,4.3,1.37,13.37,,37.61,55.21,49.39,40.59,273.66,,2.04,3.68,33.15
DEWP_0_1,0.56,5.62,,65.97,,,0.87,7.86,,,,109.6,,,,,,122.37,,4.22,3.09,5.41,8.18,37.01,43.44,64.62,102.09,292.28,,2.4,2.92,19.14
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,3.88,4.0,4.95,4.54,5.94,,4.24,4.01,5.69,8.29,23.89,7.09,,2.85,4.07,5.49,9.44,10.07,,16.61,0.72,,,5.2,39.93,7.08,,,,2.07,4.81,11.82
WSPM_0_1,2.68,3.34,9.86,9.32,3.23,,4.32,3.59,5.09,4.6,29.93,15.48,,1.79,8.05,11.67,2.6,6.24,,0.32,17.38,,,22.78,84.58,26.2,14.02,,,2.65,3.28,3.19
WSPM_0_3,2.74,3.97,3.07,7.68,55.33,,3.86,4.72,5.92,7.73,,25.93,,2.73,3.66,1.44,23.36,10.48,,,0.22,29.2,,5.44,21.11,9.69,,,,1.29,5.25,40.56
WSPM_0_4,4.55,1.82,3.14,50.68,,,5.22,1.51,8.74,10.02,,34.38,,3.8,2.41,3.5,,11.51,,,,,62.73,3.35,13.7,,,,,1.25,6.09,34.34
WSPM_0_0,3.09,3.17,7.0,15.71,21.85,,3.59,2.94,6.04,14.3,25.12,11.11,,1.48,10.2,6.5,11.64,11.5,,1.15,3.29,1.08,,179.78,244.26,85.61,48.58,,,2.84,2.21,4.44
WSPM_1_0,3.8,2.64,8.14,12.41,14.69,,4.12,3.14,7.12,9.38,22.97,10.66,,1.9,9.19,8.4,7.67,6.27,,1.85,7.24,1.91,2.25,117.86,192.27,34.54,21.76,,,2.6,2.84,5.96
WSPM_1_1,3.56,3.98,4.0,9.7,20.87,,3.13,4.42,5.18,12.85,15.08,17.82,,1.45,11.63,4.28,14.12,19.2,,2.52,3.62,2.36,,92.57,56.88,456.36,,,,3.0,2.25,
WSPM_1_2,3.17,4.46,1.68,18.09,16.21,,3.77,4.66,5.69,10.28,,20.36,,0.98,12.87,1.87,11.65,33.83,,,1.87,,,45.23,23.94,,650.77,,,3.0,1.83,
WSPM_1_3,1.94,3.74,,,113.5,,3.02,4.28,4.11,16.46,,39.33,,,8.36,,35.56,41.23,,,,,,28.23,,,,4950.31,,3.03,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,3.02,3.39,7.01,14.18,14.1,,3.45,3.65,6.53,8.53,20.04,19.11,,1.89,8.15,6.55,9.54,13.3,,4.25,6.52,3.15,3.97,48.16,89.83,59.0,58.26,128.82,,3.08,1.92,1.91
PM10_1,3.8,3.54,4.54,11.35,17.17,,5.0,3.6,5.66,8.67,14.79,7.97,,2.94,4.15,6.41,7.57,6.98,,5.33,3.92,7.56,12.45,13.15,36.62,11.91,3.53,,,1.1,8.0,14.94
PM10_2,3.71,3.6,,22.45,44.03,,5.49,3.96,4.06,6.73,,48.48,,3.25,1.11,,22.09,13.19,,2.85,0.4,15.07,18.58,,9.75,,,,,0.06,3.81,115.4
