,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,2.89,,,,,8.4,34.15,359.6,574.67,2557.96,,1.66,38.1,6634179.63,78572101.12,,79.16,87.99,206.51,1047.57,1036.98,3985.72,6298.54,5288.79,18688.6,,3.89,39.19,727.41
TEMP_0_1,,47.49,,,,1.77,13.23,211.04,251.53,993.22,,0.6,,,,,24.05,28.43,87.21,368.47,400.71,1466.39,2171.12,,4894.62,,1.26,14.16,276.76
TEMP_0_0,,,159.9,244180507.94,187530630099.36002,1.46,,111.8,224.05,831.35,187530630099.36002,,17.4,,,187530630099.36002,12.36,20.99,35.25,233.44,186.52,1006.43,1419.47,,3534.42,187530630099.36002,0.76,7.97,140.17
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.72,33.28,184.4,,,7.72,,,193.47,972.71,,1.1,27.71,,,,54.97,60.76,135.58,764.55,747.8,3103.88,4548.99,2287.98,9682.39,,2.74,25.69,420.63
PRES_1_3,0.99,33.09,,,,,26.2,,,261.42,,0.7,14.38,2549725.57,32733580.54,,25.69,33.1,97.63,422.57,439.01,1665.53,2562.48,2891.98,9374.25,,1.5,16.82,365.26
PRES_1_1,0.29,16.2,65.4,413516365.62,,,1.5,225.86,94.02,475.79,,0.22,10.78,,23283615.4,,15.19,13.05,36.03,190.98,224.82,598.45,1030.05,,3695.8,,0.69,6.86,128.36
PRES_1_0,0.3,11.04,77.21,,99778432531.29001,0.34,,38.36,280.17,862.61,99778432531.29001,0.24,8.39,,,99778432531.29001,9.84,19.74,38.09,184.89,147.28,723.27,1173.98,,3292.23,99778432531.29001,0.63,6.88,116.61
PRES_0_0,0.22,6.78,45.33,,,0.54,1.05,33.29,141.98,768.51,,0.16,4.83,1426330.69,10773976.02,,9.41,9.88,24.22,83.85,72.13,370.01,564.61,,,,0.35,5.09,101.73
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,2.78,88.74,,,,9.03,40.66,440.52,745.82,3115.81,,2.08,6.2,3542048.02,47535727.96,,91.53,99.64,264.62,1215.93,1144.22,4852.3,7372.95,4640.76,17729.93,,4.41,46.83,890.59
DEWP_0_1,0.73,5.57,223.59,608901923.16,257432085031.47003,2.7,9.31,246.93,310.95,1225.32,257432085031.47003,0.09,33.11,,27305573.47,257432085031.47003,21.52,37.35,63.61,428.72,473.73,1615.71,2482.97,1724.22,9006.32,257432085031.47003,1.48,13.94,243.44
DEWP_0_0,0.02,,,,,,,,13.0,55.47,,,,425384.07,3482968.84,,1.12,,,,,,,,,,0.02,0.41,
