,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,0.37,1.0,0.93,0.34,0.66,0.72,0.23,0.81,0.13,0.25,0.88,0.44,0.73,0.43,0.14
PRES_0_1,0.94,0.92,,,0.93,0.86,0.34,0.61,0.69,0.21,0.75,0.12,0.23,0.81,0.42,0.68,0.4,0.13
PRES_0_0,,,,,,,,,,,,,,,,,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.7,0.7,0.64,0.24,0.64,12.7,,0.48,0.47,0.16,0.52,0.09,0.21,0.56,0.28,0.51,0.3,0.1
DEWP_1_0,,,,,,,,,,,,,,,,,,
DEWP_0_0,,,,,,,,,,,,,,,,,,
WSPM_0_1,0.03,0.03,0.05,,0.03,0.02,0.01,0.01,0.08,0.01,0.24,,0.01,0.14,0.02,0.02,0.01,
WSPM_0_2,,,,,,,,,,,,,,,,,,
WSPM_0_0,,,,,,,,,,,,,,,,,,
WSPM_0_3,,,,,,,,,,,,,,,,,,
WSPM_1_0,,,,,,,,,,,,,,,,,,
WSPM_1_1,,,,,,,,,,,,,,,,,,
WSPM_0_4,,,,,,,,,,,,,,,,,,
WSPM_1_2,,,,,,,,,,,,,,,,,,
PM10_0,0.21,0.21,0.14,0.05,0.21,0.18,0.06,0.13,0.15,0.05,0.2,0.03,0.05,0.18,0.07,0.14,0.11,0.06
PM10_1,0.01,0.01,,,0.01,0.01,,,0.01,,,,,0.01,,0.01,,
PM10_2,,,,,,,,,,,,,,,,,,
