,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.39,0.3,0.98,0.58,0.44,0.97,0.75,1.05,0.62,1.31,0.82,0.51,0.49,1.04,1.05,0.72
PRES_0_1,1.0,1.0,,,0.98,0.59,0.42,0.97,0.74,1.06,0.63,1.32,0.82,0.51,0.48,1.04,1.06,0.73
PRES_0_0,1.4,,4.43,,1.43,,,1.29,1.74,0.84,,1.68,,,1.33,1.56,0.88,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.01,1.0,0.39,0.32,1.03,0.1,,0.95,0.78,1.06,0.65,1.32,0.77,0.53,0.5,1.05,1.07,0.74
DEWP_1_0,1.19,1.2,,,,2.38,0.76,1.42,0.42,1.31,,1.58,1.49,,,1.23,1.14,0.78
DEWP_0_0,1.56,1.31,,,,2.65,6.51,1.26,,1.72,,1.61,2.57,,,1.74,1.72,
WSPM_0_1,1.06,1.06,0.37,,1.02,0.75,0.41,1.33,0.34,1.09,,1.51,0.78,,0.28,1.12,1.09,0.81
WSPM_0_2,1.14,1.12,0.65,0.82,1.16,0.21,,0.4,1.79,0.73,0.19,1.09,0.18,,,1.18,1.12,0.6
WSPM_0_0,1.18,1.18,,,1.15,0.73,0.7,1.12,0.49,1.95,0.36,2.17,1.42,,0.64,1.22,1.34,0.91
WSPM_0_3,1.2,1.2,,,1.23,,,,0.41,0.68,2.29,0.85,,,,1.17,1.38,1.32
WSPM_1_0,1.2,1.2,,,1.18,0.71,,1.19,0.65,1.71,0.43,1.9,1.13,,,1.24,1.31,0.88
WSPM_1_1,1.26,1.26,,,1.13,1.26,1.32,1.32,,1.39,,1.26,2.63,,,1.27,1.45,
WSPM_0_4,1.27,1.28,,,1.3,,,,,,,0.8,,3.03,,1.28,1.28,
WSPM_1_2,1.41,1.32,,,1.44,,,1.18,,1.63,,1.35,,,4.39,1.54,1.4,
PM10_0,1.03,1.02,0.47,0.38,1.01,0.63,0.54,1.0,0.77,1.13,0.59,1.4,0.93,0.52,0.62,1.14,0.92,0.58
PM10_1,1.09,1.1,,,1.09,0.5,,1.04,0.85,1.03,0.77,1.32,0.7,0.49,,1.0,1.49,0.99
PM10_2,1.43,1.43,,,1.44,,,1.43,,1.54,1.31,1.9,,,,0.97,2.03,4.23
