,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.64,0.6,,,,,1.0,0.44,0.95,0.2,,,,1.18,0.49,0.25,0.03,0.03,,0.69,0.61,0.41,0.54,0.71,1.24,0.47,0.22,0.11,,0.91,1.09,0.65
TEMP_0_0,0.64,1.67,,,,,0.43,1.12,0.48,0.33,,,,0.68,1.01,0.01,0.39,0.55,,0.64,0.66,0.54,0.15,0.83,1.14,0.57,0.53,0.16,,0.98,1.01,0.55
TEMP_1_1,,,2.34,,,,1.03,,0.57,,1.43,,,0.35,0.05,1.82,,,,0.54,1.11,0.25,0.22,0.91,1.81,0.38,0.09,,,1.24,0.9,0.05
TEMP_0_2,,,,3.72,,,0.08,,,1.09,,2.59,,0.58,0.66,,,1.42,,0.23,0.42,0.27,1.33,0.77,1.02,0.42,0.4,,,0.9,0.82,0.78
TEMP_0_1,,,,,4.19,,0.17,0.4,0.17,1.58,,0.87,,0.06,,,3.06,,,0.2,0.13,1.52,,0.88,1.04,0.5,0.27,0.89,,0.87,1.07,1.35
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,0.98,0.48,0.73,0.02,0.03,0.9199999999999999,1.84,0.1,0.58,0.02,,,0.9199999999999999,0.97,0.29,0.66,0.06,0.06,0.9199999999999999,0.61,0.74,0.44,0.46,0.65,1.32,0.29,0.23,0.07,0.9199999999999999,0.91,1.14,0.62
PRES_1_1,0.74,1.38,,,0.16,,0.13,1.88,0.04,,,,,0.66,0.71,,0.54,0.65,,0.62,0.69,0.6,0.17,0.8,1.23,0.57,0.44,0.17,,0.95,1.0,0.64
PRES_1_0,1.17,0.81,0.42,,,,0.68,0.03,2.18,,,,,1.02,0.69,0.43,0.1,,,0.49,0.65,0.45,0.53,0.85,1.23,0.47,0.31,0.12,,1.11,1.0,0.29
PRES_1_2,0.66,0.81,,0.8,1.08,,0.05,,,2.88,,,,0.67,1.13,,0.77,,,0.59,0.4,0.44,0.41,1.15,1.33,0.73,0.42,0.31,,0.98,1.0,0.58
PRES_0_1,,,2.3,,,,,,,,3.92,,,,,2.37,,,,0.9,1.08,,,0.92,1.8,0.51,,,,1.2,0.84,
PRES_1_3,,,,2.95,0.88,,,,,,,4.21,,0.22,0.39,,0.66,1.83,,0.28,0.54,0.71,0.74,0.5,0.82,0.56,0.32,0.24,,0.96,0.67,1.19
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,1.22,0.76,0.24,0.2,0.01,0.57,0.94,0.48,0.81,0.28,,0.05,0.57,1.48,0.33,,,,0.57,0.7,0.47,0.56,0.62,0.48,1.02,0.23,0.07,,0.57,0.82,1.17,0.76
DEWP_0_0,0.86,1.35,0.02,0.34,,,0.38,0.74,0.54,0.74,,0.17,,0.45,2.22,,,,,0.35,1.02,0.29,0.12,1.35,1.69,1.01,0.79,0.23,,1.21,0.7,0.17
DEWP_1_1,0.33,0.02,1.88,,,,0.96,,0.65,,1.51,,,,,2.4,,,,0.57,1.24,0.12,0.23,0.88,1.81,0.34,0.09,,,1.16,1.07,0.1
DEWP_0_2,0.14,0.79,,,2.29,,0.28,0.96,0.32,0.84,,0.49,,,,,3.14,,,0.56,0.19,1.1,,0.89,1.07,0.63,0.36,0.5,,0.95,0.97,1.09
DEWP_0_1,0.19,1.13,,1.28,,,0.17,1.19,,,,1.45,,,,,,3.32,,0.57,0.44,0.46,0.36,0.97,0.92,0.79,0.95,0.54,,1.09,0.77,0.63
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,0.95,0.89,0.38,0.09,0.08,,0.69,0.62,0.6,0.35,0.37,0.09,,0.87,0.42,0.39,0.3,0.27,,1.99,0.23,0.01,,0.21,0.93,0.13,,,,0.98,1.14,0.4
WSPM_0_1,0.68,0.69,0.76,0.18,0.04,,0.7,0.54,0.51,0.19,0.47,0.2,,0.57,0.77,0.82,0.08,0.17,,0.11,1.99,0.05,0.04,0.97,2.02,0.56,0.23,,,1.2,0.82,0.15
WSPM_0_3,0.67,0.88,0.24,0.15,0.74,,0.64,0.73,0.6,0.33,,0.34,,0.84,0.38,0.1,0.75,0.28,,0.04,0.07,2.3,,0.23,0.5,0.19,,,,0.67,1.23,1.24
WSPM_0_4,1.03,0.5,0.24,0.98,,,0.88,0.23,0.87,0.43,,0.45,,1.14,0.25,0.25,,0.31,,,0.05,,2.8,0.13,0.32,0.07,,,,0.67,1.37,1.05
WSPM_0_0,0.72,0.74,0.54,0.3,0.29,,0.66,0.44,0.6,0.6,0.41,0.15,,0.55,0.87,0.47,0.37,0.31,,0.27,0.61,0.17,0.06,3.14,3.36,1.09,0.57,,,1.23,0.65,0.24
WSPM_1_0,0.84,0.71,0.63,0.24,0.2,,0.7,0.47,0.72,0.39,0.38,0.14,,0.62,0.79,0.62,0.25,0.17,,0.26,0.98,0.2,0.12,2.0,2.5,0.5,0.27,,,1.15,0.77,0.3
WSPM_1_1,0.75,0.99,0.31,0.19,0.28,,0.59,0.67,0.47,0.54,0.23,0.24,,0.62,0.97,0.31,0.45,0.52,,0.5,0.63,0.26,,1.94,1.39,4.1,,,,1.29,0.78,
WSPM_1_2,0.7,1.04,0.13,0.35,0.22,,0.73,0.71,0.58,0.43,,0.27,,0.45,1.08,0.13,0.37,0.92,,,0.46,,,1.53,0.84,,4.8,,,1.26,0.64,
WSPM_1_3,0.44,0.81,,,1.52,,0.57,0.63,0.46,0.69,,0.52,,,0.69,,1.14,1.12,,,,,,0.96,,,,8.18,,1.33,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.72,0.77,0.54,0.27,0.19,,0.6,0.54,0.65,0.36,0.32,0.25,,0.63,0.73,0.47,0.3,0.36,,0.57,0.86,0.28,0.19,1.16,1.65,0.73,0.55,0.24,,1.31,0.64,0.14
PM10_1,0.92,0.79,0.35,0.22,0.23,,0.81,0.57,0.58,0.36,0.23,0.11,,0.88,0.44,0.45,0.24,0.19,,0.67,0.52,0.62,0.56,0.4,0.91,0.22,0.03,,,0.71,1.62,0.59
PM10_2,0.88,0.85,,0.43,0.59,,0.92,0.64,0.46,0.31,,0.64,,0.98,0.16,,0.71,0.36,,0.35,0.06,1.2,0.84,,0.26,,,,,0.08,1.09,3.12
