,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,1.59,,,0.85,6.29,8.23,13.65,,,1.14,1.27,9.87,,1.24,7.97,13.06,15.82,28.18,40.89,966.07,,0.93,1.18,28.65
TEMP_0_0,0.63,1.0,,,0.54,3.76,5.39,8.38,,,0.69,0.78,6.02,,0.76,5.13,8.94,9.86,18.12,25.81,617.04,2846.02,0.58,0.74,18.36
TEMP_1_1,,,1.0,,0.08,,0.8,,,,0.11,0.12,,489.43,0.12,0.75,1.24,1.47,2.7,3.81,,,0.09,0.11,2.64
TEMP_0_2,,,,1.0,,,,,1.43,63.52,,,0.05,,0.01,0.04,0.07,0.08,0.14,0.21,,,,0.01,0.14
PRES_0_0,1.17,1.83,12.13,,1.0,7.02,,16.5,,,1.31,1.48,11.4,,1.44,9.5,15.64,18.67,34.35,48.14,991.64,5903.27,1.08,1.37,33.25
PRES_1_0,0.16,0.27,,,0.14,1.0,,,,,0.19,0.2,1.58,,0.2,1.28,2.21,2.5,4.37,6.64,170.45,,0.15,0.2,4.96
PRES_0_1,0.12,0.18,1.24,,,,1.0,,,,0.13,0.15,,609.29,0.14,0.95,1.55,1.83,3.38,4.74,114.0,,0.11,0.14,3.29
PRES_1_1,0.07,0.12,,,0.06,,,1.0,,,0.08,0.09,0.71,,0.09,0.6,1.0,1.17,2.07,3.1,83.42,,0.07,0.09,2.22
PRES_1_3,,,,0.71,,,,,1.0,,,,0.03,,,0.03,0.05,0.06,0.1,0.15,,,,,0.1
PRES_1_2,,,,0.02,,,,,,1.0,,,,,,,,,,,,,,,
DEWP_1_0,0.88,1.41,9.4,,0.76,5.23,7.55,12.8,,,1.0,1.12,,,1.09,7.04,11.59,13.19,25.5,35.56,,,0.82,1.04,24.66
DEWP_0_0,0.8,1.27,8.35,,0.68,4.94,6.75,10.6,,,0.9,1.0,,,0.97,6.48,10.86,13.02,22.38,33.66,840.86,3785.38,0.74,0.93,24.44
DEWP_0_1,0.1,0.17,,21.09,0.09,0.63,,1.41,29.63,1428.57,,,1.0,,0.13,0.84,1.41,1.65,2.96,4.25,102.48,,0.1,0.12,2.95
DEWP_1_1,,,,,,,,,,,,,,1.0,,,,,0.01,,,,,,
WSPM_0_1,0.8,1.32,8.53,162.6,0.7,4.89,6.96,11.05,228.35,10895.8,0.9,1.03,7.79,4186.98,1.0,6.95,9.66,13.3,24.43,,,,0.77,0.94,22.44
WSPM_0_0,0.12,0.19,1.33,24.31,0.11,0.77,1.05,1.63,34.78,,0.14,0.15,1.18,,0.14,1.0,1.81,1.81,3.47,5.09,,,0.12,0.14,3.29
WSPM_1_1,0.08,0.11,0.8,14.75,0.06,0.44,0.63,1.0,20.87,,0.09,0.09,0.7,,0.1,0.56,1.0,1.83,1.81,3.2,,,0.07,0.09,2.31
WSPM_1_2,0.06,0.1,0.68,11.91,0.05,0.39,0.54,0.87,17.76,,0.08,0.08,0.6,,0.07,0.53,0.53,1.0,2.28,,,,0.06,0.08,2.28
WSPM_1_0,0.03,0.06,0.38,7.07,0.03,0.23,0.3,0.47,9.83,,0.04,0.05,0.34,,0.04,0.29,0.57,0.51,1.0,1.48,,,0.03,0.04,1.09
WSPM_0_2,0.02,0.04,0.27,4.83,0.02,0.15,0.22,0.32,6.83,,0.03,0.03,0.24,,,0.18,0.31,,0.73,1.0,,,0.02,0.03,0.68
WSPM_1_3,,,,,,0.01,0.01,0.01,,,,,0.01,,,,,,,,1.0,,,,
WSPM_0_3,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.01
PM10_0,1.08,1.72,11.35,210.56,0.92,6.7,9.12,14.4,301.02,,1.22,1.35,10.23,5795.97,1.31,8.71,15.19,17.28,30.68,45.64,1118.68,,1.0,1.27,38.76
PM10_1,0.84,1.34,9.06,169.8,0.72,5.0,7.29,11.42,236.46,11309.02,0.95,1.07,8.02,4638.85,1.04,6.8,10.67,13.35,24.3,33.32,692.54,4031.17,0.81,1.0,22.91
PM10_2,0.04,0.05,0.37,6.88,0.03,0.21,0.3,0.44,10.16,,0.04,0.04,0.35,,0.04,0.26,0.45,0.47,0.93,1.45,,188.19,0.02,0.04,1.0
