,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.78,1.67,,,,,0.97,1.37,0.92,1.47,,,,1.04,1.13,1.6,3.69,3.57,,1.11,1.23,1.31,0.95,0.72,0.54,0.79,0.87,1.11,,1.32,1.03,0.86
TEMP_0_0,1.69,0.78,,,,,1.59,0.9,1.17,1.16,,,,1.39,0.88,6.13,1.0,0.81,,1.13,1.15,1.07,1.78,0.79,0.65,0.74,0.75,0.73,,1.29,1.11,0.88
TEMP_1_1,,,0.65,,,,1.19,,1.43,,0.57,,,2.31,6.7,0.73,,,,1.6,1.1,2.0,1.92,0.87,0.6,1.14,2.08,,,1.43,1.49,4.59
TEMP_0_2,,,,0.52,,,5.75,,,1.2,,0.56,,2.75,1.81,,,0.9,,3.88,2.53,2.83,1.06,1.22,1.09,1.6,1.39,,,2.34,2.23,1.34
TEMP_0_1,,,,,0.49,,5.65,3.09,5.38,1.07,,1.03,,12.23,,,0.71,,,4.06,4.59,1.33,,1.38,1.31,1.49,1.84,0.61,,2.76,2.14,1.17
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.13,1.7,1.0,3.85,2.88,,0.74,4.2,1.48,,,,,1.22,1.85,1.04,2.6,2.74,,1.32,1.16,1.35,1.11,0.87,0.64,0.98,0.94,1.06,,1.47,1.09,0.86
PRES_1_1,1.44,0.95,,,1.34,,4.09,0.73,6.85,,,,,1.54,1.05,,0.93,0.81,,1.23,1.22,1.11,1.93,0.83,0.63,0.8,0.87,0.82,,1.39,1.19,0.95
PRES_1_0,1.19,1.5,1.58,,,,1.69,9.96,0.68,,,,,1.37,1.31,1.5,2.43,,,1.52,1.48,1.44,1.15,0.88,0.65,1.07,1.1,1.4,,1.47,1.42,1.63
PRES_1_2,2.17,1.8,,0.9,0.72,,,,,0.59,,,,2.12,1.18,,1.06,,,1.8,2.3,1.82,1.54,0.87,0.83,0.95,1.15,0.87,,1.91,1.63,1.4
PRES_0_1,,,0.97,,,,,,,,0.5,,,,,0.94,,,,1.86,1.61,,,1.2,0.88,1.5,,,,2.15,2.16,
