,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.01,23.38,223.16,1.07,6.74,86.12,2.21,3.93,9.05,6.36,14.79,15.8,11.27,32.46,1.53,3.52,72.63
PRES_0_1,0.99,1.02,,,1.06,6.77,83.1,2.2,3.85,9.06,6.38,14.75,15.87,11.32,31.39,1.52,3.52,72.93
PRES_0_0,0.36,,68.32,,0.4,,,0.75,2.33,1.83,,4.8,,,22.3,0.58,0.75,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.98,0.99,22.79,228.2,1.09,1.13,,2.11,3.98,8.82,6.5,14.48,14.43,11.53,32.19,1.49,3.47,72.52
DEWP_1_0,0.53,0.54,,,,12.22,66.58,1.44,0.97,4.95,,7.86,12.72,,,0.8,1.68,34.58
DEWP_0_0,0.27,0.23,,,,5.27,220.91,0.49,,2.54,,3.1,8.54,,,0.44,0.99,
WSPM_0_1,0.81,0.82,17.22,,0.84,6.62,62.08,2.3,1.34,7.13,,12.94,11.53,,14.02,1.25,2.77,62.03
WSPM_0_2,0.65,0.66,22.7,350.92,0.73,1.4,,0.53,5.41,3.6,1.12,7.04,1.99,,,1.0,2.17,34.75
WSPM_0_0,0.58,0.58,,,0.61,4.14,67.85,1.25,1.25,8.19,1.79,11.91,13.41,,20.67,0.88,2.2,44.83
WSPM_0_3,0.55,0.56,,,0.62,,,,0.98,2.67,10.79,4.42,,,,0.79,2.13,61.19
WSPM_1_0,0.54,0.55,,,0.57,3.69,,1.22,1.51,6.57,1.95,9.55,9.76,,,0.81,1.96,39.38
WSPM_1_1,0.47,0.48,,,0.46,5.43,97.19,1.13,,4.45,,5.27,18.99,,,0.7,1.8,
WSPM_0_4,0.45,0.46,,,0.5,,,,,,,3.18,,24.01,,0.67,1.53,
WSPM_1_2,0.35,0.33,,,0.39,,,0.67,,3.45,,3.76,,,71.74,0.56,1.16,
PM10_0,0.91,0.91,25.31,246.42,0.96,6.41,93.37,2.01,3.55,8.55,5.35,13.84,15.83,10.23,36.28,1.48,2.7,51.58
PM10_1,0.73,0.75,,,0.8,3.84,,1.59,2.97,5.91,5.29,9.89,9.04,7.25,,0.99,3.33,66.85
PM10_2,0.31,0.31,,,0.34,,,0.7,,2.84,2.88,4.61,,,,0.31,1.46,91.48
