,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.68,0.73,,,0.76,0.73,1.41,1.34,,,0.75,0.78,2.08,,0.73,0.46,0.49,0.59,0.35,0.98,0.84,1.52,0.74,0.68,0.49
TEMP_0_0,0.87,0.61,,,0.88,0.64,3.47,0.63,,,1.08,0.77,0.75,,0.75,0.47,0.52,0.69,0.34,0.65,0.57,0.55,0.76,0.72,0.53
TEMP_1_1,,6.15,0.38,,2.53,2.74,0.41,,,,0.7,1.17,,0.29,0.72,0.48,0.46,0.58,0.35,1.07,,,0.72,0.67,0.58
TEMP_0_2,,,,0.18,,,,,0.18,0.18,,,0.39,,0.78,0.47,0.61,0.9,0.3,0.49,,,0.78,0.7,0.43
PRES_0_0,0.71,0.71,2.19,,0.71,0.79,,1.72,,,0.76,0.77,1.59,,0.76,0.46,0.49,0.6,0.35,0.94,0.77,0.88,0.75,0.68,0.46
PRES_1_0,0.79,0.62,,,0.88,0.44,,4.02,,,1.03,0.72,0.92,,0.71,0.48,0.57,0.75,0.33,0.62,0.63,,0.75,0.72,0.6
PRES_0_1,1.81,1.8,0.4,,,,0.4,,,,0.69,1.17,,0.3,0.7,0.49,0.46,0.6,0.36,1.13,0.64,,0.72,0.67,0.58
PRES_1_1,0.93,0.6,,,1.52,1.23,,0.36,,,1.57,0.84,0.6,,0.76,0.44,0.45,0.58,0.34,0.64,1.0,,0.76,0.74,0.62
PRES_1_3,,,,0.18,,,,,0.17,,,,0.39,,0.82,0.46,0.61,0.83,0.31,0.55,,,0.73,0.72,0.44
PRES_1_2,,,,0.19,,,,,,0.06,,,0.38,,0.64,0.63,,,0.26,,,,,0.63,
DEWP_1_0,0.81,0.91,0.71,,0.89,0.88,0.69,2.91,,,0.66,0.95,3.48,,0.72,0.47,0.49,0.61,0.35,1.03,0.8,,0.73,0.68,0.49
DEWP_0_0,0.76,0.64,1.54,,0.82,0.66,1.75,0.8,,,1.0,0.64,,,0.73,0.46,0.49,0.63,0.34,0.89,0.74,0.54,0.75,0.71,0.58
DEWP_0_1,1.09,0.66,,0.4,1.0,0.69,,0.56,0.4,0.45,,,0.39,,0.84,0.47,0.57,0.63,0.33,0.47,0.58,,0.81,0.7,0.45
DEWP_1_1,,,0.38,,,,0.4,,,,,,,0.08,0.65,0.37,0.34,,0.34,,,,0.69,0.65,
WSPM_0_1,0.79,0.74,0.92,0.83,0.85,0.75,0.91,1.1,0.95,0.57,0.76,0.87,1.09,0.63,0.65,0.49,0.52,0.81,0.34,1.08,1.19,,0.76,0.66,0.46
WSPM_0_0,0.81,0.72,0.98,1.04,0.91,0.73,0.98,0.79,0.97,,0.88,0.76,1.03,,0.78,0.42,0.5,0.63,0.32,1.16,1.06,,0.71,0.7,0.59
WSPM_1_1,0.83,0.73,0.94,1.07,0.91,0.76,0.96,0.88,0.99,,0.87,0.78,1.03,,0.77,0.42,0.37,0.79,0.32,1.08,,,0.73,0.7,0.6
WSPM_1_2,0.83,0.77,0.85,0.95,0.89,0.73,0.94,0.95,1.2,,0.97,0.8,0.94,,0.81,0.5,0.46,0.35,0.41,1.65,0.87,,0.73,0.76,0.8
WSPM_1_0,0.81,0.73,1.01,0.95,0.88,0.74,0.97,0.84,0.89,,0.84,0.81,0.98,,0.74,0.45,0.54,0.71,0.32,1.12,,,0.73,0.69,0.52
WSPM_0_2,0.93,0.69,1.59,0.87,0.87,0.72,1.68,0.7,0.72,,0.96,0.88,0.63,,1.64,0.54,0.75,0.62,0.43,0.28,,,0.8,0.7,0.38
WSPM_1_3,1.3,0.61,,,1.28,0.56,0.87,0.63,,,2.02,0.74,0.76,,1.34,0.46,0.83,0.78,0.39,,0.12,,0.69,0.91,0.92
WSPM_0_3,0.68,0.6,,,0.67,,,,,,,0.64,,,,0.66,,,0.46,,,0.08,,0.67,0.26
PM10_0,0.85,0.72,0.92,0.92,0.93,0.73,0.92,0.86,0.93,,0.9,0.79,0.96,0.84,0.73,0.46,0.5,0.6,0.33,1.06,0.72,,0.7,0.73,0.92
PM10_1,0.8,0.75,0.97,0.88,0.83,0.76,0.96,0.97,0.91,0.72,0.79,0.85,1.0,0.67,0.73,0.48,0.49,0.66,0.36,0.73,0.71,0.84,0.8,0.66,0.41
PM10_2,0.78,0.69,1.18,1.43,0.83,0.69,1.29,1.04,1.49,,0.85,0.85,0.91,,0.8,0.44,0.51,0.61,0.34,0.47,,0.59,0.79,0.67,0.31
