,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,1.0,,,,,0.94,0.94,0.88,0.76,,,,1.06,0.85,0.84,0.73,0.71,,0.91,0.9,0.85,0.77,0.66,0.61,0.61,0.56,0.46,,1.13,0.99,0.71
TEMP_0_0,1.0,1.0,,,,,0.97,0.95,0.86,0.77,,,,1.07,0.87,0.84,0.74,0.72,,0.92,0.91,0.86,0.78,0.66,0.65,0.57,0.59,0.44,,1.13,1.0,0.71
TEMP_1_1,,,1.0,,,,1.12,,1.02,,0.77,,,1.25,1.05,0.99,,,,1.08,1.07,1.0,0.91,0.78,0.73,0.7,0.68,,,1.32,1.17,
TEMP_0_2,,,,1.0,,,1.36,,,1.14,,0.94,,1.59,1.27,,,1.06,,1.38,1.34,1.26,1.15,0.97,0.92,0.88,0.85,,,1.67,1.47,1.06
TEMP_0_1,,,,,1.0,,1.49,1.51,,1.21,,0.99,,1.68,,,1.16,,,1.44,1.4,1.35,,1.07,1.0,0.92,0.9,0.7,,1.78,1.57,1.12
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.06,1.03,0.9,0.71,0.67,,1.0,0.97,0.93,,,,,1.12,0.91,0.88,0.77,0.75,,0.97,0.95,0.9,0.82,0.69,0.68,0.6,0.57,0.47,,1.19,1.05,0.74
PRES_1_1,1.06,1.05,,,0.66,,1.03,1.0,,,,,,1.13,0.91,,0.77,0.75,,0.96,0.96,0.9,0.82,0.7,0.65,0.63,0.62,0.47,,1.19,1.04,0.76
PRES_1_0,1.14,1.16,0.98,,,,1.07,,1.0,,,,,1.22,0.99,0.97,0.83,,,1.04,1.06,0.98,0.89,0.76,0.68,0.69,0.68,0.51,,1.29,1.15,0.81
PRES_1_2,1.31,1.3,,0.88,0.83,,,,,1.0,,,,1.39,1.13,,0.95,,,1.2,1.19,1.11,1.0,0.86,0.81,0.77,0.75,0.58,,1.47,1.29,0.93
PRES_0_1,,,1.3,,,,,,,,1.0,,,,,1.28,,,,1.41,1.38,,,1.01,0.95,0.91,,,,1.73,1.52,
PRES_1_3,,,,1.07,1.01,,,,,,,1.0,,1.72,1.35,,1.16,1.13,,1.47,1.42,1.35,1.23,1.02,0.98,0.94,0.91,0.68,,1.77,1.57,1.13
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.94,0.94,0.8,0.63,0.6,,0.89,0.89,0.82,0.72,,0.58,,1.0,0.83,,,,,0.86,0.85,0.8,0.73,0.63,0.58,0.51,0.44,,,1.06,0.93,0.67
