,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.55,1.5,,,,,0.82,1.73,0.75,2.46,,,,0.86,1.2,2.72,15.6,16.14,,1.12,1.19,1.73,1.02,0.54,0.28,0.7,1.06,2.03,,1.25,0.79,0.74
TEMP_0_0,1.41,0.54,,,,,1.8,0.74,1.35,1.55,,,,1.53,0.7,35.48,1.21,0.82,,1.14,1.16,1.13,3.47,0.49,0.3,0.55,0.63,1.0,,1.19,0.91,0.74
TEMP_1_1,,,0.36,,,,1.01,,1.41,,0.36,,,3.56,25.85,0.45,,,,1.78,0.86,3.14,3.25,0.55,0.25,1.05,4.37,,,1.18,1.26,12.01
TEMP_0_2,,,,0.21,,,14.45,,,0.96,,0.25,,3.43,1.79,,,0.58,,7.42,3.3,4.53,0.74,0.88,0.61,1.36,1.39,,,2.32,2.11,1.1
TEMP_0_1,,,,,0.18,,12.83,4.64,10.71,0.72,,0.78,,57.92,,,0.33,,,7.7,9.11,0.93,,1.02,0.83,1.29,2.26,0.35,,2.83,1.76,0.71
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,0.99,1.95,0.99,18.34,10.93,0.73,0.48,8.85,1.34,19.58,,,0.73,1.15,2.49,1.07,7.46,8.75,0.73,1.48,1.09,1.7,1.26,0.62,0.3,0.99,1.01,1.9,0.73,1.37,0.84,0.72
PRES_1_1,1.38,0.71,,,2.39,,7.14,0.47,18.07,,,,,1.72,1.0,,0.98,0.76,,1.27,1.15,1.14,3.79,0.55,0.31,0.62,0.87,1.14,,1.31,0.95,0.81
PRES_1_0,0.93,1.37,2.13,,,,1.43,31.04,0.39,,,,,1.22,1.24,1.94,5.97,,,1.69,1.5,1.7,1.24,0.61,0.33,0.99,1.27,2.9,,1.29,1.18,2.03
PRES_1_2,2.18,1.71,,0.74,0.51,,34.36,,,0.28,,,,2.32,0.93,,0.96,,,2.04,2.99,2.24,1.88,0.54,0.42,0.66,1.09,0.9,,1.84,1.38,1.14
PRES_0_1,,,0.55,,,,,,,,0.19,,,,,0.52,,,,1.66,1.3,,,0.76,0.35,1.23,,,,1.84,1.99,
PRES_1_3,,,,0.29,0.86,,,,,,,0.18,,10.98,3.13,,1.54,0.5,,6.71,2.63,1.92,1.53,1.4,0.81,1.13,1.95,0.9,,2.34,2.81,0.8
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
