,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,1.16,,,1.25,1.15,5.07,3.74,,,1.23,1.3,8.6,,1.16,0.47,0.51,0.77,0.26,2.08,1.83,4.54,1.2,1.01,0.54
TEMP_0_0,2.07,1.01,,,2.15,1.1,33.05,1.1,,,3.36,1.65,1.51,,1.57,0.6,0.76,1.31,0.32,1.14,0.86,0.86,1.58,1.4,0.74
TEMP_1_1,,134.25,1.02,,42.3,53.13,1.22,,,,3.37,8.88,,0.71,3.65,1.63,1.5,2.31,0.88,8.14,,,3.65,3.15,2.3
TEMP_0_2,,,,1.01,,,,,1.0,1.03,,,4.55,,18.64,6.76,11.44,24.98,2.93,8.36,,,17.71,15.29,6.77
PRES_0_0,1.01,1.0,10.63,,1.01,1.26,,6.11,,,1.18,1.19,4.59,,1.12,0.44,0.5,0.75,0.25,1.67,1.59,1.26,1.14,0.93,0.45
PRES_1_0,3.5,2.11,,,4.1,1.03,,52.95,,,5.53,2.91,4.48,,2.82,1.21,1.68,2.76,0.6,2.3,1.94,,3.01,2.73,1.65
PRES_0_1,18.09,21.34,1.05,,,,1.02,,,,2.98,8.4,,0.71,3.08,1.5,1.41,2.32,0.8,8.14,2.6,,3.24,2.83,2.15
PRES_1_1,6.69,2.9,,,19.04,22.56,,1.01,,,24.36,5.53,2.91,,4.99,1.55,1.6,2.73,0.94,3.13,5.65,,4.5,4.28,2.85
PRES_1_3,,,,1.19,,,,,1.0,,,,5.42,,24.32,7.75,12.91,24.98,3.56,11.14,,,19.43,18.82,7.98
PRES_1_2,,,,8.5,,,,,,1.03,,,36.56,,102.0,89.56,,,21.17,,,,,104.06,
DEWP_1_0,1.51,1.85,1.16,,1.8,1.72,1.13,16.12,,,1.02,2.06,27.42,,1.16,0.52,0.57,0.95,0.28,2.41,2.41,,1.24,1.05,0.6
DEWP_0_0,1.4,1.0,6.51,,1.66,1.06,8.12,1.58,,,2.47,1.01,,,1.35,0.51,0.57,0.92,0.29,1.88,1.17,0.72,1.35,1.22,0.73
DEWP_0_1,8.73,3.03,,1.01,7.1,3.32,,2.09,1.0,1.03,,,1.0,,4.68,1.5,2.19,2.64,0.76,1.54,2.28,,4.24,3.33,1.4
DEWP_1_1,,,23.04,,,,25.7,,,,,,,1.02,66.76,28.66,22.2,,17.32,,,,76.65,68.11,
WSPM_0_1,1.54,1.32,2.13,1.77,1.78,1.28,2.03,2.87,2.19,0.86,1.45,1.76,2.84,1.2,1.02,0.58,0.66,1.52,0.28,3.57,3.71,,1.37,1.08,0.57
WSPM_0_0,4.08,3.21,6.04,6.42,4.92,3.5,6.28,4.06,5.65,,4.64,3.73,6.65,,3.89,1.08,1.48,2.53,0.64,7.94,5.91,,3.11,3.01,2.02
WSPM_1_1,5.38,4.27,7.15,8.5,6.51,4.9,7.58,5.76,7.59,,6.02,4.85,8.77,,4.69,1.5,1.11,4.41,0.89,9.77,,,4.28,3.9,2.59
WSPM_1_2,5.93,4.85,6.38,9.97,6.54,4.9,7.75,7.13,12.79,,7.27,5.33,7.93,,5.88,2.03,2.22,1.06,1.4,15.49,6.5,,4.64,4.72,3.72
WSPM_1_0,7.68,6.22,11.96,9.63,8.94,6.41,11.47,8.69,9.0,,8.3,7.76,10.88,,6.46,2.26,3.14,6.13,1.19,14.43,,,6.24,5.55,3.18
WSPM_0_2,11.66,6.67,30.34,8.5,10.78,6.81,33.85,7.08,7.15,,13.81,11.71,5.22,,28.25,4.62,7.16,8.0,2.47,1.05,,,9.71,6.74,2.18
WSPM_1_3,84.79,27.31,,,89.78,24.22,51.41,32.71,,,159.33,37.81,38.71,,99.24,18.14,50.45,44.52,15.55,,1.03,,32.43,45.68,44.59
WSPM_0_3,68.98,54.61,,,74.56,,,,,,,61.53,,,,65.14,,,31.75,,,1.02,,66.89,13.07
PM10_0,1.51,1.1,1.85,1.78,1.78,1.13,1.85,1.54,1.77,,1.64,1.33,2.0,1.49,1.17,0.43,0.52,0.73,0.24,2.08,0.95,,1.01,1.12,1.33
PM10_1,1.5,1.32,2.22,1.83,1.69,1.37,2.22,2.18,2.06,1.06,1.51,1.67,2.41,1.53,1.24,0.55,0.57,1.06,0.3,1.35,1.63,1.55,1.47,1.02,0.48
PM10_2,6.95,5.59,17.28,19.27,7.64,5.49,19.55,13.73,22.09,,8.26,8.48,8.28,,7.05,2.66,3.33,5.54,1.4,2.75,,2.95,9.47,5.28,1.09
