,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.29,,,,,0.89,0.64,0.27,0.45,0.67,,0.98,0.43,0.44,1.11,,0.76,0.98,0.65,1.74,0.88,1.16,2.63,0.6,0.51,,1.19,1.47,1.1
TEMP_0_1,,2.52,,,,0.38,0.89,0.93,0.79,0.96,,1.19,,,,,0.66,1.0,1.12,2.04,1.25,1.53,2.95,,0.24,,1.2,1.77,1.53
TEMP_0_0,,,3.29,1.31,21.72,0.67,,0.69,1.62,1.69,21.72,,2.25,,,21.72,0.44,1.37,0.51,2.05,0.71,1.86,3.28,,0.45,21.72,1.16,1.54,1.08
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.01,0.29,0.38,,,1.63,,,0.11,0.25,,0.95,0.49,,,,0.81,1.03,0.62,2.0,0.99,1.52,2.97,0.25,0.29,,1.29,1.42,0.84
PRES_1_3,0.89,0.78,,,,,2.19,,,0.07,,1.03,0.36,0.4,1.11,,0.46,0.82,0.9,1.65,0.92,1.16,2.56,1.05,0.73,,1.04,1.58,1.61
PRES_1_1,0.46,1.04,0.76,3.85,,,0.06,3.55,0.42,0.81,,0.58,1.17,,2.43,,0.9,0.78,0.63,1.93,1.38,0.84,2.29,,0.53,,1.24,1.46,1.16
PRES_1_0,0.55,0.57,1.19,,13.559999999999999,0.1,,0.17,3.81,3.04,13.559999999999999,0.77,0.82,,,13.559999999999999,0.5,1.81,0.94,2.05,0.54,1.51,3.45,,0.52,13.559999999999999,1.23,1.79,1.22
PRES_0_0,0.69,0.49,0.93,,,0.3,0.06,0.34,2.61,4.73,,0.84,0.64,1.5,1.91,,0.89,1.16,0.72,1.17,0.54,1.26,2.3,,,,1.06,2.0,1.75
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.92,0.72,,,,0.8,0.7,0.32,0.58,0.78,,1.19,0.02,0.11,0.33,,0.79,0.98,0.84,1.81,0.84,1.33,2.78,0.36,0.33,,1.19,1.61,1.27
DEWP_0_1,0.6,0.04,1.81,1.78,11.52,0.64,0.35,0.91,0.89,1.04,11.52,0.03,2.28,0.23,1.0,11.52,0.39,1.24,0.45,2.01,1.25,1.37,2.89,0.49,0.81,11.52,1.2,1.33,0.93
DEWP_0_0,1.29,,,,,,,,3.02,3.85,,,,21.33,29.46,,1.97,,,,,,,,,,0.84,2.1,
DEWP_1_0,1.29,,,,,,,,,,,,,,24.42,,2.27,,,,,,,,,,1.02,1.87,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.91,0.5,0.27,,,0.84,0.4,0.51,0.61,0.86,,1.02,0.29,0.56,1.04,,2.46,0.41,0.06,0.75,0.1,0.36,1.44,,,,1.03,1.85,1.62
WSPM_0_1,0.81,0.51,0.62,,6.959999999999999,0.76,0.5,0.41,1.01,1.24,6.959999999999999,0.84,0.72,,,6.959999999999999,0.25,2.45,0.29,2.06,0.88,1.64,4.1,0.15,0.23,6.959999999999999,1.28,1.48,1.04
WSPM_0_2,0.74,0.81,0.39,1.9,,0.6,0.79,0.33,0.79,0.67,,1.02,0.33,,,,0.12,0.57,3.01,1.31,0.39,0.89,2.66,,,,1.21,1.77,1.01
WSPM_0_0,0.75,0.57,0.66,,,0.85,0.5,0.63,0.56,0.7,,0.87,0.65,,,,0.22,0.86,0.65,3.48,1.22,1.95,4.3,0.09,0.46,,1.33,1.17,0.55
WSPM_1_2,0.79,0.71,0.35,,,0.78,0.62,0.85,0.36,0.91,,0.78,0.89,,,,0.27,1.12,0.33,2.71,3.87,1.43,2.13,,0.53,,1.34,1.3,
WSPM_1_1,0.76,0.59,0.62,,,0.86,0.46,0.46,0.68,0.93,,0.91,0.58,,,,0.24,1.07,0.5,2.74,1.22,4.58,3.36,,,,1.34,1.39,0.66
WSPM_1_0,0.82,0.53,0.55,,,0.85,0.5,0.48,0.72,0.86,,0.92,0.57,,,,0.29,1.01,0.63,3.02,0.96,1.57,4.19,,,,1.3,1.2,0.66
WSPM_0_4,1.29,,,,,0.47,1.55,,,,,0.77,0.87,1.13,1.75,,,0.16,,,,0.41,0.35,5.62,,,0.59,1.87,2.67
WSPM_1_3,1.0,0.24,0.42,,,0.48,0.98,0.48,0.69,,,0.64,1.05,,,,,,,1.19,0.3,,0.85,,7.16,,1.18,1.33,2.09
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.87,0.52,0.43,0.48,3.63,0.85,0.53,0.53,0.56,0.74,3.63,0.89,0.62,0.21,0.73,3.63,0.49,1.19,0.59,2.38,1.48,1.77,3.18,0.18,0.66,3.63,1.36,1.27,0.66
PM10_1,0.79,0.62,0.48,0.53,,0.68,0.57,0.39,0.93,1.05,,0.92,0.51,0.39,0.63,,0.91,0.94,0.98,1.27,0.22,0.86,2.46,0.6,0.11,,1.13,2.02,1.3
PM10_2,0.87,0.48,0.45,,,0.47,1.08,0.33,0.67,1.08,,0.91,0.58,0.41,1.01,,1.26,0.47,0.79,0.58,,0.31,1.48,1.0,0.17,,0.52,1.78,3.52
