,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRES_0_1,1.01,0.99,,,1.01,0.99,1.25,1.0,1.03,1.0,0.99,1.0,0.99,0.99,1.1,1.02,0.99,0.99
PRES_0_0,8.27,,0.12,,8.06,,,10.02,3.45,,,,,,1.22,5.79,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.05,1.05,1.01,,0.96,,,1.09,0.97,1.06,0.96,1.05,1.24,0.96,1.01,1.05,1.01,0.98
DEWP_1_0,3.52,3.46,,,,0.29,,2.28,26.99,3.42,,3.44,1.45,,,3.3,5.12,
DEWP_0_0,15.44,18.62,,,,,0.08,,,,,,2.16,,,10.67,,
WSPM_0_1,1.53,1.52,1.86,,1.6,0.99,,0.69,,,,2.79,7.27,,,1.52,1.52,1.82
WSPM_0_2,2.34,2.4,0.95,,2.16,16.96,,,0.44,,,9.0,,,,2.41,2.15,
WSPM_0_0,3.01,2.98,,,3.03,2.89,,,,0.52,,0.78,4.0,,,2.95,3.11,
WSPM_0_3,3.3,3.24,,,3.02,,,,,,0.31,18.63,,,,3.96,2.36,1.25
WSPM_1_0,3.46,3.44,,,3.47,3.44,,5.78,12.6,0.96,21.33,1.05,,,,3.29,4.1,
WSPM_1_1,4.57,4.5,,,5.4,1.88,0.71,33.07,,4.09,,,0.27,,,3.97,6.82,
WSPM_0_4,4.91,4.83,,,4.49,,,,,,,,,0.21,,4.98,6.35,
WSPM_1_2,8.58,9.38,1.27,,8.4,,,,,,,,,,0.13,6.02,,
PM10_0,1.22,1.23,0.85,,1.23,1.15,0.86,1.21,1.24,1.19,1.45,1.22,1.09,1.25,0.87,0.88,5.24,
PM10_1,1.86,1.83,,,1.8,2.69,,1.89,1.76,1.95,1.35,1.84,2.5,2.37,,8.05,0.65,1.61
PM10_2,10.64,10.47,,,9.98,,,10.46,,,3.64,,,,,,9.61,0.16
