,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.0,,,,,1.22,1.55,2.41,2.5,3.07,,0.94,1.63,10.87,14.96,,1.76,1.76,2.07,2.48,2.61,3.16,3.19,3.45,4.27,,1.06,1.5,2.43
TEMP_0_1,,1.0,,,,0.7,0.89,1.37,1.43,1.75,,0.54,,,,,1.0,1.0,1.18,1.41,1.49,1.81,1.82,,2.5,,0.6,0.86,1.39
TEMP_0_0,,,1.0,,,0.54,,1.07,1.12,1.37,,,0.73,,,,0.79,0.79,0.91,1.11,1.17,1.41,1.42,,1.91,,0.47,0.67,1.08
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,0.82,1.44,1.84,,,1.0,,,,,,0.77,1.34,,,,1.44,1.44,1.7,2.04,2.16,2.6,2.61,2.83,3.52,,0.87,1.23,2.0
PRES_1_3,0.64,1.12,,,,,1.0,,,,,0.6,1.05,,,,1.13,1.13,1.32,1.6,1.68,2.06,2.05,2.22,2.75,,0.68,0.96,1.56
PRES_1_1,0.41,0.73,0.94,,,,,1.0,,,,0.39,0.68,,,,0.74,0.73,0.86,1.04,1.08,1.32,1.3,,1.78,,0.44,0.62,1.01
PRES_1_0,0.4,0.7,0.89,,,,,,1.0,1.23,,0.38,0.65,,,,0.69,0.71,0.82,1.03,1.04,1.23,1.25,,1.78,,0.43,0.59,0.98
PRES_0_0,0.33,0.57,0.73,,,,,,0.81,1.0,,0.31,0.53,3.61,,,0.58,0.57,0.69,0.7,0.81,1.03,1.2,,,,0.34,0.5,0.78
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,1.07,1.87,,,,1.3,1.66,2.57,2.66,3.28,,1.0,,,,,1.88,1.88,2.21,2.65,2.79,3.38,3.39,3.69,4.59,,1.13,1.6,2.6
DEWP_0_1,0.61,,1.37,,,0.75,0.95,1.47,1.53,1.88,,,1.0,,,,1.07,1.08,1.27,1.53,1.6,1.94,1.95,2.09,2.64,,0.65,0.92,1.47
DEWP_0_0,0.09,,,,,,,,,0.28,,,,1.0,,,0.16,,,,,,,,,,,0.14,
DEWP_1_0,0.07,,,,,,,,,,,,,,1.0,,0.13,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.57,1.0,1.27,,,0.69,0.88,1.36,1.45,1.73,,0.53,0.93,6.18,7.88,,1.0,,,,,,1.95,,,,0.61,0.85,1.36
WSPM_0_1,0.57,0.99,1.27,,,0.69,0.88,1.37,1.42,1.75,,0.53,0.93,,,,,1.0,,,,1.53,1.91,,,,0.6,0.85,1.4
WSPM_0_2,0.48,0.85,1.09,,,0.59,0.76,1.16,1.22,1.45,,0.45,0.79,,,,,,1.0,,,,1.82,,,,0.52,0.72,1.15
WSPM_0_0,0.4,0.71,0.9,,,0.49,0.63,0.96,0.97,1.42,,0.38,0.65,,,,,,,1.0,1.12,1.37,1.24,,,,0.43,0.59,0.93
WSPM_1_2,0.38,0.67,0.86,,,0.46,0.6,0.92,0.96,1.23,,0.36,0.62,,,,,,,0.89,1.0,,,,,,0.4,0.68,
WSPM_1_1,0.32,0.55,0.71,,,0.38,0.49,0.76,0.81,0.97,,0.3,0.52,,,,,0.65,,0.73,,1.0,,,,,0.33,0.53,
WSPM_1_0,0.31,0.55,0.7,,,0.38,0.49,0.77,0.8,0.83,,0.3,0.51,,,,0.51,0.52,0.55,0.8,,,1.0,,,,0.33,0.46,0.84
WSPM_0_4,0.29,,,,,0.35,0.45,,,,,0.27,0.48,,,,,,,,,,,1.0,,,0.33,0.43,0.7
WSPM_1_3,0.23,0.4,0.52,,,0.28,0.36,0.56,0.56,,,0.22,0.38,,,,,,,,,,,,1.0,,0.24,0.36,0.67
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.95,1.66,2.12,,,1.15,1.47,2.27,2.35,2.97,,0.89,1.54,,,,1.64,1.67,1.92,2.33,2.51,3.03,3.03,3.07,4.13,,1.0,1.41,
PM10_1,0.67,1.17,1.5,,,0.81,1.04,1.6,1.69,2.02,,0.63,1.09,6.92,,,1.18,1.18,1.39,1.7,1.48,1.88,2.18,2.32,2.75,,0.71,1.0,1.6
PM10_2,0.41,0.72,0.92,,,0.5,0.64,0.98,1.02,1.28,,0.39,0.67,,,,0.73,0.7,0.87,1.08,,,1.18,1.43,1.49,,,0.62,1.0
