,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,1.37,,,,0.39,1.09,1.6,0.95,1.59,,,0.39,1.32,1.05,1.94,3.26,3.62,0.39,1.22,1.13,1.51,1.03,0.49,0.33,0.49,0.58,0.81,0.39,1.56,1.1,0.74
TEMP_0_0,1.33,1.0,6.42,,,,1.47,1.09,1.34,1.24,,,,1.68,0.96,5.17,1.08,0.88,,1.23,1.23,1.11,1.9,0.49,0.35,0.48,0.56,0.53,,1.63,1.11,0.65
TEMP_1_1,,,1.0,,,,1.77,,1.69,,0.79,,,3.8,6.14,1.11,,,,2.07,1.53,2.54,2.61,0.71,0.46,0.87,1.75,,,2.34,1.93,3.26
TEMP_0_2,,,,1.0,,,7.77,,,2.51,,1.01,,5.97,3.31,,,1.7,,7.86,4.62,5.43,2.04,1.57,1.18,1.47,1.83,,,5.19,4.16,2.21
TEMP_0_1,,,,,1.04,,12.35,8.08,9.69,2.55,,1.87,,40.11,,,1.6,,,8.36,7.03,3.07,,2.11,1.68,2.01,2.6,0.76,,6.56,4.38,1.93
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.46,1.92,1.32,4.46,2.08,0.32999999999999996,1.01,3.2,1.23,3.21,,,0.32999999999999996,1.73,1.63,1.35,2.79,3.26,0.32999999999999996,1.6,1.26,1.66,1.27,0.52,0.35,0.6,0.66,0.67,0.32999999999999996,1.82,1.27,0.8
PRES_1_1,1.62,1.24,,,1.51,,2.57,1.0,3.5,,,,,2.06,1.23,,1.12,0.94,,1.41,1.36,1.27,2.37,0.57,0.39,0.54,0.71,0.65,,1.9,1.31,0.81
PRES_1_0,1.66,1.88,2.4,,,,1.63,5.01,1.01,,,,,2.07,1.62,2.25,2.88,,,1.93,1.85,1.9,1.52,0.87,0.54,0.95,0.96,1.77,,2.3,1.71,1.38
PRES_1_2,3.2,3.16,,1.36,1.16,,9.77,,,1.02,,,,3.61,1.94,,1.78,,,2.99,3.29,3.03,2.42,1.03,0.8,0.89,1.21,0.89,,3.6,2.58,1.5
