,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,7.93,2.99,,,,,6.75,2.99,10.68,4.85,,,,3.95,5.94,3.52,0.9,1.04,,5.76,5.38,5.2,12.09,41.97,105.72,52.67,30.02,67.06,,2.16,5.51,24.58
TEMP_0_0,3.09,8.41,,,,,2.92,7.54,5.38,8.03,,,,2.27,12.12,0.15,12.3,20.25,,5.35,5.83,6.88,3.36,48.87,97.15,63.62,72.68,96.37,,2.35,5.09,20.89
TEMP_1_1,,,30.53,,,,6.92,,6.42,,92.14,,,1.19,0.58,25.8,,,,4.53,9.81,3.12,4.86,53.72,154.25,42.25,12.01,,,2.97,4.55,1.87
TEMP_0_2,,,,192.24,,,0.5,,,26.08,,195.79,,1.93,7.98,,,52.47,,1.89,3.7,3.44,29.84,45.63,87.32,46.87,54.49,,,2.15,4.15,29.67
TEMP_0_1,,,,,313.42,,1.13,2.72,1.88,37.99,,65.67,,0.21,,,95.79,,,1.69,1.11,19.32,,51.8,88.69,55.56,36.97,540.94,,2.07,5.41,51.44
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,4.76,2.4,9.54,1.26,2.31,50256.520000000004,12.38,0.66,6.44,0.45,,,50256.520000000004,3.26,3.44,9.35,1.89,2.1,50256.520000000004,5.11,6.51,5.64,10.42,38.61,112.55,31.94,31.41,43.87,50256.520000000004,2.16,5.72,23.74
PRES_1_1,3.59,6.95,,,12.09,,0.88,12.64,0.4,,,,,2.19,8.53,,16.88,23.81,,5.15,6.11,7.66,3.77,47.1,104.69,63.96,60.32,104.58,,2.28,5.04,24.39
PRES_1_0,5.67,4.08,5.45,,,,4.55,0.19,24.41,,,,,3.42,8.3,6.09,3.0,,,4.09,5.7,5.76,11.92,50.03,105.48,52.25,42.52,73.37,,2.64,5.04,11.21
PRES_1_2,3.18,4.1,,41.48,80.7,,0.36,,,69.03,,,,2.24,13.64,,24.06,,,4.9,3.52,5.65,9.22,67.63,113.68,81.75,56.68,185.4,,2.34,5.03,22.18
