,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.0,,,,,0.94,0.88,0.79,0.76,0.71,,1.02,0.87,0.49,0.44,,0.84,0.84,0.81,0.76,0.75,0.71,0.71,0.71,0.63,,0.98,0.89,0.77
TEMP_0_1,,1.0,,,,1.09,1.05,0.89,0.9,0.84,,1.21,,,,,1.0,0.98,0.95,0.89,0.89,0.82,0.83,,1.03,,1.16,1.06,0.92
TEMP_0_0,,,0.99,0.35,1.71,1.23,,0.93,0.97,0.91,1.71,,1.09,,,1.71,1.08,1.08,0.97,0.98,0.95,0.92,0.9,,0.82,1.71,1.25,1.09,0.94
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.07,0.92,0.83,,,1.0,,,1.06,0.76,,1.09,0.93,,,,0.89,0.9,0.87,0.81,0.81,0.76,0.75,0.73,0.69,,1.05,0.93,0.81
PRES_1_3,1.14,0.95,,,,,1.0,,,0.58,,1.16,0.99,0.56,0.51,,0.96,0.95,0.89,0.87,0.86,0.83,0.8,0.81,0.74,,1.12,1.01,0.87
PRES_1_1,1.22,1.1,0.98,0.51,,,1.04,0.99,1.22,1.04,,1.29,1.09,,0.78,,1.15,1.01,1.11,0.93,0.96,0.9,0.86,,1.04,,1.28,1.2,1.05
PRES_1_0,1.32,1.11,1.03,,1.26,1.16,,0.89,1.0,0.94,1.26,1.35,1.13,,,1.26,1.03,1.18,1.01,1.05,1.42,0.92,0.97,,0.99,1.26,1.31,1.14,1.0
PRES_0_0,1.4,1.18,1.1,,,1.68,1.04,0.9,1.01,1.0,,1.47,1.15,0.7,0.56,,1.21,1.09,1.19,1.0,0.76,0.84,0.93,,,,1.29,1.28,1.09
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.98,0.83,,,,0.92,0.86,0.75,0.73,0.69,,1.0,0.7,0.49,0.44,,0.82,0.82,0.79,0.74,0.73,0.69,0.69,0.7,0.67,,0.96,0.87,0.76
DEWP_0_1,1.14,0.95,0.91,0.45,1.56,1.11,0.98,0.89,0.89,0.85,1.56,1.06,1.0,,0.51,1.56,1.01,0.97,0.93,0.9,0.88,0.83,0.82,0.75,0.75,1.56,1.15,1.01,0.84
DEWP_0_0,2.05,,,,,,,,1.75,1.46,,,,1.0,0.91,,1.73,,,,,,,,,,1.58,1.81,
DEWP_1_0,2.25,,,,,,,,,,,,,,1.0,,2.26,,,,,,,,,,,2.12,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.18,1.0,0.87,,,1.12,1.04,0.83,0.89,0.78,,1.21,0.93,0.5,0.35,,0.99,1.14,,1.18,0.44,1.0,0.9,,,,1.18,1.04,0.81
WSPM_0_1,1.19,1.0,0.93,,1.41,1.14,1.03,0.91,0.86,0.85,1.41,1.21,1.04,,,1.41,0.84,1.0,0.81,0.93,0.9,0.89,0.87,0.87,0.98,1.41,1.15,0.97,0.97
WSPM_0_2,1.22,1.05,1.07,0.62,,1.12,1.11,0.88,0.95,0.65,,1.27,1.07,,,,,1.21,1.0,0.98,0.83,0.8,0.97,,,,1.29,1.09,0.8
WSPM_0_0,1.3,1.11,1.0,,,1.24,1.16,1.05,1.01,1.18,,1.34,1.11,,,,0.92,0.98,1.12,1.0,1.14,0.94,0.91,,1.24,,1.29,1.08,0.94
WSPM_1_2,1.33,1.13,1.05,,,1.28,1.17,1.1,1.13,1.46,,1.38,1.16,,,,1.93,1.13,1.07,0.98,1.0,0.91,0.77,,1.52,,1.29,1.64,
WSPM_1_1,1.41,1.19,1.05,,,1.29,1.18,1.13,1.17,1.12,,1.44,1.17,,,,0.97,1.19,1.3,1.0,1.13,1.0,0.96,,,,1.37,1.43,1.37
WSPM_1_0,1.41,1.19,1.1,,,1.34,1.26,1.13,1.13,1.16,,1.45,1.22,,,,1.03,1.11,1.14,1.11,1.17,1.02,1.0,,,,1.39,1.16,1.07
WSPM_0_4,1.45,,,,,1.37,1.27,,,,,1.42,1.35,0.6,0.54,,,0.98,,,,0.79,0.55,1.0,,,1.37,1.25,1.05
WSPM_1_3,1.55,1.28,1.21,,,1.46,1.35,1.19,1.29,,,1.57,1.32,,,,,,,0.88,0.66,,0.78,,1.0,,1.42,2.07,2.53
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.02,0.86,0.78,0.45,0.9299999999999999,0.96,0.89,0.79,0.8,0.84,0.9299999999999999,1.04,0.87,,,0.9299999999999999,0.84,0.86,0.77,0.78,0.86,0.75,0.71,0.77,0.78,0.9299999999999999,1.0,0.89,0.95
PM10_1,1.12,0.95,0.89,0.39,,1.07,0.97,0.8,0.86,0.71,,1.15,0.96,0.46,0.38,,0.96,1.0,0.93,0.87,0.44,0.7,0.87,0.75,0.36,,1.16,1.0,0.76
PM10_2,1.3,1.1,1.02,,,1.22,1.16,1.05,0.9,0.96,,1.3,1.17,0.59,0.4,,1.15,0.83,1.11,0.83,,0.8,0.75,0.9,0.46,,1.06,1.18,1.0
