,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.01,8.18,29.71,1.04,3.52,14.92,1.53,2.34,3.01,3.3,3.45,4.57,4.91,8.55,1.22,1.86,10.64
PRES_0_1,0.99,1.0,,,1.04,3.49,14.92,1.51,2.32,2.99,3.27,3.43,4.54,4.87,8.51,1.21,1.84,10.55
PRES_0_0,0.12,,1.02,,0.13,,,0.19,0.3,,,0.42,,,1.0,0.15,0.23,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.96,0.96,7.66,28.41,1.0,,,1.46,2.23,2.88,3.15,3.31,4.4,4.7,8.04,1.17,1.78,10.25
DEWP_1_0,0.28,0.29,,,,1.0,2.85,0.43,0.76,0.85,,0.99,1.26,,,0.34,0.53,
DEWP_0_0,0.07,0.07,,,,,1.07,0.11,,0.16,,,0.32,,,0.09,,
WSPM_0_1,0.65,0.66,5.37,,0.68,2.29,7.57,1.0,1.51,2.06,,2.36,2.51,,,0.81,1.19,7.67
WSPM_0_2,0.43,0.43,3.34,12.7,0.45,1.35,,0.63,1.0,1.33,,1.52,,,,0.52,0.76,4.14
WSPM_0_0,0.33,0.33,,,0.35,1.16,,0.48,0.69,1.0,1.09,1.11,1.92,,2.94,0.4,0.63,3.0
WSPM_0_3,0.3,0.31,,,0.32,,,,,0.99,1.0,1.0,,,,0.37,0.57,3.47
WSPM_1_0,0.29,0.29,,,0.3,1.02,,0.43,0.66,0.89,0.93,1.0,1.78,,,0.34,0.58,2.92
WSPM_1_1,0.22,0.22,,,0.23,0.8,3.86,0.39,,0.54,,0.61,1.0,,,0.26,0.45,
WSPM_0_4,0.2,0.21,,,0.21,,,,,,,,,1.0,,0.25,0.39,
WSPM_1_2,0.12,0.12,,,0.13,,,,,0.34,,,,,1.01,0.14,0.27,
PM10_0,0.82,0.83,6.7,24.36,0.86,2.9,12.69,1.25,1.92,2.52,2.72,2.94,3.96,4.07,7.18,1.0,1.52,10.46
PM10_1,0.54,0.54,,,0.56,1.86,,0.82,1.27,1.52,1.75,1.68,2.1,2.6,,0.66,1.0,5.25
PM10_2,0.09,0.09,,,0.1,,,0.14,,0.31,0.29,0.34,,,,0.09,0.19,1.0
