,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.7,2.69,,,0.82,1.13,1.75,1.53,,,0.92,0.96,2.0,,1.06,0.99,0.86,0.9,0.94,1.27,1.38,,1.03,0.98,0.97
TEMP_0_0,2.71,0.62,,,1.13,0.76,3.47,0.67,,,1.42,0.89,0.74,,0.95,1.0,1.36,1.27,1.09,0.8,0.69,0.64,0.97,1.05,0.95
TEMP_1_1,,,0.38,,2.57,,0.41,,,,0.72,1.87,,0.37,0.98,1.02,0.96,0.88,1.03,1.27,,,0.99,0.97,1.28
TEMP_0_2,,,,0.18,,,,,0.18,0.18,,,0.39,,0.94,1.03,1.16,1.36,0.91,0.78,,,1.0,0.95,1.29
PRES_0_0,0.82,1.12,2.52,,0.71,3.01,,,,,0.93,0.97,1.52,,0.99,1.01,0.99,0.98,1.02,1.03,1.24,0.8,1.09,0.95,0.87
PRES_1_0,1.1,0.77,,,3.12,0.44,,,,,1.33,0.84,0.92,,0.99,0.99,1.12,1.11,0.93,0.93,0.76,,0.91,1.14,1.01
PRES_0_1,1.81,3.41,0.41,,,,0.4,,,,0.71,1.99,,0.39,0.94,1.08,1.0,0.97,1.06,1.34,0.87,,0.98,0.98,1.29
PRES_1_1,1.5,0.68,,,,,,0.36,,,3.3,0.86,0.6,,1.17,0.9,0.89,0.93,0.99,0.85,0.93,,0.9,1.08,1.52
PRES_1_3,,,,0.18,,,,,0.17,,,,0.39,,1.03,0.96,1.06,1.25,0.88,0.72,,,0.93,1.03,1.38
PRES_1_2,,,,0.19,,,,,,0.06,,,0.38,,0.68,,,,,,,,,0.68,
DEWP_1_0,0.92,1.44,0.72,,0.94,1.3,0.71,3.65,,,0.67,3.18,,,0.89,1.02,1.13,1.19,1.03,1.18,,,1.12,0.92,0.92
DEWP_0_0,0.96,0.89,1.84,,0.97,0.86,1.97,0.86,,,3.18,0.66,,,1.13,0.96,0.89,0.87,0.98,1.2,0.77,0.64,0.91,1.09,1.24
DEWP_0_1,1.95,0.74,,0.39,1.5,0.91,,0.61,0.39,0.39,,,0.39,,1.13,1.06,1.09,0.99,0.98,0.61,0.76,,1.0,1.05,0.83
DEWP_1_1,,,0.38,,,,0.4,,,,,,,0.08,0.85,,,,,,,,0.85,1.17,
WSPM_0_1,1.05,0.96,0.97,0.95,1.0,0.97,0.94,1.17,1.04,0.7,0.88,1.14,1.13,0.87,0.67,,2.42,3.79,1.54,,,,1.1,0.92,0.97
WSPM_0_0,0.99,1.01,1.02,1.03,1.01,0.98,1.06,0.92,0.96,,1.02,0.96,1.06,,,0.51,1.26,1.86,0.58,,,,0.89,1.09,1.6
WSPM_1_1,0.89,1.21,0.97,1.13,0.99,1.12,1.0,0.88,1.06,,1.15,0.88,1.08,,3.27,1.09,0.39,,,,,,0.95,1.03,1.15
WSPM_1_2,0.9,1.27,0.88,1.36,0.97,1.16,0.97,0.94,1.25,,1.22,0.86,0.99,,3.46,2.04,,0.35,,,,,0.89,1.14,1.28
WSPM_1_0,0.93,1.12,1.03,0.91,0.99,1.02,1.05,0.99,0.88,,1.02,0.99,0.98,,1.39,0.61,,,0.51,2.09,,,0.93,1.06,1.21
WSPM_0_2,1.27,0.8,1.29,0.78,1.04,0.93,1.37,0.83,0.72,,1.2,1.16,0.61,,,,,,2.28,0.27,,,1.3,1.0,0.55
WSPM_1_3,1.43,0.69,,,1.38,0.73,0.87,0.84,,,,0.74,0.76,,,,,,,,0.12,,0.79,1.34,
WSPM_0_3,,0.65,,,0.77,,,,,,,0.64,,,,,,,,,,0.08,,0.82,0.47
PM10_0,1.03,0.97,0.98,0.99,1.08,0.93,0.97,0.9,0.93,,1.11,0.91,1.0,0.87,1.08,0.88,0.97,0.9,0.93,1.33,0.82,,0.73,2.07,
PM10_1,0.97,1.05,0.98,0.96,0.95,1.1,0.98,1.1,1.03,0.71,0.92,1.09,1.05,1.17,0.93,1.11,1.0,1.15,1.06,0.96,1.23,0.82,2.05,0.71,1.5
PM10_2,0.99,0.92,1.29,1.29,0.88,1.0,1.31,1.39,1.38,,0.93,1.18,0.85,,0.97,1.67,1.12,1.14,1.19,0.57,,0.52,,1.47,0.33
