,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1
TEMP_0_2,1.14,,,,,0.97,0.85,0.57,0.6,0.62,,1.02,0.72,0.53,0.48,,0.83,0.79,0.72,0.69,0.69,0.64,0.66,0.77,0.64,,0.99,0.8
TEMP_0_1,,1.61,,,,0.74,1.04,1.02,0.79,0.7,,1.19,,,,,0.84,0.83,0.97,0.78,0.85,0.75,0.7,,0.49,,1.05,0.91
TEMP_0_0,,,1.87,,,0.95,,0.99,1.19,1.01,,,1.61,,,,0.79,1.03,0.75,0.94,0.72,0.84,0.8,,0.66,,1.09,0.94
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.06,0.62,0.72,,,1.28,,,,,,1.03,0.79,,,,0.86,0.82,0.72,0.77,0.74,0.73,0.71,0.56,0.53,,1.05,0.73
PRES_1_3,1.05,0.99,,,,,1.49,,,,,1.1,0.7,,,,0.73,0.79,0.88,0.69,0.75,0.65,0.63,1.01,0.79,,0.99,0.99
PRES_1_1,0.85,1.18,1.03,,,,,1.95,,,,0.93,1.24,,,,0.99,0.79,0.78,0.91,0.98,0.73,0.73,,0.72,,1.14,0.81
PRES_1_0,0.92,0.93,1.25,,,,,,1.93,0.82,,1.05,1.07,,,,0.76,1.11,0.95,0.84,0.52,0.68,0.83,,0.72,,1.13,0.9
PRES_0_0,1.03,0.9,1.17,,,,,,0.9,2.13,,1.09,1.01,1.34,,,1.13,1.02,0.96,0.56,0.68,0.76,0.73,,,,1.0,1.25
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.99,0.89,,,,0.92,0.87,0.61,0.67,0.63,,1.09,,,,,0.83,0.77,0.8,0.7,0.66,0.66,0.66,0.61,0.53,,0.97,0.82
DEWP_0_1,0.9,,1.39,,,0.91,0.72,1.03,0.88,0.75,,,1.54,,,,0.67,0.94,0.66,0.81,0.88,0.7,0.71,0.76,0.83,,1.07,0.83
DEWP_0_0,1.58,,,,,,,,,2.31,,,,4.84,,,1.88,,,,,,,,,,1.32,1.27
DEWP_1_0,1.66,,,,,,,,,,,,,,5.18,,2.01,,,,,,,,,,,2.19
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.07,0.84,0.7,,,1.03,0.77,0.84,0.66,0.86,,1.11,0.69,0.81,0.64,,1.6,,,,,,0.37,,,,0.94,1.13
WSPM_0_1,1.02,0.83,0.92,,,0.97,0.84,0.69,0.94,0.79,,1.03,0.97,,,,,1.57,,,,0.3,0.64,,,,1.1,0.75
WSPM_0_2,1.01,1.05,0.73,,,0.92,1.02,0.73,0.88,0.76,,1.15,0.73,,,,,,1.76,,,,0.52,,,,1.05,1.0
WSPM_0_0,1.04,0.93,0.98,,,1.07,0.86,0.92,0.79,0.68,,1.1,0.97,,,,,,,1.63,0.64,0.84,1.29,,,,1.22,0.52
WSPM_1_2,1.07,1.02,0.77,,,1.03,0.96,1.02,0.53,0.7,,1.05,1.1,,,,,,,0.58,2.0,,,,,,1.23,0.5
WSPM_1_1,1.08,0.98,0.98,,,1.14,0.88,0.83,0.8,0.77,,1.16,0.95,,,,,0.54,,0.81,,2.15,,,,,1.25,0.57
WSPM_1_0,1.12,0.92,0.94,,,1.11,0.88,0.87,0.96,0.55,,1.16,0.96,,,,0.42,0.76,0.45,1.54,,,1.5,,,,1.23,0.65
WSPM_0_4,1.35,,,,,0.9,1.45,,,,,1.1,1.09,,,,,,,,,,,2.43,,,0.82,1.48
WSPM_1_3,1.26,0.7,0.89,,,0.94,1.24,0.93,0.85,,,1.05,1.27,,,,,,,,,,,,2.76,,1.25,0.85
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.96,0.78,0.73,,,0.93,0.78,0.74,0.71,0.57,,0.97,0.82,0.41,,,0.69,0.83,0.71,0.77,0.78,0.72,0.71,0.43,0.64,,1.07,0.37
PM10_1,1.02,0.88,0.82,,,0.83,1.02,0.67,0.75,0.95,,1.06,0.84,0.58,0.61,,1.12,0.69,0.94,0.45,0.26,0.37,0.47,1.08,0.42,,0.48,1.49
