,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,0.61,1.0,0.96,0.58,0.81,0.85,0.48,0.9,0.36,0.5,0.94,0.66,0.85,0.66,0.38
PRES_0_1,1.0,0.99,,,1.0,0.96,0.6,0.81,0.86,0.48,0.89,0.36,0.5,0.93,0.67,0.85,0.65,0.37
PRES_0_0,1.12,,0.14,,1.07,,,0.81,0.6,0.77,,0.37,,,0.36,0.92,0.96,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,1.0,0.94,0.58,0.96,4.43,,0.83,0.82,0.48,0.86,0.36,0.55,0.9,0.63,0.85,0.65,0.38
DEWP_1_0,1.0,0.99,,,,0.28,0.16,0.67,3.32,0.44,,0.35,0.3,,,0.85,0.71,0.44
DEWP_0_0,1.13,1.04,,,,0.4,0.08,0.64,,0.39,,0.33,0.34,,,0.93,0.73,0.11
WSPM_0_1,1.0,1.0,1.2,,1.02,0.8,0.48,0.66,1.57,0.44,3.18,0.33,0.48,1.66,0.79,0.85,0.64,0.36
WSPM_0_2,1.0,1.02,0.52,0.37,0.96,1.65,,1.28,0.43,0.68,1.42,0.46,0.62,,1.27,0.84,0.62,0.37
WSPM_0_0,1.0,0.99,,,1.0,0.98,0.53,0.81,0.98,0.36,1.52,0.29,0.45,,0.64,0.84,0.72,0.38
WSPM_0_3,1.0,0.99,,,0.96,,,1.52,2.13,0.85,0.31,0.55,,,,0.9,0.61,0.3
WSPM_1_0,1.0,1.0,,,1.0,0.96,,0.78,1.06,0.42,1.31,0.33,0.59,,0.72,0.84,0.7,0.41
WSPM_1_1,1.0,0.99,,,1.07,0.61,0.33,0.74,1.99,0.38,,0.32,0.24,,0.55,0.85,0.72,0.41
WSPM_0_4,1.0,0.99,,,0.96,,,3.81,,,,1.02,,0.2,,0.88,0.69,
WSPM_1_2,1.08,1.05,,,1.04,,,1.23,,0.43,,0.5,0.37,,0.13,0.89,2.32,
PM10_0,1.0,1.0,0.83,0.5,1.0,0.93,0.57,0.8,0.86,0.49,1.01,0.36,0.52,0.92,0.6,0.82,0.72,0.58
PM10_1,1.0,0.99,,,0.98,1.18,0.57,0.82,0.85,0.44,0.74,0.34,0.45,1.13,,0.9,0.55,0.26
PM10_2,1.0,0.99,,,0.97,,,0.87,,0.38,0.49,0.35,,,,0.99,0.57,0.11
