,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,0.95,,,1.01,0.86,0.77,0.79,,,0.99,0.98,0.82,,0.99,0.8,0.75,0.76,0.71,0.69,0.49,,1.0,0.98,0.71
TEMP_0_0,1.05,1.0,,,1.08,0.86,0.84,0.81,,,1.01,1.01,0.84,,1.01,0.86,0.86,0.79,0.76,0.72,0.53,0.43,1.05,1.03,0.76
TEMP_1_1,,,1.0,,1.33,,1.02,,,,1.26,1.26,,0.51,1.25,1.03,0.96,0.96,0.92,0.87,,,1.28,1.24,0.89
TEMP_0_2,,,,1.0,,,,,0.98,0.65,,,1.35,,1.65,1.38,1.28,1.29,1.21,1.17,,,1.74,1.65,1.16
PRES_0_0,0.99,0.92,0.75,,1.0,0.81,,0.8,,,0.96,0.97,0.8,,0.97,0.81,0.76,0.76,0.73,0.68,0.43,0.45,0.99,0.96,0.69
PRES_1_0,1.18,1.17,,,1.24,1.0,,,,,1.23,1.15,0.97,,1.18,0.95,0.93,0.88,0.8,0.82,0.64,,1.2,1.22,0.9
PRES_0_1,1.29,1.14,0.97,,,,1.0,,,,1.23,1.23,,0.5,1.21,1.01,0.95,0.94,0.9,0.85,0.62,,1.26,1.21,0.87
PRES_1_1,1.29,1.25,,,1.25,,,1.0,,,1.14,1.27,1.03,,1.24,1.05,1.0,0.98,0.9,0.9,0.74,,1.31,1.27,0.95
PRES_1_3,,,,1.03,,,,,1.0,,,,1.4,,1.71,1.43,1.36,1.33,1.26,1.21,,,1.77,1.72,1.21
PRES_1_2,,,,1.54,,,,,,1.0,,,2.03,,2.49,,,,,,,,,2.39,
DEWP_1_0,1.02,0.97,0.79,,1.04,0.82,0.81,0.85,,,1.0,1.0,,,1.0,0.81,0.76,0.73,0.73,0.68,,,1.01,1.0,0.7
DEWP_0_0,1.02,0.98,0.79,,1.03,0.87,0.81,0.78,,,1.01,1.0,,,0.99,0.84,0.8,0.8,0.72,0.73,0.55,0.44,1.04,1.0,0.78
DEWP_0_1,1.21,1.19,,0.75,1.25,1.04,,0.97,0.72,0.52,,,1.0,,1.23,1.01,0.97,0.95,0.89,0.86,0.63,,1.27,1.24,0.88
DEWP_1_1,,,1.88,,,,1.92,,,,,,,1.0,2.35,1.82,1.57,,2.0,,,,2.38,2.1,
WSPM_0_1,1.01,0.99,0.79,0.61,1.04,0.84,0.82,0.8,0.58,0.42,0.99,1.01,0.81,0.41,1.0,0.88,0.7,0.8,0.77,,,,1.04,0.99,0.7
WSPM_0_0,1.22,1.15,0.97,0.72,1.26,1.04,0.98,0.93,0.7,,1.2,1.16,0.98,,1.12,1.0,1.03,0.86,0.87,0.85,,,1.24,1.2,0.81
WSPM_1_1,1.33,1.17,1.03,0.76,1.32,1.04,1.03,1.0,0.74,,1.32,1.27,1.02,,1.42,0.98,1.0,1.53,0.79,0.94,,,1.27,1.31,1.0
WSPM_1_2,1.33,1.27,1.04,0.74,1.33,1.12,1.06,1.04,0.75,,1.4,1.31,1.04,,1.24,1.12,0.63,1.0,1.19,,,,1.33,1.33,1.18
WSPM_1_0,1.38,1.33,1.1,0.84,1.39,1.27,1.11,1.08,0.8,,1.37,1.41,1.12,,1.29,1.17,1.3,0.97,1.0,0.99,,,1.42,1.38,1.08
WSPM_0_2,1.48,1.39,1.2,0.85,1.48,1.21,1.23,1.1,0.83,,1.44,1.37,1.17,,,1.07,1.07,,1.08,1.0,,,1.43,1.44,1.01
WSPM_1_3,2.15,1.9,,,2.34,1.56,1.61,1.35,,,,1.91,1.59,,,,,,,,1.0,,1.98,2.23,
WSPM_0_3,2.02,2.24,,,2.23,,,,,,,2.28,,,,,,,,,,1.0,,2.41,1.49
PM10_0,1.0,0.95,0.77,0.58,1.01,0.85,0.79,0.77,0.57,,0.98,0.97,0.79,0.41,0.97,0.81,0.81,0.77,0.71,0.71,0.53,,1.0,0.98,0.89
PM10_1,1.01,0.96,0.8,0.61,1.03,0.82,0.82,0.79,0.58,0.41,0.99,1.0,0.8,0.43,1.0,0.82,0.73,0.77,0.73,0.67,0.43,0.44,1.05,1.0,0.68
PM10_2,1.43,1.32,1.1,0.82,1.46,1.16,1.13,1.01,0.83,,1.44,1.34,1.16,,1.39,1.06,1.03,0.92,0.94,0.98,,0.68,1.02,1.37,1.0
