,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,8.32,,,,,31.83,198.32,3557.82,7209.71,58249.65,,3.55,198.41,2432676771.7,79207744024.62,,599.74,684.2,1983.11,21247.97,17849.99,112763.98,269354.31,180438.0,911896.91,,11.14,246.78,12244.04
TEMP_0_1,,2255.29,,,,13.38,272.81,12292.34,13310.7,82815.4,,4.35,,,,,516.27,658.69,3365.88,25046.64,24563.54,145175.88,293634.99,,397678.51,,10.82,308.09,14163.66
TEMP_0_0,,,26076.47,,,23.36,,9989.93,29911.69,163276.93,,,1097.35,,,,383.57,994.27,1582.94,28388.38,14702.25,169467.52,339576.48,,772407.27,,10.74,274.1,11963.47
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,6.51,245.35,2973.31,,,59.37,,,699.21,12980.31,,3.44,234.75,,,,631.9,710.3,1854.3,25421.87,20042.98,148180.06,303817.5,76493.2,516505.76,,12.14,237.17,8459.13
PRES_1_3,5.76,692.86,,,,,686.8,,,,,3.71,165.6,1851693547.16,82456782542.46,,372.5,575.46,2708.08,19876.01,18456.45,109723.59,254995.54,311465.22,1293500.8,,9.74,262.66,18636.01
PRES_1_1,2.98,927.88,5914.74,12472527213734.92,,,,52195.23,2613.93,42122.91,,2.1,561.16,,165057928515.65,,695.35,513.06,1837.47,27236.72,29478.37,94094.55,278738.15,,912127.88,,11.95,237.34,9866.46
PRES_1_0,3.52,508.55,9299.24,,,1.05,,1098.55,78496.08,239578.22,,2.8,391.33,,,,379.1,1224.45,2764.21,23672.44,8726.29,141508.31,340861.81,,888498.87,,11.0,307.32,11054.71
PRES_0_0,4.43,435.37,7263.81,,,5.8,,2008.32,38265.87,585097.46,,2.92,308.14,12744733074.7,145238590007.2,,804.24,900.9,2607.6,11332.5,10674.47,90776.5,184984.28,,,,7.46,412.1,22234.46
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,5.94,645.9,,,,28.32,214.5,4224.52,9762.26,67819.88,,4.35,,,19321732129.8,,623.31,668.74,2553.4,22483.09,16389.09,129735.03,284700.23,104701.36,573020.31,,10.95,274.52,13295.2
DEWP_0_1,3.86,,14069.29,5752348283180.62,,22.9,108.92,12703.09,15873.03,93250.31,,0.04,1102.03,,58557665021.68,,298.73,893.58,1330.64,25215.94,26959.2,122869.75,287423.06,150754.82,1445395.29,,11.48,224.88,10348.55
DEWP_0_0,8.33,,,,,,,,35675.26,482915.73,,,,180951608303.15,2339378717616.0,,1820.05,,,,,,,,,,6.85,475.33,
DEWP_1_0,8.33,,,,,,,,,,,,,,3447505478592.0,,2093.75,,,,,,,,,,,325.23,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
