,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1
TEMP_0_2,0.94,,,,,0.94,0.93,0.99,0.86,0.75,,1.01,1.0,0.53,0.4,,0.87,0.83,0.86,0.67,0.75,0.67,0.56,0.74,0.67,,0.99,0.81
TEMP_0_1,,0.79,,,,1.27,1.03,0.84,0.89,0.81,,1.14,,,,,1.04,0.95,0.89,0.74,0.82,0.72,0.63,,1.36,,1.15,0.92
TEMP_0_0,,,0.73,0.27,1.08,1.29,,0.92,0.82,0.77,1.08,,0.87,,,1.08,1.2,0.97,1.04,0.8,0.97,0.78,0.67,,0.9,1.08,1.23,0.96
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.04,1.14,0.95,,,0.89,,,1.76,0.99,,1.08,1.03,,,,0.9,0.87,0.93,0.69,0.78,0.68,0.58,0.91,0.82,,1.04,0.87
PRES_1_3,1.14,0.95,,,,,0.82,,,0.91,,1.12,1.16,0.62,0.45,,1.08,0.95,0.87,0.76,0.84,0.78,0.63,0.76,0.73,,1.14,0.87
PRES_1_1,1.35,1.03,0.95,0.34,,,1.8,0.71,1.5,1.08,,1.39,1.0,,0.63,,1.13,1.0,1.18,0.76,0.85,0.88,0.67,,1.14,,1.24,1.08
PRES_1_0,1.43,1.17,0.93,,0.81,1.9,,1.21,0.71,0.71,0.81,1.37,1.11,,,0.81,1.11,1.02,0.97,0.88,1.67,0.8,0.73,,1.07,0.81,1.25,1.03
PRES_0_0,1.45,1.28,1.03,,,2.21,1.65,1.06,0.78,0.67,,1.47,1.17,0.56,0.43,,1.16,0.99,1.19,0.93,0.77,0.77,0.75,,,,1.38,0.99
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.98,0.85,,,,0.94,0.9,0.91,0.79,0.7,,0.96,1.62,0.73,0.51,,0.84,0.81,0.8,0.64,0.74,0.64,0.54,0.82,0.8,,0.97,0.78
DEWP_0_1,1.23,1.85,0.76,0.36,1.1099999999999999,1.17,1.15,0.85,0.86,0.8,1.1099999999999999,2.13,0.81,,0.47,1.1099999999999999,1.18,0.89,1.05,0.75,0.8,0.76,0.64,0.79,0.73,1.1099999999999999,1.14,0.93
DEWP_0_0,1.81,,,,,,,,1.32,0.99,,,,0.45,0.4,,1.37,,,,,,,,,,1.76,1.39
DEWP_1_0,1.98,,,,,,,,,,,,,,0.43,,1.79,,,,,,,,,,1.88,1.76
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.17,1.09,1.03,,,1.12,1.19,0.88,0.92,0.74,,1.17,1.11,0.48,0.29,,0.79,1.42,,1.32,0.64,1.29,0.83,,,,1.18,0.79
WSPM_0_1,1.21,1.09,0.96,,1.08,1.17,1.12,1.04,0.81,0.77,1.08,1.22,1.06,,,1.08,1.07,0.8,0.98,0.79,0.89,0.78,0.63,1.28,1.38,1.08,1.14,0.98
WSPM_0_2,1.25,1.03,1.23,0.49,,1.18,1.11,1.01,0.94,0.62,,1.23,1.27,,,,,1.41,0.75,0.94,1.05,0.8,0.79,,,,1.25,0.83
WSPM_0_0,1.33,1.18,1.01,,,1.23,1.26,1.09,1.06,1.24,,1.34,1.14,,,,1.22,0.97,1.19,0.72,1.07,0.77,0.63,,1.46,,1.27,1.26
WSPM_1_2,1.35,1.13,1.2,,,1.29,1.22,1.07,1.38,1.55,,1.4,1.13,,,,2.72,1.09,1.35,0.75,0.7,0.8,0.61,,1.84,,1.27,3.95
WSPM_1_1,1.43,1.24,1.07,,,1.26,1.28,1.25,1.21,1.09,,1.41,1.23,,,,1.29,1.12,1.48,0.75,1.06,0.67,0.7,,,,1.34,1.6
WSPM_1_0,1.41,1.27,1.16,,,1.32,1.37,1.23,1.13,1.18,,1.43,1.28,,,,1.24,1.04,1.21,0.83,1.16,0.91,0.69,,,,1.35,1.22
WSPM_0_4,1.32,,,,,1.51,1.09,,,,,1.42,1.32,0.49,0.4,,,1.35,,,,0.9,0.57,0.64,,,1.42,0.94
WSPM_1_3,1.47,1.57,1.32,,,1.59,1.26,1.26,1.34,,,1.64,1.22,,,,,,,0.78,0.75,,0.74,,0.6,,1.39,2.91
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.0,0.91,0.85,0.43,0.75,0.94,0.94,0.83,0.81,0.75,0.75,1.02,0.9,0.75,0.82,0.75,0.88,0.81,0.79,0.64,0.75,0.63,0.54,0.89,0.81,0.75,0.96,0.84
PM10_1,1.17,1.04,1.0,,,1.19,1.02,0.97,0.82,0.71,,1.16,1.1,0.47,0.3,,0.96,0.88,1.0,0.76,0.34,0.73,0.63,0.74,0.43,,1.2,0.81
