,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,8.12,4.38,,,,96792.78,8.27,3.2,12.74,4.88,,,96792.78,4.21,7.52,3.65,0.9,1.04,96792.78,6.66,6.64,6.16,12.87,70.17,187.66,88.66,53.62,85.5,96792.78,2.53,7.04,34.71
TEMP_0_0,4.8,8.56,0.19,,,,3.95,8.08,6.54,8.33,,,,2.65,14.77,0.35,12.3,20.25,,6.73,8.3,7.67,4.04,89.79,195.56,118.23,106.32,125.63,,2.7,6.6,29.57
TEMP_1_1,,,30.26,,,,7.32,,7.85,,96.74,,,1.19,1.07,25.8,,,,5.8,11.71,3.39,5.42,89.92,264.5,80.07,12.45,,,3.12,5.67,4.14
TEMP_0_2,,,,192.24,,,0.79,,,27.62,,195.79,,2.27,9.25,,,52.47,,2.64,4.51,4.1,31.24,71.55,151.31,94.58,85.63,,,2.41,5.43,35.97
TEMP_0_1,,,,,313.42,,2.22,3.08,3.31,37.99,,65.67,,0.38,,,95.79,,,2.17,1.63,21.3,,81.67,154.45,87.15,56.87,686.58,,2.55,7.34,74.56
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,4.99,3.1,9.98,1.26,2.31,120615.67,12.47,1.39,9.91,0.62,,,120615.67,3.36,5.22,9.56,1.89,2.1,120615.67,5.99,7.96,6.51,11.3,68.13,195.0,58.19,47.4,48.05,120615.67,2.57,7.05,29.89
PRES_1_1,4.79,7.48,,,12.09,,2.12,12.65,1.53,,,,,2.47,9.76,,16.88,23.81,,6.49,7.88,8.75,4.49,82.01,201.08,111.71,89.19,129.68,,2.61,6.72,38.5
PRES_1_0,6.31,4.95,5.83,,,,7.36,0.55,24.64,,,,,3.74,10.96,6.62,3.0,,,4.87,7.99,6.5,12.72,93.34,210.31,94.66,67.39,114.45,,2.9,6.51,16.64
PRES_1_2,4.48,4.57,,41.48,80.7,,0.87,,,69.03,,,,2.75,15.8,,24.06,,,6.03,5.2,6.04,9.22,102.0,196.16,146.64,94.03,253.71,,2.71,6.44,31.8
PRES_0_1,,,29.31,,,,,,,,245.99,,,,,32.71,,,,9.61,11.03,,,79.5,246.63,101.67,,,,3.04,4.87,5.65
PRES_1_3,,,,152.3,65.78,,1.25,,,,,318.57,,1.01,5.59,,20.61,67.63,,3.3,5.82,10.13,18.39,55.99,134.13,124.11,63.07,146.83,,2.51,5.35,55.0
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,6.55,4.84,3.34,10.26,0.97,75713.14,7.48,3.51,10.79,7.31,,4.02,75713.14,4.97,7.3,,,,75713.14,6.61,5.81,7.84,15.06,52.47,168.67,49.02,18.46,,75713.14,2.37,7.18,36.06
DEWP_0_0,5.36,7.2,0.46,17.38,,,3.94,5.3,7.02,17.7,,12.7,,2.58,27.05,,,,,4.45,11.4,5.02,3.46,133.32,251.47,203.17,165.83,175.53,,3.08,5.45,18.0
DEWP_1_1,1.6,0.2,24.65,,,,7.02,,9.35,,102.2,,,,,33.76,,,,6.22,12.7,1.79,5.73,91.13,272.6,69.47,19.26,,,3.0,6.38,8.41
DEWP_0_2,1.49,4.19,,,171.13,,2.83,7.06,5.21,20.24,,36.76,,,,,98.37,,,5.77,2.24,14.75,,85.16,166.91,117.68,70.83,384.3,,2.67,7.02,58.17
DEWP_0_1,1.91,5.66,,65.97,,,1.79,8.36,,,,109.6,,0.3,1.05,,,122.37,,5.96,5.7,6.84,8.18,90.04,143.22,145.56,181.09,415.68,,2.87,5.49,32.28
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,5.52,4.95,5.23,4.54,5.94,,5.23,4.49,8.07,8.29,23.89,7.09,,2.98,7.02,5.49,9.44,10.07,,16.63,6.1,0.56,0.69,38.77,192.71,43.23,16.17,,,2.8,6.95,19.35
WSPM_0_1,3.91,3.72,9.95,9.32,3.23,,5.56,3.67,7.37,4.6,33.84,15.48,,2.28,10.82,12.14,2.6,6.24,,2.78,17.5,2.27,2.66,127.48,312.02,136.22,69.41,35.02,,3.03,5.68,12.49
