,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,0.99,0.21,0.11,0.97,0.4,0.19,0.85,0.58,0.76,0.43,0.91,0.52,0.31,0.26,0.98,0.87,0.36
PRES_0_1,1.0,1.0,,,0.97,0.4,0.19,0.85,0.57,0.76,0.44,0.91,0.52,0.32,0.25,0.98,0.88,0.36
PRES_0_0,1.73,,2.91,,1.75,,,1.4,1.67,0.74,,1.43,,,0.86,1.81,0.9,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.01,1.01,0.21,0.11,1.02,0.07,,0.84,0.61,0.76,0.46,0.92,0.49,0.33,0.26,0.99,0.89,0.37
DEWP_1_0,1.35,1.36,,,,1.85,0.38,1.42,0.37,1.06,,1.24,1.07,,,1.31,1.07,0.43
DEWP_0_0,2.05,1.72,,,,2.38,3.79,1.46,,1.62,,1.45,2.13,,,2.15,1.87,
WSPM_0_1,1.11,1.1,0.21,,1.05,0.54,0.19,1.22,0.27,0.82,,1.09,0.52,,0.15,1.1,0.94,0.42
WSPM_0_2,1.24,1.22,0.38,0.32,1.24,0.16,,0.39,1.51,0.57,0.14,0.82,0.12,,,1.21,1.02,0.32
WSPM_0_0,1.32,1.31,,,1.27,0.56,0.35,1.1,0.42,1.57,0.28,1.67,1.0,,0.38,1.28,1.25,0.5
WSPM_0_3,1.35,1.35,,,1.36,,,,0.36,0.55,1.8,0.66,,,,1.24,1.29,0.73
WSPM_1_0,1.36,1.36,,,1.32,0.55,,1.19,0.57,1.39,0.34,1.48,0.81,,,1.32,1.23,0.49
WSPM_1_1,1.46,1.47,,,1.29,1.0,0.68,1.36,,1.17,,1.01,1.94,,,1.4,1.4,
WSPM_0_4,1.49,1.49,,,1.51,,,,,,,0.64,,2.21,,1.41,1.25,
WSPM_1_2,1.74,1.63,,,1.76,,,1.29,,1.45,,1.15,,,2.86,1.8,1.44,
PM10_0,1.05,1.04,0.26,0.14,1.01,0.44,0.24,0.9,0.61,0.83,0.42,0.98,0.6,0.33,0.33,1.1,0.78,0.29
PM10_1,1.16,1.17,,,1.15,0.36,,0.97,0.7,0.79,0.58,0.96,0.47,0.32,,1.0,1.32,0.52
PM10_2,1.81,1.81,,,1.8,,,1.59,,1.4,1.16,1.66,,,,1.16,2.13,2.64
