,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.69,0.98,,,1.34,0.89,0.18,0.29,,,1.25,1.1,0.15,,1.26,1.85,1.44,0.98,2.61,0.4,0.21,0.11,1.21,1.44,1.25
TEMP_0_0,0.82,1.93,,,0.88,1.25,0.05,1.25,,,0.47,1.15,1.05,,1.08,1.92,1.37,0.82,2.86,0.89,0.77,0.58,1.26,1.29,1.35
TEMP_1_1,,0.08,3.93,,0.14,0.04,3.35,,,,1.65,0.5,,1.52,1.32,1.82,1.53,1.23,2.71,0.33,,,1.4,1.56,0.96
TEMP_0_2,,,,10.87,,,,,10.82,5.54,,,3.76,,1.09,1.95,0.95,0.45,3.31,0.98,,,1.28,1.34,1.1
PRES_0_0,1.51,1.19,0.09,,1.61,0.56,,0.1,,,1.18,1.12,0.27,,1.25,1.79,1.37,0.93,2.68,0.53,0.16,0.45,1.16,1.46,1.42
PRES_1_0,1.01,1.64,,,0.71,3.1,,,,,0.64,1.23,0.69,,1.13,1.92,1.28,0.87,2.8,0.7,0.78,,1.3,1.29,1.33
PRES_0_1,0.32,0.13,3.24,,,,3.64,,,,1.68,0.43,,1.36,1.4,1.75,1.45,1.01,2.74,0.3,0.52,,1.42,1.53,0.86
PRES_1_1,0.76,1.98,,,0.16,,,4.23,,,0.1,1.09,1.54,,0.86,2.27,1.84,1.1,2.7,0.9,0.57,,1.34,1.19,0.92
PRES_1_3,,,,10.9,,,,,12.31,,,,3.77,,0.96,2.14,1.12,0.54,3.57,1.17,,,1.37,1.28,1.15
PRES_1_2,,,,10.64,,,,,,45.75,,,3.68,,1.8,1.19,,,2.31,,,,,1.62,
DEWP_1_0,1.19,0.69,1.07,,1.04,0.57,1.13,0.08,,,1.77,0.56,0.02,,1.43,1.72,1.29,0.75,2.82,0.36,,,1.19,1.53,1.21
DEWP_0_0,1.24,1.55,0.16,,1.04,1.19,0.15,0.76,,,0.52,1.82,,,1.05,2.05,1.63,1.13,2.6,0.49,0.66,0.64,1.35,1.29,1.2
DEWP_0_1,0.4,1.54,,2.59,0.55,0.96,,1.65,2.39,1.68,,,3.78,,0.92,1.84,1.16,0.97,2.85,1.52,0.65,,1.17,1.32,1.5
DEWP_1_1,,,3.94,,,,3.65,,,,,,,34.34,1.78,1.56,1.63,,3.84,,,,1.65,1.42,
WSPM_0_1,1.12,1.11,0.58,0.42,0.98,0.91,0.65,0.43,0.35,0.44,1.12,0.93,0.46,0.29,1.79,1.45,1.12,0.57,2.83,0.05,0.06,,1.19,1.48,1.18
WSPM_0_0,1.08,1.14,0.53,0.35,0.95,0.85,0.5,0.68,0.37,,0.92,1.02,0.51,,0.69,3.06,1.72,0.69,4.02,0.29,0.27,,1.43,1.28,0.96
WSPM_1_1,1.15,1.21,0.6,0.34,0.91,0.73,0.57,0.77,0.3,,0.93,1.11,0.48,,1.09,2.25,3.65,0.45,2.3,0.2,,,1.33,1.4,1.03
WSPM_1_2,1.1,1.12,0.71,0.19,0.99,0.77,0.61,0.7,0.22,,0.98,1.17,0.57,,0.8,1.83,0.4,4.22,1.48,0.28,,,1.4,1.34,1.5
WSPM_1_0,1.07,1.16,0.52,0.45,0.91,0.98,0.52,0.57,0.44,,0.93,0.98,0.6,,1.04,2.59,1.37,0.34,3.93,0.27,,,1.32,1.32,1.08
WSPM_0_2,0.84,1.43,0.34,0.71,0.94,1.03,0.32,0.89,0.66,,0.64,0.68,1.58,,0.24,0.56,0.47,0.17,1.32,6.13,,,0.8,1.39,2.35
WSPM_1_3,0.67,1.6,,,0.78,1.07,0.76,0.66,,,,1.32,0.99,,0.34,0.66,,,,,18.56,,1.65,1.4,0.51
WSPM_0_3,1.02,2.02,,,1.3,,,,,,,1.86,,,,,,,1.13,,,32.73,,1.51,2.93
PM10_0,1.01,1.22,0.57,0.38,0.85,0.96,0.6,0.7,0.4,,0.89,1.09,0.56,0.3,1.06,2.15,1.6,1.15,2.85,0.41,0.63,,1.63,1.08,0.65
PM10_1,1.14,1.08,0.58,0.44,1.0,0.77,0.6,0.51,0.34,0.54,1.05,0.93,0.52,0.16,1.35,1.71,1.3,0.8,2.73,0.56,0.17,0.36,1.04,1.75,1.14
PM10_2,1.2,1.32,0.33,0.22,1.3,0.97,0.34,0.35,0.24,,1.13,0.83,0.95,,1.25,1.17,0.91,0.41,2.18,1.62,,1.27,0.28,1.43,4.94
