,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.95,0.05,,,,,0.41,0.22,0.3,0.07,,,,0.7,0.18,0.1,0.01,0.01,,0.28,0.17,0.15,0.18,0.06,0.06,0.06,0.04,0.01,,0.51,0.38,0.1
TEMP_0_0,0.05,0.95,,,,,0.14,0.56,0.18,0.11,,,,0.39,0.32,,0.12,0.17,,0.28,0.25,0.22,0.05,0.06,0.03,0.04,0.05,0.02,,0.55,0.35,0.09
TEMP_1_1,,,1.0,,,,0.47,,0.18,,0.35,,,0.24,0.01,0.75,,,,0.22,0.41,0.1,0.07,0.08,0.07,0.03,0.01,,,0.7,0.28,
TEMP_0_2,,,,1.0,,,0.03,,,0.36,,0.61,,0.33,0.24,,,0.43,,0.08,0.16,0.1,0.46,0.07,0.05,0.03,0.05,,,0.57,0.28,0.14
TEMP_0_1,,,,,1.0,,0.04,0.2,,0.55,,0.21,,0.02,,,0.97,,,0.08,0.04,0.58,,0.09,0.04,0.05,0.03,0.09,,0.45,0.33,0.22
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,0.51,0.17,0.3,0.01,0.01,,0.95,0.01,0.05,,,,,0.62,0.07,0.27,0.02,0.02,,0.25,0.25,0.17,0.16,0.06,0.06,0.03,0.03,0.01,,0.46,0.42,0.11
PRES_1_1,0.28,0.68,,,0.04,,0.01,0.99,,,,,,0.37,0.26,,0.17,0.19,,0.26,0.24,0.23,0.05,0.05,0.04,0.05,0.05,0.02,,0.57,0.33,0.09
PRES_1_0,0.52,0.32,0.16,,,,0.06,,0.94,,,,,0.6,0.2,0.17,0.03,,,0.21,0.22,0.18,0.18,0.07,0.05,0.04,0.04,0.01,,0.63,0.31,0.04
PRES_1_2,0.2,0.33,,0.22,0.26,,,,,1.0,,,,0.35,0.41,,0.24,,,0.24,0.13,0.17,0.15,0.11,0.06,0.07,0.05,0.03,,0.58,0.35,0.07
