,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.49,1.2,,,,0.76,0.72,1.53,0.65,2.21,,,0.76,0.76,1.02,2.44,13.17,14.53,0.76,0.99,1.01,1.54,0.9,0.44,0.22,0.57,0.88,1.72,0.76,1.08,0.68,0.63
TEMP_0_0,1.11,0.48,61.69,,,,1.49,0.65,1.19,1.38,,,,1.34,0.61,29.2,1.09,0.74,,0.99,0.99,0.98,3.04,0.38,0.23,0.43,0.52,0.87,,1.04,0.77,0.61
TEMP_1_1,,,0.3,,,,0.83,,1.12,,0.3,,,2.99,19.26,0.38,,,,1.43,0.7,2.56,2.69,0.41,0.18,0.79,3.43,,,0.98,1.0,8.62
TEMP_0_2,,,,0.16,,,9.97,,,0.74,,0.2,,2.57,1.32,,,0.44,,5.51,2.46,3.39,0.56,0.62,0.41,0.89,0.99,,,1.74,1.52,0.81
TEMP_0_1,,,,,0.14,,9.09,3.48,7.51,0.54,,0.58,,43.45,,,0.25,,,5.55,6.21,0.69,,0.71,0.56,0.88,1.57,0.25,,2.05,1.24,0.49
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,0.86,1.63,0.87,16.15,8.79,0.52,0.42,6.66,1.06,15.4,,,0.52,1.0,1.99,0.94,6.45,7.71,0.52,1.27,0.92,1.47,1.1,0.47,0.23,0.78,0.8,1.57,0.52,1.15,0.71,0.6
PRES_1_1,1.14,0.61,,,2.1,,5.24,0.41,12.56,,,,,1.49,0.86,,0.86,0.66,,1.08,0.96,0.98,3.29,0.43,0.24,0.49,0.73,0.96,,1.13,0.78,0.66
PRES_1_0,0.76,1.09,1.81,,,,1.1,20.86,0.33,,,,,1.01,1.01,1.65,5.0,,,1.38,1.22,1.42,1.04,0.48,0.25,0.75,1.01,2.47,,1.08,0.93,1.55
PRES_1_2,1.61,1.36,,0.6,0.42,,23.17,,,0.23,,,,1.81,0.73,,0.78,,,1.6,2.28,1.79,1.5,0.41,0.3,0.48,0.81,0.69,,1.45,1.06,0.84
PRES_0_1,,,0.41,,,,,,,,0.14,,,,,0.39,,,,1.21,0.95,,,0.51,0.23,0.82,,,,1.37,1.45,9.21
PRES_1_3,,,,0.22,0.65,,27.12,,,,,0.13,,7.74,2.23,,1.16,0.37,,4.85,1.89,1.4,1.13,0.92,0.52,0.73,1.37,0.62,,1.7,1.92,0.58
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.6,0.95,2.4,1.62,20.01,0.46,0.68,1.36,0.69,1.55,,4.48,0.46,0.57,1.52,,,,0.46,0.89,1.22,0.96,0.73,0.54,0.24,0.74,1.49,,0.46,1.09,0.61,0.45
DEWP_0_0,1.06,0.67,32.84,1.31,,,2.49,1.18,1.31,0.75,,2.32,,2.04,0.32,,,,,1.91,0.78,2.18,3.91,0.32,0.21,0.38,0.48,0.8,,1.04,1.16,3.18
DEWP_1_1,2.79,24.64,0.39,,,,0.89,,1.04,,0.29,,,,,0.29,,,,1.4,0.64,5.96,2.59,0.42,0.18,0.83,3.3,,,1.06,0.89,4.39
DEWP_0_2,7.65,1.51,,,0.21,,3.9,1.09,2.87,0.86,,0.87,,,,,0.2,,,1.79,4.27,0.77,,0.55,0.39,0.59,1.02,0.37,,1.53,1.12,0.51
DEWP_0_1,6.03,1.07,,0.43,,,5.23,0.91,,,,0.34,,,,,,0.19,,1.82,2.1,1.85,1.79,0.46,0.41,0.52,0.41,0.44,,1.38,1.46,0.85
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,0.93,1.02,1.72,3.71,4.57,,1.02,1.31,1.17,1.46,1.03,3.02,,1.12,1.76,1.63,1.51,1.56,,0.38,5.31,13.24,,1.02,0.38,0.92,1.55,,,1.14,0.72,0.91
