,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,2.33,,,,,2.7,3.91,4.86,6.18,11.71,,1.46,2.88,275.78,522.53,,5.09,4.51,5.77,8.4,9.82,13.74,15.16,27.65,33.2,,1.76,3.21,9.31
TEMP_0_1,,21.93,,,,1.12,5.32,16.93,10.1,13.02,,1.8,,,,,4.33,4.18,9.87,9.72,13.73,16.85,14.74,,13.01,,1.59,3.93,7.98
TEMP_0_0,,,58.44,,,1.96,,14.58,25.7,30.36,,,16.48,,,,3.41,6.65,4.78,13.91,8.21,20.68,18.72,,26.83,,1.63,3.76,9.14
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.82,2.32,6.61,,,5.11,,,,,,1.42,3.49,,,,5.33,4.63,5.32,10.51,10.73,18.33,17.43,11.87,18.59,,1.96,3.04,5.32
PRES_1_3,1.62,6.74,,,,,13.62,,,,,1.53,2.38,,,,3.2,3.96,8.15,7.41,10.58,12.09,11.9,47.49,46.83,,1.5,3.28,15.34
PRES_1_1,0.84,9.02,12.83,,,,,77.1,,,,0.87,8.35,,,,5.8,3.39,5.09,12.51,17.42,14.27,15.34,,31.93,,1.91,2.92,5.37
PRES_1_0,0.99,4.95,20.58,,,,,,83.76,17.43,,1.16,5.8,,,,3.05,7.75,8.35,9.8,3.52,12.39,20.19,,30.04,,1.58,4.23,7.26
PRES_0_0,1.24,4.23,16.14,,,,,,11.57,175.83,,1.18,4.58,1878.24,,,7.51,5.79,7.57,4.33,7.0,14.51,10.67,,,,0.8,6.11,16.12
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,1.67,6.28,,,,2.4,4.2,5.73,8.23,12.64,,1.8,,,,,5.31,4.37,7.5,9.06,8.9,15.59,15.54,15.83,20.25,,1.67,3.52,9.22
DEWP_0_1,1.08,,31.09,,,1.94,2.16,18.1,13.64,16.24,,,16.47,,,,2.51,5.92,3.82,10.71,15.45,14.92,15.5,23.58,52.53,,1.85,3.02,7.94
DEWP_0_0,2.33,,,,,,,,,144.16,,,,30770.24,,,17.32,,,,,,,,,,,7.19,
DEWP_1_0,2.33,,,,,,,,,,,,,,80028.0,,16.41,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.65,4.3,5.5,,,2.56,2.51,10.67,6.38,22.46,,1.51,2.17,662.49,1019.29,,21.96,,,,,,2.62,,,,0.93,5.3,17.66
WSPM_0_1,1.46,4.15,10.8,,,2.23,3.1,6.33,15.57,17.65,,1.24,5.12,,,,,20.87,,,,2.21,10.84,,,,1.87,3.2,5.11
WSPM_0_2,1.34,7.08,5.72,,,1.83,4.66,6.88,12.43,15.86,,1.54,2.38,,,,,,41.58,,,,5.08,,,,1.11,5.61,11.2
WSPM_0_0,1.36,4.87,11.32,,,2.53,2.91,11.6,9.29,8.72,,1.29,4.58,,,,,,,53.6,5.36,17.96,62.74,,,,2.55,1.09,2.22
WSPM_1_2,1.44,6.17,6.03,,,2.3,3.75,14.85,3.23,10.66,,1.14,6.02,,,,,,,4.27,100.58,,,,,,2.64,0.81,
WSPM_1_1,1.37,5.16,10.36,,,2.71,2.86,8.23,8.19,13.68,,1.37,3.97,,,,,0.94,,9.6,,194.16,,,,,2.5,1.36,
WSPM_1_0,1.49,4.45,9.25,,,2.56,2.83,9.09,12.9,7.43,,1.35,4.06,,,,0.69,2.98,1.53,40.64,,,80.36,,,,2.32,1.74,3.08
WSPM_0_4,2.33,,,,,1.49,9.66,,,,,1.16,5.34,,,,,,,,,,,323.97,,,0.37,6.33,27.0
WSPM_1_3,1.81,2.08,7.34,,,1.5,6.12,10.05,9.47,,,0.96,7.48,,,,,,,,,,,,760.81,,2.37,0.71,8.36
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.57,4.37,7.28,,,2.59,3.24,9.89,8.69,7.09,,1.32,4.39,,,,2.5,5.2,4.1,13.79,16.69,22.91,21.23,3.44,40.81,,2.74,0.62,
PM10_1,1.43,5.37,8.43,,,2.01,3.53,7.51,12.14,24.88,,1.38,3.61,344.04,,,7.32,4.44,10.83,3.14,1.78,4.81,8.25,34.25,5.38,,0.31,9.92,3.58
PM10_2,1.58,4.13,7.8,,,1.33,6.3,5.16,7.6,26.42,,1.37,3.61,,,,9.49,2.53,8.49,2.58,,,4.32,54.83,18.45,,,1.38,70.16
