,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,189.83,110.6,,,,349583316974664.6,373.81,145.41,1596.93,2808.07,,,349583316974664.6,47.04,1089.77,734.38,885.24,1419.68,349583316974664.6,464.89,515.47,992.2,6465.85,244127.17,1369254.63,1100098.34,991957.45,31305302.62,349583316974664.6,14.39,178.91,50155.08
TEMP_0_0,112.11,216.31,31.83,,,,178.65,366.49,819.15,4799.97,,,,29.6,2139.41,69.8,12040.99,27522.2,,469.68,644.12,1235.1,2027.56,312392.08,1426854.35,1466998.98,1966986.86,45999851.58,,15.4,167.8,42730.17
TEMP_1_1,,,5169.05,,,,330.84,,983.92,,401754.84,,,13.26,154.89,5195.43,,,,404.53,908.86,545.88,2723.75,312833.5,1929912.07,993587.4,230373.91,,,17.78,144.04,5988.65
TEMP_0_2,,,,513605.26,,,35.58,,,15911.8,,1120171.87,,25.34,1339.83,,,71292.56,,184.28,350.36,659.81,15691.76,248923.96,1104030.31,1173651.8,1584324.24,,,13.75,137.87,51976.83
TEMP_0_1,,,,,1749762.69,,100.29,139.63,414.75,21882.4,,375691.05,,4.21,,,93776.09,,,151.45,126.34,3432.34,,284141.2,1126931.16,1081413.59,1052201.4,251393108.04,,14.51,186.52,107746.7
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,116.68,78.37,1704.45,3359.5,12907.87,435623619070877.9,563.94,62.91,1241.65,358.06,,,435623619070877.9,37.59,756.43,1926.28,1851.66,2857.76,435623619070877.9,418.07,618.12,1049.48,5673.75,237044.34,1422816.05,722075.3,876891.77,17592853.5,435623619070877.9,14.63,179.22,43199.2
PRES_1_1,111.98,189.06,,,67490.41,,95.67,574.24,191.16,,,,,27.63,1413.52,,16527.58,32359.53,,452.9,611.37,1409.47,2256.72,285324.28,1467185.05,1386127.38,1650154.52,47482355.44,,14.86,170.65,55631.49
PRES_1_0,147.38,125.21,995.17,,,,332.62,24.83,3088.96,,,,,41.85,1587.1,1333.19,2933.31,,,339.77,620.48,1047.62,6387.38,324758.87,1534508.34,1174549.09,1246713.87,41907587.55,,16.49,165.41,24041.78
PRES_1_2,104.67,115.39,,110829.0,450531.3,,39.38,,,39760.56,,,,30.76,2288.32,,23555.58,,,420.56,404.01,973.17,4628.9,354871.97,1431274.58,1819589.18,1739592.85,92897149.9,,15.42,163.66,45957.06
PRES_0_1,,,5007.5,,,,,,,,1021563.23,,,,,6588.57,,,,670.88,855.94,,,276579.06,1799539.1,1261549.61,,,,17.3,123.72,8163.92
PRES_1_3,,,,406900.24,367221.86,,56.44,,,,,1822598.57,,11.34,810.28,,20174.82,91891.44,,230.25,451.6,1632.48,9234.86,194799.76,978679.62,1540017.15,1166908.61,53762907.61,,14.3,135.87,79485.27
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,152.99,122.43,571.34,27414.81,5401.71,273450644817743.0,338.12,159.3,1352.91,4209.15,,22975.88,273450644817743.0,55.62,1057.11,,,,273450644817743.0,461.22,451.35,1263.79,7562.17,182569.23,1230695.51,608326.31,341540.86,,273450644817743.0,13.48,182.36,52104.59
DEWP_0_0,125.24,182.08,79.11,46428.08,,,178.14,240.72,880.23,10196.57,,72675.41,,28.9,3917.19,,,,,310.28,884.84,809.41,1737.69,463828.64,1834822.93,2521021.02,3068097.74,64271490.37,,17.55,138.57,26005.91
DEWP_1_1,37.45,5.12,4210.29,,,,317.52,,1172.25,,424419.31,,,,,6799.07,,,,433.7,985.75,288.34,2877.41,317069.2,1989014.12,862044.23,356363.44,,,17.11,162.19,12156.78
DEWP_0_2,34.76,106.0,,,955404.31,,127.94,320.5,653.59,11658.44,,210284.41,,,,,96303.05,,,402.32,173.57,2377.04,,296271.58,1217830.51,1460277.42,1310403.73,140711500.75,,15.21,178.33,84053.98
DEWP_0_1,44.59,143.11,,176261.72,,,80.82,379.5,,,,627064.37,,3.41,152.06,,,166279.58,,415.77,442.81,1101.79,4108.05,313251.77,1044975.62,1806152.82,3350487.01,152204779.77,,16.33,139.58,46645.96
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,128.9,125.18,893.09,12132.62,33149.14,,236.55,203.96,1011.41,4777.43,99196.13,40572.95,,33.29,1017.36,1106.53,9242.5,13682.2,,1160.44,473.78,90.01,344.31,134898.91,1406063.98,536447.45,299132.92,,,15.96,176.46,27967.67
WSPM_0_1,91.47,93.96,1699.13,24891.44,18032.74,,251.27,166.48,923.7,2650.51,140541.22,88553.18,,25.5,1567.58,2445.3,2547.52,8473.65,,194.24,1358.83,366.05,1334.0,443541.21,2276603.15,1690303.35,1284086.85,12823215.5,,17.26,144.32,18055.58
