,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.48,1.57,,,0.63,0.97,2.95,2.16,,,0.72,0.81,3.97,,0.82,0.44,0.5,0.67,0.3,1.39,1.71,,0.79,0.65,0.55
TEMP_0_0,1.72,0.39,,,1.13,0.52,12.07,0.45,,,1.77,0.72,0.55,,0.8,0.52,0.86,1.03,0.35,0.59,0.43,0.38,0.76,0.78,0.56
TEMP_1_1,,,0.14,,6.53,,0.17,,,,0.49,2.32,,0.13,0.76,0.5,0.55,0.59,0.34,1.52,,,0.7,0.62,0.84
TEMP_0_2,,,,0.03,,,,,0.03,0.03,,,0.15,,0.77,0.47,0.81,1.52,0.26,0.55,,,0.78,0.66,0.67
PRES_0_0,0.59,0.89,6.14,,0.51,2.14,,12.32,,,0.75,0.81,2.29,,0.79,0.5,0.61,0.76,0.34,0.99,1.35,0.63,0.85,0.63,0.46
PRES_1_0,0.94,0.52,,,2.24,0.19,,,,,1.55,0.65,0.84,,0.82,0.46,0.72,0.9,0.28,0.75,0.52,,0.69,0.85,0.67
PRES_0_1,3.09,7.56,0.17,,,,0.16,,,,0.49,2.62,,0.15,0.7,0.54,0.59,0.72,0.34,1.69,0.66,,0.69,0.63,0.9
PRES_1_1,1.54,0.42,,,11.09,,,0.13,,,7.77,0.72,0.37,,1.07,0.39,0.48,0.65,0.31,0.63,0.82,,0.68,0.84,0.97
PRES_1_3,,,,0.03,,,,,0.03,,,,0.15,,0.91,0.42,0.71,1.28,0.24,0.46,,,0.69,0.74,0.72
PRES_1_2,,,,0.03,,,,,,,,,0.15,,0.42,,,,,,,,,0.42,
DEWP_1_0,0.73,1.47,0.51,,0.84,1.34,0.5,11.75,,,0.45,2.7,,,0.66,0.52,0.7,0.94,0.32,1.32,,,0.84,0.6,0.53
DEWP_0_0,0.77,0.63,3.32,,0.86,0.62,3.83,0.72,,,2.69,0.42,,,0.95,0.43,0.51,0.64,0.32,1.23,0.58,0.39,0.68,0.78,0.78
DEWP_0_1,2.62,0.51,,0.15,1.79,0.72,,0.35,0.15,0.15,,,0.15,,1.05,0.49,0.73,0.75,0.31,0.34,0.51,,0.82,0.75,0.43
DEWP_1_1,,,0.14,,,,0.16,,,,,,,0.01,0.59,0.47,0.36,,0.32,,,,0.56,0.73,
WSPM_0_1,0.85,0.78,0.92,0.87,0.91,0.81,0.87,1.37,1.03,0.48,0.7,1.06,1.27,0.67,0.44,1.48,1.17,2.49,0.45,,,,0.86,0.61,0.54
WSPM_0_0,0.82,0.8,1.04,1.04,0.96,0.84,1.12,0.79,0.92,,0.92,0.78,1.11,,2.12,0.2,0.56,1.16,0.15,4.91,,,0.66,0.79,0.95
WSPM_1_1,0.75,0.99,0.94,1.25,0.94,0.94,0.98,0.74,1.13,,1.04,0.71,1.14,,1.53,0.27,0.15,9.2,0.33,3.8,,,0.68,0.7,0.72
WSPM_1_2,0.78,1.15,0.78,1.68,0.89,1.03,0.95,0.85,1.57,,1.25,0.72,0.97,,2.3,0.79,3.58,0.13,1.77,,,,0.64,0.83,0.92
WSPM_1_0,0.79,0.88,1.06,0.83,0.94,0.84,1.07,0.98,0.78,,0.92,0.9,0.96,,1.01,0.24,0.95,2.46,0.15,2.89,,,0.7,0.77,0.83
WSPM_0_2,1.28,0.56,1.79,0.61,0.94,0.73,2.0,0.66,0.51,,1.31,1.21,0.38,,,2.86,3.19,,1.0,0.07,,,1.2,0.7,0.23
WSPM_1_3,2.0,0.46,,,1.8,0.5,0.76,0.63,,,,0.56,0.57,,,,,,,,0.02,,0.5,1.02,
WSPM_0_3,1.36,0.37,,,0.55,,,,,,,0.41,,,,,,,,,,0.01,,0.66,0.17
PM10_0,0.91,0.78,0.95,0.97,1.07,0.75,0.93,0.8,0.86,,1.06,0.77,1.0,0.71,0.92,0.4,0.6,0.64,0.28,1.56,0.63,,0.5,1.22,3.62
PM10_1,0.8,0.87,0.95,0.88,0.85,0.98,0.96,1.15,1.02,0.46,0.76,0.99,1.08,1.37,0.71,0.56,0.59,0.98,0.36,0.83,1.2,0.68,1.34,0.46,0.61
PM10_2,0.82,0.69,1.67,1.65,0.73,0.82,1.7,1.68,1.9,,0.8,1.15,0.71,,0.77,0.79,0.8,1.07,0.4,0.3,,0.25,2.9,0.76,0.1
