,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,0.35,,,,,0.58,1.01,3.33,3.06,3.88,,0.36,1.35,37.03,51.57,,1.24,1.22,1.87,1.89,2.67,3.55,2.53,4.06,6.72,,0.44,0.82,2.08
TEMP_0_1,,0.02,,,,0.03,0.03,0.06,0.08,0.11,,0.01,,,,,0.05,0.04,0.05,0.06,0.08,0.11,0.08,,0.43,,0.02,0.03,0.07
TEMP_0_0,,,0.01,,,0.01,,0.01,0.01,0.02,,,,,,,0.01,0.01,0.02,0.01,0.02,0.02,0.02,,0.06,,,0.01,0.02
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,0.12,0.58,0.71,,,0.13,,,,3.2,,0.11,0.38,,,,0.37,0.37,0.6,0.53,0.8,0.95,0.72,1.89,2.8,,0.13,0.25,0.8
PRES_1_3,0.03,0.08,,,,,0.04,,,,,0.02,0.1,3.23,3.73,,0.11,0.09,0.11,0.14,0.18,0.27,0.19,0.22,0.41,,0.03,0.06,0.12
PRES_1_1,,,0.01,0.28,,,,,,0.04,,,,,,,0.01,0.01,0.01,0.01,0.01,0.02,0.01,,0.04,,,,0.01
PRES_1_0,,0.01,0.01,,,,,,,0.01,,,,,,,0.01,,0.01,0.01,0.02,0.01,0.01,,0.03,,,,0.01
PRES_0_0,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.61,1.68,,,,0.91,1.43,4.46,3.83,5.24,,0.48,,,,,1.79,1.83,2.41,2.7,4.12,4.88,3.62,7.96,13.19,,0.66,1.14,3.04
DEWP_0_1,0.03,,0.06,4.24,,0.04,0.07,0.09,0.11,0.17,,,0.03,,,,0.09,0.06,0.12,0.09,0.11,0.18,0.13,0.22,0.29,,0.02,0.04,0.11
DEWP_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.01,0.05,0.08,,,0.02,0.04,0.07,0.09,0.09,,0.01,0.05,0.84,1.08,,0.02,0.15,,0.35,,,0.18,,,,0.02,0.02,0.05
WSPM_0_1,0.01,0.05,0.06,,,0.02,0.04,0.1,0.06,0.1,,0.01,0.03,,,,0.16,0.02,0.21,0.11,0.14,0.14,0.08,,,,0.01,0.03,0.09
WSPM_0_2,0.01,0.01,0.03,,,0.01,0.01,0.03,0.03,0.04,,,0.02,,,,,0.05,0.01,0.06,,0.07,0.06,,,,0.01,0.01,0.02
WSPM_0_0,,0.01,0.01,,,,0.01,0.01,0.01,0.02,,,,,,,0.01,0.01,0.02,,0.01,0.01,0.01,,0.05,,,,0.01
WSPM_1_2,,,0.01,,,,,0.01,0.01,0.02,,,,,,,,0.01,,0.01,,0.02,0.01,,,,,0.01,
WSPM_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_4,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,
WSPM_1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.3,0.97,1.56,88.02,,0.42,0.79,1.66,1.87,3.34,,0.27,0.78,,,,1.2,0.81,1.45,1.07,1.57,2.03,1.55,6.92,4.8,,0.27,0.81,5.8
PM10_1,0.04,0.11,0.18,,,0.06,0.09,0.23,0.19,0.22,,0.03,0.11,2.53,3.62,,0.09,0.11,0.12,0.28,0.34,0.41,0.3,0.33,0.99,,0.06,0.05,0.17
PM10_2,,0.01,0.01,,,,,0.02,0.01,0.01,,,0.01,,0.15,,,0.01,0.01,0.02,,0.04,0.02,0.01,0.03,,,,
