,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRES_0_1,1.02,1.0,,,1.02,1.0,1.26,1.01,1.04,1.01,1.0,1.01,1.0,1.0,1.11,1.02,1.0,1.0
PRES_0_0,67.88,,1.01,,66.16,,,82.2,28.3,,,,,,10.0,47.49,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.09,1.09,1.06,,1.0,,,1.14,1.01,1.1,1.0,1.1,1.29,1.0,1.05,1.1,1.06,1.03
DEWP_1_0,12.36,12.16,,,,1.01,,8.01,94.88,12.01,,12.08,5.08,,,11.62,18.0,
DEWP_0_0,232.21,280.1,,,,,1.22,,,,,,32.46,,,160.43,,
WSPM_0_1,2.33,2.32,2.85,,2.44,1.52,,1.06,,,,4.26,11.11,,,2.33,2.33,2.79
WSPM_0_2,5.47,5.62,2.22,,5.06,39.67,,,1.03,,,21.06,,,,5.63,5.03,
WSPM_0_0,9.08,8.99,,,9.13,8.71,,,,1.57,,2.36,12.06,,,8.89,9.36,
WSPM_0_3,10.87,10.69,,,9.94,,,,,,1.01,61.42,,,,13.05,7.79,4.11
WSPM_1_0,11.97,11.91,,,11.99,11.9,,20.01,43.59,3.31,73.82,3.63,,,,11.39,14.2,
WSPM_1_1,20.91,20.58,,,24.68,8.6,3.25,151.24,,18.71,,,1.23,,,18.15,31.17,
WSPM_0_4,24.11,23.72,,,22.05,,,,,,,,,1.01,,24.43,31.17,
WSPM_1_2,73.53,80.4,10.92,,72.06,,,,,,,,,,1.09,51.62,,
PM10_0,1.49,1.5,1.04,,1.5,1.4,1.05,1.47,1.51,1.45,1.77,1.49,1.33,1.52,1.06,1.08,6.39,
PM10_1,3.45,3.4,,,3.35,4.99,,3.51,3.28,3.62,2.51,3.43,4.64,4.41,,14.95,1.21,3.0
PM10_2,113.13,111.32,,,106.2,,,111.21,,,38.67,,,,,,102.24,1.73
