,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,1.12,,,0.96,1.62,1.59,1.95,,,1.04,1.07,1.83,,1.06,1.66,1.89,1.98,2.28,2.58,5.41,9.37,0.97,1.03,2.25
TEMP_0_0,0.89,1.0,,,0.86,1.37,1.52,1.7,,,0.88,0.93,1.58,,0.93,1.53,1.73,1.77,2.08,2.24,5.04,7.19,0.88,0.94,2.16
TEMP_1_1,,,1.0,,0.56,0.87,0.95,,,,0.57,0.61,,4.37,0.59,0.93,1.03,1.11,1.3,1.39,,,0.55,0.57,1.28
TEMP_0_2,,,,1.0,,,,,1.11,2.79,,,0.47,,0.28,0.45,0.49,0.53,0.6,0.64,,,0.27,0.27,0.57
PRES_0_0,1.04,1.16,1.78,,1.0,1.62,,2.0,,,1.06,1.11,1.91,,1.11,1.74,1.98,2.07,2.46,2.72,4.58,9.59,1.01,1.07,2.33
PRES_1_0,0.62,0.73,,,0.62,1.0,,,,,0.68,0.66,1.13,,0.66,1.06,1.23,1.27,1.4,1.53,3.92,,0.63,0.68,1.67
PRES_0_1,0.63,0.62,1.05,,,,1.0,,,,0.61,0.63,,4.61,0.61,1.0,1.1,1.16,1.38,1.47,3.27,,0.58,0.61,1.33
PRES_1_1,0.52,0.59,,,0.48,,,1.0,,,0.44,0.56,0.92,,0.52,0.88,1.0,1.04,1.17,1.34,3.64,,0.52,0.54,1.25
PRES_1_3,,,,0.92,,,,,1.0,,,,0.43,,0.26,0.41,0.48,0.49,0.56,0.62,,,0.24,0.25,0.53
PRES_1_2,,,,0.36,,,,,,1.0,,,0.16,,0.1,,,,0.18,,,,,0.09,
DEWP_1_0,0.97,1.09,1.74,,0.95,1.48,1.64,2.12,,,1.0,1.04,1.66,,1.04,1.62,1.79,1.8,2.29,2.39,,,0.94,1.01,2.14
DEWP_0_0,0.95,1.07,1.63,,0.9,1.51,1.57,1.79,,,0.97,1.0,,,0.97,1.61,1.85,1.98,2.14,2.49,5.9,7.84,0.93,0.98,2.38
DEWP_0_1,0.54,0.63,,2.21,0.53,0.88,,1.1,2.37,6.86,,,1.0,,0.6,0.95,1.09,1.14,1.3,1.41,3.18,,0.57,0.59,1.28
DEWP_1_1,,,0.21,,,,0.2,,,,,,,1.0,0.12,0.17,0.18,,0.31,,,,0.11,0.11,
WSPM_0_1,0.94,1.08,1.66,3.59,0.9,1.48,1.6,1.88,3.99,10.58,0.95,1.02,1.69,7.17,1.0,1.64,1.7,1.95,2.26,1.29,,,0.94,0.97,2.05
WSPM_0_0,0.59,0.65,1.07,2.2,0.58,0.93,0.99,1.08,2.43,,0.61,0.6,1.03,,0.61,1.0,1.22,1.11,1.37,1.77,4.13,,0.58,0.62,1.41
WSPM_1_1,0.54,0.59,0.94,1.96,0.51,0.79,0.88,1.01,1.96,,0.55,0.54,0.89,,0.56,0.82,1.0,1.21,1.03,1.34,,,0.5,0.55,1.21
WSPM_1_2,0.51,0.58,0.9,1.6,0.49,0.79,0.86,1.0,2.05,,0.58,0.55,0.86,,0.51,0.88,0.73,1.0,1.39,1.63,,,0.5,0.54,1.65
WSPM_1_0,0.43,0.48,0.78,1.65,0.42,0.73,0.72,0.8,1.77,,0.44,0.46,0.76,,0.45,0.75,0.97,0.84,1.0,1.2,,,0.43,0.45,1.05
WSPM_0_2,0.4,0.45,0.79,1.59,0.37,0.63,0.75,0.75,1.62,,0.4,0.4,0.71,,0.78,0.58,0.77,0.61,0.94,1.01,,,0.37,0.42,0.88
WSPM_1_3,0.21,0.2,,,0.22,0.25,0.31,0.27,,,,0.19,0.31,,,0.25,,,,,1.0,,0.17,0.22,
WSPM_0_3,0.11,0.14,,,0.1,,,,,,,0.13,,,,,,,,,,1.0,,0.13,0.24
PM10_0,1.02,1.16,1.8,3.79,0.98,1.63,1.71,1.96,4.17,,1.06,1.07,1.78,8.64,1.05,1.73,2.08,2.05,2.32,2.77,6.39,,1.0,1.06,3.19
PM10_1,0.96,1.06,1.73,3.62,0.91,1.46,1.64,1.84,3.85,11.2,0.96,1.02,1.66,7.25,1.02,1.62,1.69,1.95,2.28,2.28,3.95,8.39,0.98,1.0,1.97
PM10_2,0.43,0.47,0.76,1.62,0.44,0.68,0.73,0.79,2.06,,0.47,0.46,0.82,,0.47,0.64,0.78,0.67,0.94,1.09,,4.16,0.29,0.45,1.0
