,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.21,0.27,,,0.27,0.28,1.15,0.82,,,0.27,0.3,1.83,,0.26,0.12,0.13,0.19,0.07,0.49,0.43,0.97,0.27,0.22,0.14
TEMP_0_0,0.3,0.14,,,0.3,0.16,4.41,0.15,,,0.49,0.23,0.2,,0.23,0.09,0.11,0.2,0.05,0.17,0.13,0.12,0.22,0.2,0.11
TEMP_1_1,,3.56,0.02,,0.89,1.56,0.02,,,,0.07,0.2,,0.02,0.08,0.04,0.04,0.05,0.02,0.18,,,0.08,0.06,0.05
TEMP_0_2,,,,,,,,,,,,,,,0.02,0.01,0.01,0.03,,0.01,,,0.02,0.02,0.01
PRES_0_0,0.25,0.26,2.71,,0.25,0.39,,1.89,,,0.3,0.31,1.14,,0.3,0.13,0.15,0.22,0.07,0.44,0.44,0.31,0.3,0.24,0.13
PRES_1_0,0.13,0.08,,,0.17,0.04,,,,,0.22,0.1,0.16,,0.11,0.05,0.07,0.11,0.02,0.09,0.07,,0.11,0.1,0.07
PRES_0_1,0.45,0.63,0.03,,,,0.03,,,,0.07,0.24,,0.02,0.08,0.04,0.04,0.07,0.02,0.22,0.07,,0.08,0.07,0.06
PRES_1_1,0.11,0.05,,,0.39,,,0.02,,,0.47,0.09,0.05,,0.09,0.03,0.03,0.05,0.02,0.06,0.1,,0.07,0.07,0.05
PRES_1_3,,,,,,,,,,,,,,,0.02,0.01,0.01,0.02,,0.01,,,0.02,0.01,0.01
PRES_1_2,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.29,0.39,0.22,,0.34,0.37,0.21,3.48,,,0.19,0.45,6.86,,0.23,0.11,0.13,0.21,0.06,0.49,0.58,,0.25,0.2,0.13
DEWP_0_0,0.24,0.17,1.16,,0.3,0.19,1.44,0.28,,,0.48,0.17,,,0.25,0.1,0.11,0.18,0.06,0.35,0.21,0.13,0.24,0.22,0.15
DEWP_0_1,0.22,0.07,,0.02,0.18,0.08,,0.05,0.02,0.02,,,0.02,,0.11,0.04,0.06,0.07,0.02,0.04,0.06,,0.1,0.08,0.04
DEWP_1_1,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_1,0.27,0.25,0.37,0.33,0.32,0.25,0.35,0.53,0.4,0.17,0.26,0.32,0.51,0.21,0.18,0.12,0.13,0.32,0.05,0.79,0.78,,0.25,0.19,0.11
WSPM_0_0,0.11,0.09,0.17,0.17,0.14,0.1,0.17,0.11,0.15,,0.13,0.1,0.18,,0.12,0.03,0.05,0.08,0.02,0.26,0.18,,0.08,0.09,0.07
WSPM_1_1,0.09,0.07,0.11,0.13,0.11,0.08,0.12,0.09,0.12,,0.1,0.08,0.14,,0.08,0.03,0.02,0.11,0.02,0.21,,,0.07,0.07,0.05
WSPM_1_2,0.08,0.07,0.09,0.14,0.09,0.07,0.11,0.1,0.18,,0.1,0.08,0.11,,0.09,0.03,0.05,0.01,0.03,0.28,,,0.07,0.07,0.06
WSPM_1_0,0.06,0.05,0.09,0.07,0.07,0.05,0.09,0.07,0.07,,0.06,0.06,0.08,,0.05,0.02,0.03,0.06,0.01,0.15,,,0.05,0.04,0.03
WSPM_0_2,0.06,0.04,0.16,0.04,0.06,0.04,0.18,0.04,0.04,,0.08,0.07,0.03,,0.27,0.03,0.05,0.06,0.02,0.01,,,0.06,0.04,0.01
WSPM_1_3,0.02,0.01,,,0.03,0.01,0.01,0.01,,,0.07,0.01,0.01,,0.04,0.01,,,0.01,,,,0.01,0.01,0.01
WSPM_0_3,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.36,0.26,0.43,0.43,0.43,0.28,0.43,0.36,0.41,,0.39,0.31,0.47,0.34,0.29,0.11,0.14,0.19,0.06,0.54,0.25,,0.23,0.28,0.41
PM10_1,0.28,0.25,0.4,0.34,0.31,0.27,0.41,0.42,0.38,0.19,0.28,0.32,0.44,0.33,0.24,0.11,0.12,0.23,0.06,0.27,0.31,0.29,0.29,0.18,0.1
PM10_2,0.05,0.04,0.13,0.14,0.06,0.05,0.14,0.11,0.16,,0.06,0.07,0.06,,0.06,0.02,0.03,0.05,0.01,0.02,,0.02,0.08,0.04,0.01
