,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.34,,,,,0.94,0.72,0.3,0.39,0.49,,1.0,0.47,0.39,0.6,,0.71,0.73,0.56,0.99,0.6,0.64,1.3,0.67,0.48,,1.02,0.96,0.76
TEMP_0_1,,2.95,,,,0.39,0.98,1.03,0.71,0.71,,1.23,,,,,0.61,0.69,0.95,1.14,0.82,0.83,1.38,,0.2,,0.97,1.23,0.77
TEMP_0_0,,,4.13,,,0.69,,0.86,1.68,1.4,,,2.65,,,,0.47,1.07,0.45,1.39,0.49,0.95,1.58,,0.4,,0.96,1.11,0.76
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.05,0.32,0.47,,,1.77,,,,0.07,,0.97,0.56,,,,0.75,0.75,0.52,1.21,0.66,0.85,1.46,0.29,0.27,,1.12,0.92,0.49
PRES_1_3,0.93,0.9,,,,,2.49,,,,,1.04,0.39,0.26,0.57,,0.45,0.63,0.77,0.89,0.63,0.6,1.16,1.15,0.69,,0.88,1.01,1.18
PRES_1_1,0.48,1.21,0.93,2.36,,,,4.53,,0.22,,0.59,1.35,,,,0.82,0.53,0.5,1.32,1.02,0.61,1.39,,0.48,,1.1,0.92,0.53
PRES_1_0,0.57,0.66,1.46,,,,,,4.72,1.7,,0.79,0.94,,,,0.44,1.26,0.78,1.12,0.25,0.7,1.63,,0.46,,0.96,1.23,0.66
PRES_0_0,0.72,0.57,1.14,,,0.1,,,1.76,5.98,,0.81,0.74,2.53,,,1.02,0.98,0.76,0.5,0.39,0.58,0.89,,,,0.58,1.71,1.33
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.96,0.84,,,,0.84,0.77,0.35,0.53,0.57,,1.23,,,,,0.74,0.71,0.72,1.05,0.54,0.74,1.37,0.39,0.3,,0.99,1.07,0.79
DEWP_0_1,0.62,,2.22,1.09,,0.68,0.4,1.08,0.89,0.77,,,2.65,,,,0.35,0.96,0.37,1.17,0.92,0.69,1.33,0.57,0.77,,1.06,0.89,0.65
DEWP_0_0,1.35,,,,,,,,,4.85,,,,35.87,,,2.3,,,,,,,,,,0.48,1.98,
DEWP_1_0,1.35,,,,,,,,,,,,,,40.65,,2.65,,,,,,,,,,,1.5,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.95,0.58,0.39,,,0.89,0.46,0.63,0.52,0.92,,1.03,0.35,0.88,0.86,,2.91,0.05,,0.13,,,0.37,,,,0.66,1.47,1.38
WSPM_0_1,0.84,0.57,0.76,,,0.78,0.57,0.39,0.98,0.82,,0.85,0.83,,,,0.05,2.81,0.06,0.46,0.21,0.4,1.53,,,,1.09,0.97,0.47
WSPM_0_2,0.77,0.95,0.42,,,0.65,0.86,0.41,0.75,0.67,,1.05,0.38,,,,,0.06,3.63,0.23,,0.17,0.72,,,,0.8,1.53,0.82
WSPM_0_0,0.79,0.65,0.81,,,0.88,0.54,0.7,0.61,0.42,,0.89,0.74,,,,0.05,0.3,0.13,3.93,0.66,1.23,4.33,,0.21,,1.36,0.44,0.2
WSPM_1_2,0.83,0.83,0.43,,,0.8,0.69,0.94,0.27,0.62,,0.78,0.97,,,,,0.29,,1.16,4.83,0.37,0.38,,,,1.36,0.46,
WSPM_1_1,0.79,0.69,0.73,,,0.94,0.52,0.49,0.51,0.58,,0.93,0.64,,,,,0.6,0.28,2.42,0.3,5.75,1.04,,,,1.36,0.66,0.24
WSPM_1_0,0.86,0.6,0.66,,,0.88,0.52,0.55,0.79,0.43,,0.93,0.66,,,,0.14,0.76,0.22,3.36,0.28,0.81,4.1,,,,1.25,0.64,0.4
WSPM_0_4,1.34,,,,,0.51,1.77,,,,,0.79,0.89,1.27,,,,,,,,,,7.51,,,0.3,1.57,2.09
WSPM_1_3,1.04,0.28,0.52,,,0.52,1.12,0.59,0.52,,,0.66,1.21,,,,,,,0.31,,,,,10.0,,1.24,0.49,0.98
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.91,0.59,0.52,0.37,,0.9,0.59,0.6,0.54,0.37,,0.9,0.71,,,,0.37,0.87,0.41,1.55,1.02,1.04,1.75,0.1,0.6,,1.41,0.5,0.13
PM10_1,0.82,0.72,0.59,,,0.71,0.65,0.45,0.84,1.04,,0.94,0.58,0.5,0.47,,1.0,0.68,1.01,0.42,0.1,0.3,0.89,0.8,0.09,,0.54,2.14,0.7
PM10_2,0.91,0.55,0.55,,,0.46,1.17,0.3,0.58,1.15,,0.93,0.61,,1.31,,1.31,0.37,0.79,0.28,,0.18,0.48,1.28,0.24,,0.09,1.0,4.15
