,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.69,1.28,,,0.91,1.12,4.06,2.88,,,0.95,1.08,5.84,,0.95,0.48,0.59,0.83,0.29,1.82,1.96,3.64,0.99,0.81,0.58
TEMP_0_0,1.75,0.63,,,1.6,0.79,19.97,0.72,,,2.62,1.09,0.91,,1.21,0.58,0.77,1.17,0.33,0.87,0.65,0.63,1.11,1.07,0.7
TEMP_1_1,,,0.38,,17.39,47.57,0.46,,,,1.27,4.88,,0.32,1.67,0.94,1.0,1.24,0.55,3.73,,,1.62,1.38,1.51
TEMP_0_2,,,,0.18,,,,,0.18,0.19,,,0.82,,3.93,1.8,3.24,6.86,0.87,2.39,,,3.8,3.23,2.32
PRES_0_0,0.76,0.95,8.29,,0.71,1.74,,8.72,,,0.95,1.02,3.24,,0.94,0.5,0.61,0.85,0.3,1.34,1.58,0.89,1.0,0.76,0.48
PRES_1_0,1.82,1.1,,,3.08,0.45,,,,,3.16,1.39,1.93,,1.59,0.76,1.12,1.57,0.4,1.42,1.08,,1.48,1.57,1.21
PRES_0_1,7.44,13.59,0.42,,,,0.4,,,,1.2,5.03,,0.34,1.46,0.95,1.01,1.4,0.53,3.93,1.43,,1.5,1.33,1.53
PRES_1_1,3.22,1.09,,,15.62,,,0.36,,,15.08,2.01,1.03,,2.4,0.79,0.92,1.45,0.54,1.53,2.31,,1.78,1.95,1.79
PRES_1_3,,,,0.2,,,,,0.17,,,,0.9,,4.95,1.77,3.35,6.29,0.9,2.45,,,3.76,3.79,2.47
PRES_1_2,,,,0.54,,,,,,0.07,,,2.33,,6.51,,,,2.43,,,,,6.65,
DEWP_1_0,1.03,1.75,0.78,,1.23,1.65,0.76,15.91,,,0.67,2.41,43.31,,0.89,0.56,0.67,1.0,0.3,1.88,,,1.05,0.8,0.59
DEWP_0_0,1.05,0.8,4.89,,1.23,0.86,5.78,1.08,,,2.58,0.66,,,1.14,0.49,0.6,0.86,0.31,1.64,0.86,0.56,0.96,0.98,0.83
DEWP_0_1,4.99,1.23,,0.39,3.82,1.64,,0.88,0.39,0.4,,,0.39,,2.31,0.88,1.34,1.52,0.48,0.77,1.17,,1.9,1.61,0.84
DEWP_1_1,,,1.82,,,,2.03,,,,,,,0.08,5.92,3.9,3.02,,2.41,,,,6.4,6.57,
WSPM_0_1,1.1,1.08,1.4,1.34,1.28,1.09,1.33,2.13,1.6,0.75,1.03,1.39,1.97,0.91,0.67,0.82,0.8,1.78,0.33,6.5,,,1.12,0.81,0.59
WSPM_0_0,1.83,1.64,2.57,2.59,2.24,1.81,2.69,1.81,2.28,,2.09,1.78,2.72,,3.01,0.47,0.97,1.88,0.3,6.09,4.76,,1.42,1.61,1.49
WSPM_1_1,2.07,1.92,2.61,3.01,2.58,2.22,2.77,2.04,2.69,,2.5,1.89,3.11,,2.23,0.64,0.41,5.67,0.48,7.51,,,1.69,1.63,1.44
WSPM_1_2,2.23,2.29,2.28,3.94,2.55,2.41,2.78,2.43,4.6,,3.09,2.08,2.77,,3.13,1.16,3.2,0.37,1.73,10.82,,,1.73,1.91,2.19
WSPM_1_0,2.55,2.28,3.58,2.83,3.09,2.46,3.55,3.08,2.64,,2.8,2.77,3.22,,2.63,0.82,2.06,5.68,0.44,7.46,,,2.15,2.07,1.89
WSPM_0_2,3.94,1.96,7.42,2.28,3.16,2.4,8.27,2.28,1.92,,4.54,3.96,1.4,,54.72,3.73,5.84,8.32,1.75,0.28,,,3.58,2.24,0.74
WSPM_1_3,14.53,3.76,,,14.83,3.7,6.24,4.35,,,,4.59,4.7,,,5.8,,,,,0.13,,3.94,6.69,
WSPM_0_3,9.51,4.47,,,6.2,,,,,,,5.03,,,,,,,,,,0.08,,7.29,1.55
PM10_0,1.17,0.95,1.35,1.37,1.44,0.98,1.33,1.13,1.24,,1.35,1.03,1.44,1.03,1.06,0.43,0.62,0.73,0.26,1.97,0.86,,0.71,1.14,2.43
PM10_1,1.09,1.09,1.45,1.29,1.21,1.21,1.48,1.65,1.49,0.69,1.09,1.33,1.62,1.63,0.95,0.59,0.6,1.15,0.33,1.13,1.39,1.04,1.39,0.68,0.56
PM10_2,2.36,1.96,5.44,5.65,2.41,2.35,5.73,5.01,6.47,,2.66,3.4,2.43,,2.37,1.53,1.97,2.66,0.79,0.96,,0.86,5.24,1.98,0.33
