,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.53,0.36,0.98,0.69,0.44,0.88,0.77,0.72,0.69,0.69,0.63,0.62,0.52,0.94,0.83,0.49
PRES_0_1,1.0,1.0,,,0.98,0.69,0.45,0.88,0.77,0.72,0.7,0.69,0.63,0.62,0.51,0.94,0.83,0.49
PRES_0_0,2.08,,1.1,,2.05,,,1.65,1.67,1.33,,1.3,,,1.16,1.96,1.54,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.01,1.01,0.52,0.37,1.0,0.74,,0.89,0.78,0.73,0.7,0.7,0.65,0.63,0.52,0.96,0.84,0.5
DEWP_1_0,1.45,1.44,,,,0.99,0.42,1.26,1.75,1.01,,0.98,0.88,,,1.34,1.22,0.6
DEWP_0_0,2.29,1.98,,,,1.65,1.02,1.7,,1.5,,1.53,1.37,,,2.16,2.14,1.06
WSPM_0_1,1.13,1.13,0.69,,1.11,0.78,0.43,1.0,0.95,0.8,0.98,0.79,0.74,0.46,0.55,1.08,0.93,0.53
WSPM_0_2,1.29,1.3,0.59,0.65,1.27,0.58,,1.05,1.0,0.95,0.75,0.9,0.6,,0.7,1.21,1.0,0.48
WSPM_0_0,1.39,1.39,,,1.37,1.06,0.82,1.27,0.79,1.0,0.91,0.94,0.88,,0.86,1.29,1.24,0.76
WSPM_0_3,1.43,1.43,,,1.41,,,0.96,1.33,1.05,1.0,0.94,,,,1.36,1.18,0.74
WSPM_1_0,1.45,1.44,,,1.42,1.04,0.55,1.29,1.03,1.05,0.95,1.0,0.95,,0.87,1.35,1.27,0.85
WSPM_1_1,1.58,1.57,,,1.54,1.13,0.83,1.39,1.44,1.11,,1.04,1.0,,0.54,1.47,1.46,1.06
WSPM_0_4,1.61,1.61,,,1.59,,,2.29,,,,1.36,,1.0,,1.51,1.35,
WSPM_1_2,2.01,1.9,,,1.98,,,1.84,1.66,1.26,,1.27,1.29,,1.05,1.89,2.76,
PM10_0,1.06,1.06,0.56,0.38,1.04,0.73,0.51,0.93,0.83,0.78,0.76,0.74,0.71,0.65,0.59,1.0,0.88,0.57
PM10_1,1.2,1.2,,,1.19,0.81,0.38,1.03,0.93,0.8,0.8,0.79,0.67,0.78,0.32,1.13,1.0,0.55
PM10_2,2.02,2.01,,,1.99,,,1.77,1.64,1.16,1.21,1.33,,,,1.9,1.71,1.0
