,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.3,0.9,,,1.16,0.87,0.38,0.49,,,1.1,1.02,0.37,,1.09,1.2,1.03,0.86,1.34,0.54,0.34,0.26,1.07,1.17,0.93
TEMP_0_0,0.88,1.39,,,0.94,1.04,0.2,1.03,,,0.67,1.06,0.96,,1.02,1.24,1.02,0.79,1.42,0.82,0.68,0.55,1.13,1.13,1.02
TEMP_1_1,,,1.99,,0.42,0.19,1.85,,,,1.4,0.75,,0.93,1.22,1.3,1.14,1.05,1.5,0.54,,,1.27,1.32,0.88
TEMP_0_2,,,,3.3,,,,,3.27,2.0,,,2.17,,1.25,1.5,1.01,0.71,1.83,1.0,,,1.37,1.37,1.03
PRES_0_0,1.21,1.01,0.26,,1.27,0.65,,0.27,,,1.05,1.03,0.48,,1.08,1.17,1.0,0.83,1.37,0.63,0.27,0.51,1.04,1.17,0.99
PRES_1_0,1.04,1.34,,,0.86,1.76,,,,,0.86,1.15,0.82,,1.1,1.3,1.04,0.85,1.46,0.74,0.74,,1.21,1.19,1.09
PRES_0_1,0.62,0.36,1.78,,,,1.91,,,,1.4,0.68,,0.88,1.24,1.27,1.11,0.94,1.5,0.5,0.59,,1.27,1.3,0.82
PRES_1_1,0.92,1.52,,,0.39,,,2.06,,,0.3,1.14,1.26,,0.96,1.47,1.28,1.0,1.47,0.89,0.69,,1.28,1.15,0.88
PRES_1_3,,,,3.34,,,,,3.51,,,,2.2,,1.18,1.6,1.15,0.79,1.95,1.14,,,1.44,1.36,1.05
PRES_1_2,,,,3.84,,,,,,6.76,,,2.5,,1.88,,,,1.6,,,,,1.75,
DEWP_1_0,1.09,0.79,0.95,,1.03,0.67,0.98,0.25,,,1.33,0.7,0.13,,1.18,1.15,0.96,0.73,1.42,0.51,,,1.07,1.22,0.92
DEWP_0_0,1.1,1.2,0.36,,1.01,1.02,0.35,0.79,,,0.68,1.35,,,0.98,1.28,1.12,0.96,1.34,0.61,0.66,0.58,1.16,1.11,0.96
DEWP_0_1,0.65,1.31,,1.45,0.78,0.97,,1.26,1.37,1.03,,,1.94,,1.01,1.3,1.01,0.93,1.51,1.14,0.67,,1.16,1.21,1.11
DEWP_1_1,,,2.52,,,,2.45,,,,,,,5.86,1.78,1.42,1.37,,2.44,,,,1.74,1.51,
WSPM_0_1,1.04,1.03,0.69,0.54,0.99,0.86,0.74,0.6,0.49,0.48,1.04,0.95,0.63,0.37,1.33,1.01,0.84,0.64,1.4,0.11,,,1.08,1.19,0.89
WSPM_0_0,1.1,1.08,0.72,0.51,1.05,0.91,0.69,0.79,0.53,,1.02,1.04,0.7,,0.82,1.74,1.28,0.74,1.88,0.52,0.44,,1.27,1.19,0.89
WSPM_1_1,1.2,1.14,0.78,0.52,1.06,0.85,0.76,0.87,0.47,,1.05,1.13,0.69,,1.1,1.48,1.9,0.64,1.28,0.41,,,1.23,1.27,0.95
WSPM_1_2,1.17,1.1,0.86,0.37,1.1,0.89,0.8,0.86,0.42,,1.12,1.21,0.76,,0.89,1.33,0.47,2.05,1.16,0.49,,,1.32,1.26,1.33
WSPM_1_0,1.15,1.14,0.75,0.63,1.08,1.08,0.74,0.76,0.61,,1.07,1.11,0.8,,1.1,1.7,1.23,0.55,1.92,0.51,,,1.3,1.26,0.99
WSPM_0_2,1.03,1.35,0.65,0.8,1.11,1.06,0.63,0.97,0.76,,0.91,0.9,1.34,,0.67,0.65,0.63,0.34,1.08,2.49,,,0.98,1.32,1.49
WSPM_1_3,1.07,1.61,,,1.25,1.18,1.04,0.85,,,,1.46,1.18,,,0.8,,,,,4.31,,1.66,1.6,
WSPM_0_3,1.2,1.92,,,1.49,,,,,,,1.86,,,,,,,,,,5.72,,1.69,1.85
PM10_0,0.99,1.06,0.68,0.5,0.91,0.91,0.7,0.76,0.51,,0.92,1.02,0.68,0.39,0.98,1.3,1.12,0.93,1.4,0.56,0.63,,1.27,0.98,0.74
PM10_1,1.06,0.99,0.7,0.54,1.0,0.78,0.72,0.64,0.47,0.53,1.0,0.94,0.66,0.27,1.14,1.15,0.95,0.78,1.38,0.63,0.27,0.45,1.0,1.32,0.85
PM10_2,1.22,1.22,0.59,0.43,1.33,1.0,0.61,0.58,0.49,,1.23,0.99,1.05,,1.26,0.99,0.91,0.57,1.32,1.24,,0.97,0.46,1.31,2.22
