,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.24,,,,,0.8,0.55,0.19,0.25,0.29,,0.94,0.36,0.14,0.19,,0.52,0.53,0.38,0.63,0.37,0.37,0.75,0.38,0.25,,0.91,0.75,0.49
TEMP_0_1,,2.16,,,,0.33,0.76,0.66,0.45,0.42,,1.16,,,,,0.45,0.51,0.65,0.73,0.51,0.48,0.8,,0.1,,0.87,0.96,0.49
TEMP_0_0,,,2.75,,,0.58,,0.56,1.07,0.82,,,2.0,,,,0.34,0.78,0.31,0.89,0.31,0.55,0.91,,0.21,,0.86,0.86,0.49
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,0.97,0.23,0.31,,,1.5,,,,0.04,,0.91,0.43,,,,0.55,0.55,0.35,0.77,0.41,0.49,0.85,0.16,0.14,,1.01,0.72,0.32
PRES_1_3,0.86,0.66,,,,,1.92,,,,,0.98,0.29,0.09,0.18,,0.33,0.46,0.53,0.57,0.39,0.35,0.67,0.65,0.35,,0.79,0.79,0.76
PRES_1_1,0.44,0.89,0.62,0.62,,,,2.93,,0.13,,0.56,1.02,,,,0.6,0.39,0.34,0.84,0.64,0.36,0.8,,0.24,,0.99,0.72,0.34
PRES_1_0,0.52,0.49,0.97,,,,,,3.0,1.0,,0.75,0.71,,,,0.32,0.92,0.53,0.71,0.16,0.4,0.94,,0.23,,0.86,0.96,0.42
PRES_0_0,0.66,0.42,0.76,,,0.08,,,1.12,3.51,,0.77,0.56,0.89,,,0.75,0.72,0.52,0.32,0.24,0.34,0.52,,,,0.52,1.33,0.86
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.88,0.62,,,,0.71,0.6,0.23,0.34,0.34,,1.16,,,,,0.54,0.52,0.49,0.67,0.34,0.43,0.79,0.22,0.15,,0.89,0.84,0.51
DEWP_0_1,0.57,,1.47,0.29,,0.57,0.3,0.7,0.57,0.45,,,2.01,,,,0.26,0.7,0.25,0.75,0.57,0.4,0.77,0.32,0.39,,0.95,0.7,0.42
DEWP_0_0,1.24,,,,,,,,,2.85,,,,12.69,,,1.69,,,,,,,,,,0.44,1.54,
DEWP_1_0,1.24,,,,,,,,,,,,,,12.65,,1.94,,,,,,,,,,,1.17,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.87,0.42,0.26,,,0.76,0.35,0.41,0.33,0.54,,0.97,0.27,0.31,0.27,,2.14,0.04,,0.08,,,0.21,,,,0.59,1.15,0.89
WSPM_0_1,0.77,0.42,0.51,,,0.66,0.44,0.25,0.62,0.48,,0.8,0.62,,,,0.04,2.06,0.04,0.3,0.13,0.23,0.88,,,,0.98,0.76,0.3
WSPM_0_2,0.71,0.7,0.28,,,0.55,0.66,0.26,0.48,0.39,,0.99,0.29,,,,,0.04,2.49,0.14,,0.1,0.42,,,,0.72,1.2,0.53
WSPM_0_0,0.72,0.48,0.54,,,0.75,0.42,0.46,0.39,0.25,,0.84,0.56,,,,0.04,0.22,0.09,2.51,0.41,0.71,2.5,,0.11,,1.22,0.35,0.13
WSPM_1_2,0.76,0.61,0.28,,,0.68,0.53,0.61,0.17,0.37,,0.74,0.73,,,,,0.21,,0.74,3.02,0.21,0.22,,,,1.22,0.36,
WSPM_1_1,0.73,0.51,0.49,,,0.8,0.4,0.31,0.33,0.34,,0.88,0.48,,,,,0.44,0.19,1.55,0.19,3.33,0.6,,,,1.22,0.52,0.16
WSPM_1_0,0.79,0.44,0.44,,,0.75,0.4,0.35,0.5,0.25,,0.88,0.5,,,,0.1,0.55,0.15,2.15,0.18,0.47,2.37,,,,1.13,0.5,0.26
WSPM_0_4,1.23,,,,,0.44,1.36,,,,,0.75,0.67,0.45,,,,,,,,,,4.21,,,0.27,1.23,1.34
WSPM_1_3,0.96,0.21,0.35,,,0.44,0.86,0.38,0.33,,,0.62,0.91,,,,,,,0.2,,,,,5.13,,1.12,0.38,0.63
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.83,0.43,0.35,0.1,,0.76,0.46,0.39,0.34,0.22,,0.85,0.53,,,,0.27,0.64,0.28,0.99,0.64,0.6,1.01,0.06,0.31,,1.27,0.39,0.08
PM10_1,0.76,0.53,0.39,,,0.6,0.5,0.29,0.53,0.61,,0.89,0.44,0.18,0.15,,0.74,0.5,0.69,0.27,0.06,0.17,0.51,0.45,0.04,,0.48,1.67,0.45
PM10_2,0.84,0.41,0.37,,,0.39,0.9,0.2,0.37,0.67,,0.88,0.46,,0.41,,0.96,0.27,0.54,0.18,,0.1,0.28,0.72,0.12,,0.08,0.78,2.67
